name,twin,wildfire,opposition,reanimator,cheat,artifacts,storm,stax,burn,stoneforge,armageddon,skullclamp,counterburn,pox,monowhite,monored,naturalorder,edric,reveillark,spellsmatter,pod,oath,fivecolor,balance,moat,upheaval,mentor,abyss,crucible,superfriends,survival,blink,tokens,channel
Mind Twist,0,0.8620689655172413,0.6038647342995169,2.0785219399538106,0.8818342151675485,1.2468827930174564,0,4.137931034482759,0,1.597444089456869,1.6750418760469012,2.2246941045606228,0,0,0,0,0,0,0.949667616334283,1.7543859649122806,0,0,10.204081632653061,1.7667844522968197,2.857142857142857,1.050420168067227,0,0,2.717391304347826,1.2285012285012284,1.4097744360902256,15.625,3.5714285714285716,0
Sylvan Library,0,0.8620689655172413,1.8115942028985508,0.9237875288683602,2.6455026455026456,0.41562759767248547,0,0.6896551724137931,0,0.7987220447284346,0.8375209380234506,1.668520578420467,0,0,0,0,3.575076608784474,3.3333333333333335,2.3741690408357075,0,3.115264797507788,3.4482758620689653,10.204081632653061,0.4416961130742049,0,0,0,0,2.717391304347826,4.914004914004914,3.289473684210526,15.625,3.5714285714285716,1.4367816091954022
Evolving Wilds,0.8710801393728222,1.7241379310344827,0,1.1547344110854503,0,1.2468827930174564,0,0.6896551724137931,0,0.7987220447284346,0.4187604690117253,0.5561735261401557,0,0,0,0,0.5107252298263534,0,0.949667616334283,1.7543859649122806,0,3.4482758620689653,10.204081632653061,1.7667844522968197,0,0.5252100840336135,0,0,2.717391304347826,1.2285012285012284,0.9398496240601504,0,1.1904761904761905,0
Lingering Souls,0,0,1.2077294685990339,0.23094688221709006,0,0.41562759767248547,0,6.206896551724138,1.7241379310344827,3.9936102236421727,2.9313232830820772,1.1123470522803114,0,0,4.504504504504505,0,0,0,0.4748338081671415,1.7543859649122806,0,0,10.204081632653061,1.325088339222615,0.9523809523809523,1.5756302521008403,12.048192771084338,0,0,2.457002457002457,0,0,1.1904761904761905,0
The Abyss,0,0,0,0.23094688221709006,0,1.6625103906899419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.204081632653061,0.4416961130742049,0.9523809523809523,1.050420168067227,0,15.151515151515152,2.717391304347826,0,0,0,0,0
Mulldrifter,2.6132404181184667,1.7241379310344827,3.6231884057971016,1.3856812933025404,0.4409171075837742,0.8312551953449709,5.319148936170213,0,1.7241379310344827,0.7987220447284346,0.4187604690117253,1.668520578420467,3.2679738562091503,0,0,0,1.0214504596527068,3.3333333333333335,1.4245014245014245,1.7543859649122806,1.557632398753894,0,10.204081632653061,0.8833922261484098,1.9047619047619047,0.5252100840336135,0,0,0,0,0.4699248120300752,0,1.1904761904761905,1.4367816091954022
Creeping Tar Pit,0,3.4482758620689653,1.8115942028985508,2.540415704387991,1.763668430335097,2.0781379883624274,5.319148936170213,0.6896551724137931,0,0,0,0,0,0,0,0,0,0,0,1.7543859649122806,0,0,10.204081632653061,3.091872791519435,1.9047619047619047,1.5756302521008403,0,0,0,1.2285012285012284,0,0,0,0
Maelstrom Pulse,0,0.8620689655172413,0,0.9237875288683602,0.4409171075837742,0,0,0,0,0,0.4187604690117253,1.1123470522803114,0,0,0,0,0,3.3333333333333335,0.4748338081671415,0,0,3.4482758620689653,10.204081632653061,0.4416961130742049,0,0,0,0,0,1.2285012285012284,1.8796992481203008,0,1.1904761904761905,0
Sacred Foundry,1.3066202090592334,0.8620689655172413,0,0.23094688221709006,0.4409171075837742,0,0,0,1.7241379310344827,0,2.0938023450586263,1.1123470522803114,0,0,0,0,0,0,0,0,0,0,10.204081632653061,0.4416961130742049,0,0.5252100840336135,0,0,0,0,0,0,1.1904761904761905,0
Forbid,0,0,0.6038647342995169,1.1547344110854503,0,1.2468827930174564,0,0,0,0,0,0,0,0,0,0,0,0,0.4748338081671415,0,0,0,10.204081632653061,3.5335689045936394,4.761904761904762,1.5756302521008403,6.024096385542169,0,0,1.2285012285012284,0,0,0,0
Arid Mesa,0.4355400696864111,1.7241379310344827,1.2077294685990339,0.4618937644341801,0.8818342151675485,0.8312551953449709,0,0.6896551724137931,1.7241379310344827,2.3961661341853033,1.6750418760469012,0.5561735261401557,3.2679738562091503,0,2.2522522522522523,0.8103727714748784,1.5321756894790604,0,0.949667616334283,1.7543859649122806,0,3.4482758620689653,10.204081632653061,2.65017667844523,1.9047619047619047,1.050420168067227,0,0,0,1.2285012285012284,1.4097744360902256,0,2.380952380952381,1.4367816091954022
"Saheeli, the Gifted",0.8710801393728222,2.586206896551724,0.6038647342995169,0.23094688221709006,1.3227513227513228,2.0781379883624274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.204081632653061,0,0,1.5756302521008403,0,0,0,0,0,0,0,0
City of Brass,2.177700348432056,3.4482758620689653,1.8115942028985508,2.3094688221709005,3.9682539682539684,2.0781379883624274,0,1.3793103448275863,0,0,1.256281407035176,3.337041156840934,0,0,0,0,1.5321756894790604,3.3333333333333335,2.849002849002849,1.7543859649122806,0,3.4482758620689653,10.204081632653061,1.325088339222615,0.9523809523809523,3.1512605042016806,0,0,0,3.6855036855036856,1.8796992481203008,0,3.5714285714285716,4.310344827586207
Dreadbore,0,0,0.6038647342995169,0.23094688221709006,0.4409171075837742,0,0,0.6896551724137931,0,0.7987220447284346,0,0.5561735261401557,0,0,0,0,0,0,0,1.7543859649122806,0,0,10.204081632653061,0,0,0,0,0,0,0,0,0,0,0
"Liliana, the Last Hope",0,0.8620689655172413,0.6038647342995169,1.1547344110854503,0,0.41562759767248547,0,2.0689655172413794,0,0,0.4187604690117253,0,0,17.24137931034483,0,0,0.5107252298263534,0,0.4748338081671415,0,0,0,10.204081632653061,0.4416961130742049,0.9523809523809523,0.5252100840336135,0,0,0,1.2285012285012284,0.4699248120300752,0,0,0
Vendilion Clique,2.6132404181184667,1.7241379310344827,3.6231884057971016,1.1547344110854503,0.4409171075837742,0,5.319148936170213,0,1.7241379310344827,0.7987220447284346,0,1.668520578420467,3.2679738562091503,0,0,0,0.5107252298263534,0,1.4245014245014245,7.017543859649122,3.115264797507788,0,10.204081632653061,3.9752650176678443,4.761904761904762,0.5252100840336135,0,0,2.717391304347826,2.457002457002457,0.4699248120300752,0,0,0
Ancestral Vision,1.7421602787456445,0,0,0.4618937644341801,0.8818342151675485,1.2468827930174564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4482758620689653,10.204081632653061,0.8833922261484098,0.9523809523809523,0.5252100840336135,0,0,0,1.2285012285012284,0,0,0,0
Volcanic Island,4.355400696864112,2.586206896551724,1.2077294685990339,0.6928406466512702,2.6455026455026456,1.2468827930174564,0,0,1.7241379310344827,0,0,0,3.2679738562091503,0,0,0,0.5107252298263534,0,0.4748338081671415,1.7543859649122806,1.557632398753894,0,10.204081632653061,0.4416961130742049,0,1.5756302521008403,0,0,0,1.2285012285012284,0,0,0,2.8735632183908044
"Nicol Bolas, the Ravager",0,0,0.6038647342995169,0.23094688221709006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.204081632653061,0,0,0,0,0,0,0,0,0,0,0
Vampire Nighthawk,0,0,0,0.23094688221709006,0,0,0,2.0689655172413794,0,0,0,0,0,0,0,0,0,0,0,1.7543859649122806,0,0,10.204081632653061,0.4416961130742049,0,0.5252100840336135,0,0,0,0,0,0,0,0
Incinerate,0.8710801393728222,0,0.6038647342995169,0.23094688221709006,0,0,0,0,5.172413793103448,0.7987220447284346,1.256281407035176,0,3.2679738562091503,0,0,6.482982171799027,0,0,0.4748338081671415,1.7543859649122806,1.557632398753894,0,10.204081632653061,0,0,0,0,0,0,0,0,0,0,0
"Tasigur, the Golden Fang",0,1.7241379310344827,0.6038647342995169,0.6928406466512702,0,0,0,0,0,0,0,0,0,17.24137931034483,0,0,0,0,0,1.7543859649122806,0,0,10.204081632653061,1.325088339222615,0,1.050420168067227,0,0,0,1.2285012285012284,0.4699248120300752,0,0,0
Chain Lightning,1.3066202090592334,0,0,0,0.8818342151675485,0.41562759767248547,0,0,5.172413793103448,1.597444089456869,1.6750418760469012,0,3.2679738562091503,0,1.1261261261261262,6.482982171799027,0.5107252298263534,0,0.4748338081671415,0,0,3.4482758620689653,10.204081632653061,0,0,0,0,0,0,0,0,0,0,0
Jace Beleren,0.4355400696864111,1.7241379310344827,0,0.23094688221709006,0,1.2468827930174564,0,0,1.7241379310344827,0,0,1.1123470522803114,3.2679738562091503,0,0,0,0,0,0,3.508771929824561,0,0,10.204081632653061,2.208480565371025,0.9523809523809523,1.5756302521008403,0,0,0,1.2285012285012284,0.9398496240601504,0,0,0
Coldsteel Heart,0,1.7241379310344827,0.6038647342995169,0.4618937644341801,1.3227513227513228,2.493765586034913,0,0,0,0,0.4187604690117253,0.5561735261401557,0,0,0,0,0.5107252298263534,0,0,1.7543859649122806,0,0,10.204081632653061,1.7667844522968197,0.9523809523809523,3.676470588235294,0,0,0,2.457002457002457,0.9398496240601504,0,1.1904761904761905,0
Tinker,0.4355400696864111,3.4482758620689653,0,0.6928406466512702,2.2045855379188715,11.221945137157107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4482758620689653,0,0.8833922261484098,0.9523809523809523,4.726890756302521,0,15.151515151515152,2.717391304347826,0,0,0,0,0
Dust Bowl,0.4355400696864111,0,0,0.23094688221709006,0,0.41562759767248547,0,0,0,0,0,0,0,0,0,0.8103727714748784,0,0,0,0,0,0,0,0,0,0.5252100840336135,0,0,0,0,0,0,0,0
Rishadan Port,0.4355400696864111,0,0,0,0,0.41562759767248547,0,4.137931034482759,0,2.3961661341853033,1.6750418760469012,0.5561735261401557,0,0,2.2522522522522523,4.051863857374392,0,0,0,0,0,0,0,0.4416961130742049,0,0.5252100840336135,0,0,2.717391304347826,0,0,0,0,0
"Brimaz, King of Oreskos",0,0,1.2077294685990339,0,0,0,0,1.3793103448275863,0,0.7987220447284346,1.6750418760469012,1.668520578420467,0,0,6.756756756756757,0,0.5107252298263534,0,1.899335232668566,0,0,0,0,0.8833922261484098,2.857142857142857,0,0,0,0,1.2285012285012284,1.4097744360902256,15.625,4.761904761904762,0
Triskelion,0.8710801393728222,0,0,0.4618937644341801,0,1.2468827930174564,0,0,0,0,0,0.5561735261401557,0,0,0,0.8103727714748784,0,3.3333333333333335,0.4748338081671415,0,0,0,0,0,0,1.050420168067227,0,0,0,0,0,0,0,0
Goblin Guide,0,0,0,0,0,0,0,0,5.172413793103448,0,1.6750418760469012,0,3.2679738562091503,0,0,6.482982171799027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1904761904761905,0
Cultivate,0,0.8620689655172413,0.6038647342995169,0,0.8818342151675485,0,0,0,0,0,0,0,0,0,0,0,1.0214504596527068,0,0.949667616334283,0,1.557632398753894,0,0,0,0,0,0,0,2.717391304347826,0,0.9398496240601504,15.625,0,0
Council's Judgment,0.4355400696864111,0,1.2077294685990339,0,0.4409171075837742,0.41562759767248547,0,2.0689655172413794,0,2.3961661341853033,2.512562814070352,0,0,0,4.504504504504505,0,0.5107252298263534,3.3333333333333335,1.899335232668566,1.7543859649122806,0,3.4482758620689653,0,3.5335689045936394,3.8095238095238093,1.5756302521008403,6.024096385542169,0,0,2.457002457002457,0.9398496240601504,0,2.380952380952381,0
"Thalia, Guardian of Thraben",0,0,0,0,0,0,0,0.6896551724137931,0,0,0.8375209380234506,0,0,0,5.63063063063063,0,0,3.3333333333333335,0.949667616334283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hero of Bladehold,0,0,1.8115942028985508,0,0,0,0,1.3793103448275863,1.7241379310344827,5.5910543130990416,2.0938023450586263,1.1123470522803114,0,0,5.63063063063063,0,0.5107252298263534,0,1.899335232668566,0,1.557632398753894,0,0,0,0,0,0,0,2.717391304347826,0,0.4699248120300752,0,2.380952380952381,0
Caves of Koilos,0,0,0.6038647342995169,0.4618937644341801,0,0.8312551953449709,0,2.0689655172413794,0,0,2.0938023450586263,1.1123470522803114,0,0,0,0,0,0,0.4748338081671415,0,0,0,0,1.325088339222615,0.9523809523809523,1.050420168067227,0,0,0,0,0.4699248120300752,15.625,2.380952380952381,0
Godless Shrine,0,0,1.8115942028985508,2.0785219399538106,0,0.41562759767248547,0,3.4482758620689653,0,3.194888178913738,1.256281407035176,0.5561735261401557,0,0,1.1261261261261262,0,0,0,0.4748338081671415,1.7543859649122806,0,0,0,1.325088339222615,2.857142857142857,0.5252100840336135,6.024096385542169,0,0,1.2285012285012284,0.9398496240601504,0,0,0
Scrubland,0,1.7241379310344827,1.8115942028985508,1.3856812933025404,0,0,0,4.137931034482759,0,1.597444089456869,2.512562814070352,1.1123470522803114,0,0,2.2522522522522523,0,0,0,0.949667616334283,0,1.557632398753894,0,0,2.208480565371025,0,0.5252100840336135,12.048192771084338,0,0,3.6855036855036856,0,0,1.1904761904761905,0
Terramorphic Expanse,0.4355400696864111,1.7241379310344827,0,0.4618937644341801,1.3227513227513228,1.2468827930174564,0,0.6896551724137931,0,0.7987220447284346,0,0,0,0,0,0,0.5107252298263534,0,0.4748338081671415,3.508771929824561,0,0,0,1.325088339222615,0.9523809523809523,1.5756302521008403,0,0,0,2.457002457002457,0.4699248120300752,0,2.380952380952381,1.4367816091954022
Tundra,0.4355400696864111,0,1.2077294685990339,0.6928406466512702,0.4409171075837742,0.41562759767248547,0,0,0,0.7987220447284346,0.8375209380234506,1.668520578420467,0,0,1.1261261261261262,0,0.5107252298263534,3.3333333333333335,1.899335232668566,0,3.115264797507788,3.4482758620689653,0,2.208480565371025,4.761904761904762,1.050420168067227,6.024096385542169,0,2.717391304347826,2.457002457002457,0.4699248120300752,0,1.1904761904761905,0
Brainstorm,1.3066202090592334,0.8620689655172413,0.6038647342995169,1.1547344110854503,0.4409171075837742,2.0781379883624274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.325088339222615,0.9523809523809523,1.050420168067227,6.024096385542169,0,0,3.6855036855036856,0,0,0,0
Land Tax,0.4355400696864111,0.8620689655172413,0.6038647342995169,0,0.4409171075837742,0.41562759767248547,0,4.827586206896552,1.7241379310344827,3.9936102236421727,2.0938023450586263,1.1123470522803114,0,0,0,0,0,0,0.4748338081671415,0,0,0,0,3.9752650176678443,1.9047619047619047,0.5252100840336135,6.024096385542169,0,0,1.2285012285012284,0.4699248120300752,0,1.1904761904761905,1.4367816091954022
Mana Leak,1.3066202090592334,0.8620689655172413,1.2077294685990339,1.3856812933025404,0.4409171075837742,1.2468827930174564,0,0.6896551724137931,5.172413793103448,1.597444089456869,0,0,9.803921568627452,0,0,0,0,3.3333333333333335,0.4748338081671415,5.2631578947368425,0,0,0,2.65017667844523,3.8095238095238093,1.5756302521008403,6.024096385542169,0,0,0,0,0,0,0
Memory Lapse,1.7421602787456445,1.7241379310344827,1.2077294685990339,0.23094688221709006,0,0,0,0,1.7241379310344827,0,0,0,3.2679738562091503,0,0,0,0.5107252298263534,0,0.4748338081671415,5.2631578947368425,0,0,0,2.65017667844523,1.9047619047619047,1.050420168067227,0,0,0,0,0,0,0,0
Scroll Rack,0,0,0,0,2.6455026455026456,1.6625103906899419,0,0,0,0,0,0,0,0,0,0,0,0,0.4748338081671415,0,0,6.896551724137931,0,1.325088339222615,0.9523809523809523,0.5252100840336135,0,0,0,0,0,0,0,0
Banishing Light,0,0.8620689655172413,0.6038647342995169,0.23094688221709006,0,0,0,2.0689655172413794,1.7241379310344827,0.7987220447284346,1.256281407035176,0.5561735261401557,0,0,3.3783783783783785,0,0,3.3333333333333335,1.899335232668566,0,0,0,0,0.8833922261484098,0.9523809523809523,0,0,0,0,2.457002457002457,0.4699248120300752,0,2.380952380952381,0
Coalition Relic,1.7421602787456445,6.0344827586206895,0,0.9237875288683602,1.763668430335097,2.9093931837073983,0,0,0,0,0,0.5561735261401557,0,0,0,1.6207455429497568,0,3.3333333333333335,1.4245014245014245,0,0,0,0,0.4416961130742049,1.9047619047619047,4.201680672268908,0,0,0,3.6855036855036856,0.9398496240601504,0,1.1904761904761905,1.4367816091954022
Psychatog,0,0,0,0.9237875288683602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7543859649122806,0,0,0,0.4416961130742049,0,0,6.024096385542169,0,0,0,0,0,0,0
True-Name Nemesis,2.177700348432056,0.8620689655172413,0.6038647342995169,0.23094688221709006,0.4409171075837742,0.41562759767248547,0,0,0,0.7987220447284346,0,0,0,0,0,0,0,3.3333333333333335,1.4245014245014245,3.508771929824561,3.115264797507788,0,0,1.7667844522968197,0.9523809523809523,0,6.024096385542169,0,0,1.2285012285012284,0,0,0,0
Control Magic,0.8710801393728222,1.7241379310344827,3.6231884057971016,1.1547344110854503,1.763668430335097,3.3250207813798838,0,0.6896551724137931,1.7241379310344827,0,0,2.7808676307007785,3.2679738562091503,0,0,0,1.0214504596527068,0,1.4245014245014245,1.7543859649122806,0,0,0,2.65017667844523,2.857142857142857,3.1512605042016806,0,0,0,2.457002457002457,1.8796992481203008,0,1.1904761904761905,0
"Elspeth, Knight-Errant",0,0.8620689655172413,3.0193236714975846,0,0,0.41562759767248547,0,0.6896551724137931,0,3.194888178913738,1.6750418760469012,2.7808676307007785,0,0,5.63063063063063,0,1.0214504596527068,0,4.273504273504273,1.7543859649122806,4.672897196261682,0,0,3.9752650176678443,4.761904761904762,1.050420168067227,6.024096385542169,0,2.717391304347826,7.371007371007371,2.819548872180451,0,9.523809523809524,0
Supreme Verdict,0,0.8620689655172413,0,0,0,0.41562759767248547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.091872791519435,0.9523809523809523,0.5252100840336135,0,0,0,0,0,0,0,0
Cloudgoat Ranger,0,0,0.6038647342995169,0,0,0,0,0,0,0,0,0,0,0,1.1261261261261262,0,1.0214504596527068,0,0.949667616334283,0,0,0,0,0,0,0,0,0,0,0,0.9398496240601504,0,4.761904761904762,0
Aetherling,0,1.7241379310344827,0,0.4618937644341801,0.4409171075837742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5252100840336135,0,0,0,0,0,0,0,0
Catastrophe,0,0,0,0,0,0.41562759767248547,0,0,0,0,0,0,0,0,0,0,0,0,0.4748338081671415,0,0,0,0,0.8833922261484098,3.8095238095238093,0.5252100840336135,0,0,0,0,0.4699248120300752,0,0,0
Eternal Dragon,0,0,0.6038647342995169,0,0,0,0,0,0,0,0,0.5561735261401557,0,0,0,0,0,0,0.949667616334283,0,0,0,0,0.8833922261484098,0.9523809523809523,0,6.024096385542169,0,0,2.457002457002457,0.4699248120300752,0,2.380952380952381,0
Polluted Delta,1.3066202090592334,2.586206896551724,3.6231884057971016,2.0785219399538106,0.8818342151675485,1.6625103906899419,5.319148936170213,0.6896551724137931,0,0.7987220447284346,1.256281407035176,2.2246941045606228,0,0,0,0,0,0,1.899335232668566,0,4.672897196261682,0,0,3.091872791519435,0,1.5756302521008403,0,15.151515151515152,2.717391304347826,1.2285012285012284,0,0,1.1904761904761905,0
Windswept Heath,0.4355400696864111,0,3.0193236714975846,0.9237875288683602,1.3227513227513228,0.8312551953449709,0,2.0689655172413794,0,0,2.0938023450586263,1.668520578420467,0,0,0,0,2.0429009193054135,0,1.899335232668566,3.508771929824561,1.557632398753894,3.4482758620689653,0,3.091872791519435,2.857142857142857,2.100840336134454,6.024096385542169,0,5.434782608695652,1.2285012285012284,1.4097744360902256,0,2.380952380952381,1.4367816091954022
Overgrown Tomb,0,0.8620689655172413,0.6038647342995169,2.540415704387991,2.6455026455026456,0,5.319148936170213,0,0,0,0,1.668520578420467,0,0,0,0,1.0214504596527068,3.3333333333333335,1.899335232668566,0,1.557632398753894,3.4482758620689653,0,0.4416961130742049,0,0,0,0,0,0,1.4097744360902256,0,0,0
Wooded Foothills,1.7421602787456445,1.7241379310344827,1.2077294685990339,1.1547344110854503,0.8818342151675485,1.2468827930174564,0,0,0,0.7987220447284346,0.4187604690117253,2.2246941045606228,0,0,0,0,5.107252298263535,0,1.4245014245014245,0,1.557632398753894,3.4482758620689653,0,0.8833922261484098,0,0.5252100840336135,0,15.151515151515152,2.717391304347826,1.2285012285012284,2.819548872180451,0,2.380952380952381,0
Plateau,0.8710801393728222,0,0,0.23094688221709006,0,0,0,0,3.4482758620689653,1.597444089456869,2.0938023450586263,0.5561735261401557,0,0,0,0,0,0,0,1.7543859649122806,0,0,0,0.4416961130742049,0,0,0,0,0,0,0.9398496240601504,0,2.380952380952381,0
Savannah,0.4355400696864111,0,1.8115942028985508,0.4618937644341801,0.4409171075837742,0,0,0.6896551724137931,0,1.597444089456869,2.512562814070352,2.7808676307007785,0,0,0,0,3.575076608784474,3.3333333333333335,2.3741690408357075,0,3.115264797507788,0,0,0.8833922261484098,0.9523809523809523,0.5252100840336135,0,0,5.434782608695652,1.2285012285012284,2.819548872180451,0,0,0
Chrome Mox,2.6132404181184667,4.310344827586207,1.2077294685990339,1.6166281755196306,2.2045855379188715,3.7406483790523692,0,3.4482758620689653,3.4482758620689653,3.194888178913738,3.7688442211055277,3.337041156840934,3.2679738562091503,0,1.1261261261261262,1.6207455429497568,1.0214504596527068,0,0.949667616334283,3.508771929824561,0,3.4482758620689653,0,3.091872791519435,1.9047619047619047,3.676470588235294,6.024096385542169,0,2.717391304347826,4.914004914004914,1.8796992481203008,15.625,1.1904761904761905,0
"Kytheon, Hero of Akros",0,0,0.6038647342995169,0,0,0,0,0.6896551724137931,1.7241379310344827,2.3961661341853033,2.512562814070352,0.5561735261401557,0,0,9.00900900900901,0,0,0,0.4748338081671415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Student of Warfare,0,0,0,0,0,0,0,0,0,3.194888178913738,2.512562814070352,0,0,0,10.135135135135135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mother of Runes,0.4355400696864111,0,0.6038647342995169,0.4618937644341801,0,0,0,0.6896551724137931,0,1.597444089456869,2.0938023450586263,0.5561735261401557,0,0,4.504504504504505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1904761904761905,0
Dread Wanderer,0,0,0,0.23094688221709006,0,0,0,4.137931034482759,0,0,1.256281407035176,0.5561735261401557,0,0,0,0,0,3.3333333333333335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swords to Plowshares,1.3066202090592334,0,3.6231884057971016,0.23094688221709006,0,0.41562759767248547,0,4.827586206896552,1.7241379310344827,3.194888178913738,2.0938023450586263,1.668520578420467,0,0,5.63063063063063,0,0,0,2.849002849002849,1.7543859649122806,3.115264797507788,0,0,3.091872791519435,1.9047619047619047,1.5756302521008403,6.024096385542169,0,0,0,0.9398496240601504,0,1.1904761904761905,0
Thoughtseize,0,0,1.2077294685990339,2.0785219399538106,0.8818342151675485,1.2468827930174564,0,4.137931034482759,1.7241379310344827,0.7987220447284346,1.256281407035176,0.5561735261401557,3.2679738562091503,17.24137931034483,0,0,0,0,0.4748338081671415,0,0,3.4482758620689653,0,0.4416961130742049,1.9047619047619047,0.5252100840336135,0,15.151515151515152,2.717391304347826,0,0.4699248120300752,0,0,0
Tidehollow Sculler,0,0,0,0,0,0,0,0,0,0.7987220447284346,0.4187604690117253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adanto Vanguard,0,0,0,0,0,0,0,0.6896551724137931,1.7241379310344827,3.9936102236421727,2.9313232830820772,0.5561735261401557,0,0,6.756756756756757,0,0,0,0.4748338081671415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scrapheap Scrounger,0,0,0,0.6928406466512702,0,0,0,4.137931034482759,0,0,2.0938023450586263,0.5561735261401557,0,0,0,0,0,3.3333333333333335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
