deckID,number,name,location,color,cmc,manaCost,power,toughness,text,types,subtypes,colors,baseColors,splashes,sphere,archetype,powered
1,1,Scavenging Ooze,MB,Green,2,{1}{G},2,2,"{G}: Exile target card from a graveyard. If it was a creature card, put a +1/+1 counter on Scavenging Ooze and you gain 1 life.",Creature,Ooze,green black,green black,-,midrange,-,FALSE
1,1,Bayou,MB,Colorless,0,NA,NA,NA,({T}: Add {B} or {G}.),Land,Swamp Forest,green black,green black,-,midrange,-,FALSE
1,1,"Nissa, Worldwaker",MB,Green,5,{3}{G}{G},NA,NA,"+1: Target land you control becomes a 4/4 Elemental creature with trample. It's still a land.
+1: Untap up to four target Forests.
−7: Search your library for any number of basic land cards, put them onto the battlefield, then shuffle your library. Those lands become 4/4 Elemental creatures with trample. They're still lands.",Planeswalker,Nissa,green black,green black,-,midrange,-,FALSE
1,1,"Liliana, the Last Hope",MB,Black,3,{1}{B}{B},NA,NA,"+1: Up to one target creature gets -2/-1 until your next turn.
−2: Put the top two cards of your library into your graveyard, then you may return a creature card from your graveyard to your hand.
−7: You get an emblem with ""At the beginning of your end step, create X 2/2 black Zombie creature tokens, where X is two plus the number of Zombies you control.""",Planeswalker,Liliana,green black,green black,-,midrange,-,FALSE
1,1,Maelstrom Pulse,MB,Black Green,3,{1}{B}{G},NA,NA,Destroy target nonland permanent and all other permanents with the same name as that permanent.,Sorcery,NA,green black,green black,-,midrange,-,FALSE
1,1,Bitterblossom,MB,Black,2,{1}{B},NA,NA,"At the beginning of your upkeep, you lose 1 life and create a 1/1 black Faerie Rogue creature token with flying.",Tribal Enchantment,Faerie,green black,green black,-,midrange,-,FALSE
1,1,Hissing Quagmire,MB,Colorless,0,NA,NA,NA,"Hissing Quagmire enters the battlefield tapped.
{T}: Add {B} or {G}.
{1}{B}{G}: Hissing Quagmire becomes a 2/2 black and green Elemental creature with deathtouch until end of turn. It's still a land.",Land,NA,green black,green black,-,midrange,-,FALSE
1,1,Noble Hierarch,MB,Green,1,{G},0,1,"Exalted (Whenever a creature you control attacks alone, that creature gets +1/+1 until end of turn.)
{T}: Add {G}, {W}, or {U}.",Creature,Human Druid,green black,green black,-,midrange,-,FALSE
1,1,Deathrite Shaman,MB,Colorless,1,{B/G},1,2,"{T}: Exile target land card from a graveyard. Add one mana of any color.
{B}, {T}: Exile target instant or sorcery card from a graveyard. Each opponent loses 2 life.
{G}, {T}: Exile target creature card from a graveyard. You gain 2 life.",Creature,Elf Shaman,green black,green black,-,midrange,-,FALSE
1,1,Curse of Predation,MB,Green,3,{2}{G},NA,NA,"Enchant player
Whenever a creature attacks enchanted player, put a +1/+1 counter on it.",Enchantment,Aura Curse,green black,green black,-,midrange,-,FALSE
1,1,Hero's Downfall,MB,Black,3,{1}{B}{B},NA,NA,Destroy target creature or planeswalker.,Instant,NA,green black,green black,-,midrange,-,FALSE
1,1,Mutavault,MB,Colorless,0,NA,NA,NA,"{T}: Add {C}.
{1}: Mutavault becomes a 2/2 creature with all creature types until end of turn. It's still a land.",Land,NA,green black,green black,-,midrange,-,FALSE
1,1,"Vraska, Golgari Queen",MB,Black Green,4,{2}{B}{G},NA,NA,"+2: You may sacrifice another permanent. If you do, you gain 1 life and draw a card.
−3: Destroy target nonland permanent with converted mana cost 3 or less.
−9: You get an emblem with ""Whenever a creature you control deals combat damage to a player, that player loses the game.""",Planeswalker,Vraska,green black,green black,-,midrange,-,FALSE
1,1,Duress,MB,Black,1,{B},NA,NA,"Target opponent reveals their hand. You choose a noncreature, nonland card from it. That player discards that card.",Sorcery,NA,green black,green black,-,midrange,-,FALSE
1,1,Exclusion Mage,SB,Blue,3,{2}{U},2,2,"When Exclusion Mage enters the battlefield, return target creature an opponent controls to its owner's hand.",Creature,Human Wizard,green black,green black,-,midrange,-,FALSE
1,1,Kodama's Reach,SB,Green,3,{2}{G},NA,NA,"Search your library for up to two basic land cards, reveal those cards, and put one onto the battlefield tapped and the other into your hand. Then shuffle your library.",Sorcery,Arcane,green black,green black,-,midrange,-,FALSE
1,1,Recurring Nightmare,SB,Black,3,{2}{B},NA,NA,"Sacrifice a creature, Return Recurring Nightmare to its owner's hand: Return target creature card from your graveyard to the battlefield. Activate this ability only any time you could cast a sorcery.",Enchantment,NA,green black,green black,-,midrange,-,FALSE
1,1,"Rofellos, Llanowar Emissary",SB,Green,2,{G}{G},2,1,{T}: Add {G} for each Forest you control.,Creature,Elf Druid,green black,green black,-,midrange,-,FALSE
1,1,Fyndhorn Elves,SB,Green,1,{G},1,1,{T}: Add {G} to your mana pool.,Creature,Elf Druid,green black,green black,-,midrange,-,FALSE
1,1,Land Tax,SB,White,1,{W},NA,NA,"At the beginning of your upkeep, if an opponent controls more lands than you, you may search your library for up to three basic land cards, reveal them, put them into your hand, then shuffle your library.",Enchantment,NA,green black,green black,-,midrange,-,FALSE
1,1,Fractured Identity,SB,White Blue,5,{3}{W}{U},NA,NA,Exile target nonland permanent. Each player other than its controller creates a token that's a copy of it.,Sorcery,NA,green black,green black,-,midrange,-,FALSE
1,1,Through the Breach,SB,Red,5,{4}{R},NA,NA,"You may put a creature card from your hand onto the battlefield. That creature gains haste. Sacrifice that creature at the beginning of the next end step.
Splice onto Arcane {2}{R}{R} (As you cast an Arcane spell, you may reveal this card from your hand and pay its splice cost. If you do, add this card's effects to that spell.)",Instant,Arcane,green black,green black,-,midrange,-,FALSE
1,1,"Saheeli, the Gifted",SB,Blue Red,4,{2}{U}{R},NA,NA,"+1: Create a 1/1 colorless Servo artifact creature token.
+1: The next spell you cast this turn costs {1} less to cast for each artifact you control as you cast it.
−7: For each artifact you control, create a token that's a copy of it. Those tokens gain haste. Exile those tokens at the beginning of the next end step.
Saheeli, the Gifted can be your commander.",Planeswalker,Saheeli,green black,green black,-,midrange,-,FALSE
1,1,Lavaclaw Reaches,SB,Colorless,0,NA,NA,NA,"Lavaclaw Reaches enters the battlefield tapped.
{T}: Add {B} or {R}.
{1}{B}{R}: Until end of turn, Lavaclaw Reaches becomes a 2/2 black and red Elemental creature with ""{X}: This creature gets +X/+0 until end of turn."" It's still a land.",Land,NA,green black,green black,-,midrange,-,FALSE
1,1,Needle Spires,SB,Colorless,0,NA,NA,NA,"Needle Spires enters the battlefield tapped.
{T}: Add {R} or {W}.
{2}{R}{W}: Needle Spires becomes a 2/1 red and white Elemental creature with double strike until end of turn. It's still a land.",Land,NA,green black,green black,-,midrange,-,FALSE
1,1,Show and Tell,SB,Blue,3,{2}{U},NA,NA,"Each player may put an artifact, creature, enchantment, or land card from their hand onto the battlefield.",Sorcery,NA,green black,green black,-,midrange,-,FALSE
1,1,Geist of Saint Traft,SB,White Blue,3,{1}{W}{U},2,2,"Hexproof (This creature can't be the target of spells or abilities your opponents control.)
Whenever Geist of Saint Traft attacks, create a 4/4 white Angel creature token with flying that's tapped and attacking. Exile that token at end of combat.",Creature,Spirit Cleric,green black,green black,-,midrange,-,FALSE
1,1,Moat,SB,White,4,{2}{W}{W},NA,NA,Creatures without flying can't attack.,Enchantment,NA,green black,green black,-,midrange,-,FALSE
1,1,Eureka,SB,Green,4,{2}{G}{G},NA,NA,"Starting with you, each player may put a permanent card from their hand onto the battlefield. Repeat this process until no one puts a card onto the battlefield.",Sorcery,NA,green black,green black,-,midrange,-,FALSE
1,1,Thirst for Knowledge,SB,Blue,3,{2}{U},NA,NA,Draw three cards. Then discard two cards unless you discard an artifact card.,Instant,NA,green black,green black,-,midrange,-,FALSE
2,1,Mana Tithe,MB,White,1,{W},NA,NA,Counter target spell unless its controller pays {1}.,Instant,NA,blue white,blue white,-,control aggro,-,FALSE
2,1,Underground Sea,MB,Colorless,0,NA,NA,NA,({T}: Add {U} or {B}.),Land,Island Swamp,blue white,blue white,-,control aggro,-,FALSE
2,1,Unexpectedly Absent,MB,White,2,{X}{W}{W},NA,NA,Put target nonland permanent into its owner's library just beneath the top X cards of that library.,Instant,NA,blue white,blue white,-,control aggro,-,FALSE
2,1,Umezawa's Jitte,MB,Colorless,2,{2},NA,NA,"Whenever equipped creature deals combat damage, put two charge counters on Umezawa's Jitte.
Remove a charge counter from Umezawa's Jitte: Choose one —
• Equipped creature gets +2/+2 until end of turn.
• Target creature gets -1/-1 until end of turn.
• You gain 2 life.
Equip {2}",Artifact,Equipment,blue white,blue white,-,control aggro,-,FALSE
2,1,"Teferi, Hero of Dominaria",MB,White Blue,5,{3}{W}{U},NA,NA,"+1: Draw a card. At the beginning of the next end step, untap two lands.
−3: Put target nonland permanent into its owner's library third from the top.
−8: You get an emblem with ""Whenever you draw a card, exile target permanent an opponent controls.""",Planeswalker,Teferi,blue white,blue white,-,control aggro,-,FALSE
2,1,Selfless Spirit,MB,White,2,{1}{W},2,1,"Flying
Sacrifice Selfless Spirit: Creatures you control gain indestructible until end of turn.",Creature,Spirit Cleric,blue white,blue white,-,control aggro,-,FALSE
2,1,Mishra's Factory,MB,Colorless,0,NA,NA,NA,"{T}: Add {C}.
{1}: Mishra's Factory becomes a 2/2 Assembly-Worker artifact creature until end of turn. It's still a land.
{T}: Target Assembly-Worker creature gets +1/+1 until end of turn.",Land,NA,blue white,blue white,-,control aggro,-,FALSE
2,1,Phyrexian Revoker,MB,Colorless,2,{2},2,1,"As Phyrexian Revoker enters the battlefield, choose a nonland card name.
Activated abilities of sources with the chosen name can't be activated.",Artifact Creature,Horror,blue white,blue white,-,control aggro,-,FALSE
2,1,Dismember,MB,Colorless,3,{1}{B/P}{B/P},NA,NA,"({B/P} can be paid with either {B} or 2 life.)
Target creature gets -5/-5 until end of turn.",Instant,NA,blue white,blue white,-,control aggro,-,FALSE
2,1,Stoneforge Mystic,MB,White,2,{1}{W},1,2,"When Stoneforge Mystic enters the battlefield, you may search your library for an Equipment card, reveal it, put it into your hand, then shuffle your library.
{1}{W}, {T}: You may put an Equipment card from your hand onto the battlefield.",Creature,Kor Artificer,blue white,blue white,-,control aggro,-,FALSE
2,1,Porcelain Legionnaire,MB,Colorless,3,{2}{W/P},3,1,"({W/P} can be paid with either {W} or 2 life.)
First strike",Artifact Creature,Soldier,blue white,blue white,-,control aggro,-,FALSE
2,1,"Gideon, Ally of Zendikar",MB,White,4,{2}{W}{W},NA,NA,"+1: Until end of turn, Gideon, Ally of Zendikar becomes a 5/5 Human Soldier Ally creature with indestructible that's still a planeswalker. Prevent all damage that would be dealt to him this turn.
0: Create a 2/2 white Knight Ally creature token.
−4: You get an emblem with ""Creatures you control get +1/+1.""",Planeswalker,Gideon,blue white,blue white,-,control aggro,-,FALSE
2,1,Mulldrifter,MB,Blue,5,{4}{U},2,2,"Flying
When Mulldrifter enters the battlefield, draw two cards.
Evoke {2}{U} (You may cast this spell for its evoke cost. If you do, it's sacrificed when it enters the battlefield.)",Creature,Elemental,blue white,blue white,-,control aggro,-,FALSE
2,1,Armageddon,MB,White,4,{3}{W},NA,NA,Destroy all lands.,Sorcery,NA,blue white,blue white,-,control aggro,-,FALSE
2,1,Spell Pierce,MB,Blue,1,{U},NA,NA,Counter target noncreature spell unless its controller pays {2}.,Instant,NA,blue white,blue white,-,control aggro,-,FALSE
2,1,Hallowed Fountain,MB,Colorless,0,NA,NA,NA,"({T}: Add {W} or {U}.)
As Hallowed Fountain enters the battlefield, you may pay 2 life. If you don't, Hallowed Fountain enters the battlefield tapped.",Land,Plains Island,blue white,blue white,-,control aggro,-,FALSE
2,1,Counterspell,MB,Blue,2,{U}{U},NA,NA,Counter target spell.,Instant,NA,blue white,blue white,-,control aggro,-,FALSE
2,1,True-Name Nemesis,MB,Blue,3,{1}{U}{U},3,1,"As True-Name Nemesis enters the battlefield, choose a player.
True-Name Nemesis has protection from the chosen player. (This creature can't be blocked, targeted, dealt damage, or enchanted by anything controlled by that player.)",Creature,Merfolk Rogue,blue white,blue white,-,control aggro,-,FALSE
2,1,Vendilion Clique,MB,Blue,3,{1}{U}{U},3,1,"Flash
Flying
When Vendilion Clique enters the battlefield, look at target player's hand. You may choose a nonland card from it. If you do, that player reveals the chosen card, puts it on the bottom of their library, then draws a card.",Creature,Faerie Wizard,blue white,blue white,-,control aggro,-,FALSE
2,1,Ancestral Recall,MB,Blue,1,{U},NA,NA,Target player draws three cards.,Instant,NA,blue white,blue white,-,control aggro,-,FALSE
2,1,Council's Judgment,MB,White,3,{1}{W}{W},NA,NA,"Will of the council — Starting with you, each player votes for a nonland permanent you don't control. Exile each permanent with the most votes or tied for most votes.",Sorcery,NA,blue white,blue white,-,control aggro,-,FALSE
2,1,Monastery Mentor,MB,White,3,{2}{W},2,2,"Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)
Whenever you cast a noncreature spell, create a 1/1 white Monk creature token with prowess.",Creature,Human Monk,blue white,blue white,-,control aggro,-,FALSE
2,1,Geist of Saint Traft,MB,White Blue,3,{1}{W}{U},2,2,"Hexproof (This creature can't be the target of spells or abilities your opponents control.)
Whenever Geist of Saint Traft attacks, create a 4/4 white Angel creature token with flying that's tapped and attacking. Exile that token at end of combat.",Creature,Spirit Cleric,blue white,blue white,-,control aggro,-,FALSE
2,1,Lightning Greaves,MB,Colorless,2,{2},NA,NA,"Equipped creature has haste and shroud. (It can't be the target of spells or abilities.)
Equip {0}",Artifact,Equipment,blue white,blue white,-,control aggro,-,FALSE
2,1,Adanto Vanguard,MB,White,2,{1}{W},1,1,"As long as Adanto Vanguard is attacking, it gets +2/+0.
Pay 4 life: Adanto Vanguard gains indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy it.)",Creature,Vampire Soldier,blue white,blue white,-,control aggro,-,FALSE
2,1,Mana Leak,MB,Blue,2,{1}{U},NA,NA,Counter target spell unless its controller pays {3}.,Instant,NA,blue white,blue white,-,control aggro,-,FALSE
2,1,"Linvala, Keeper of Silence",SB,White,4,{2}{W}{W},3,4,"Flying
Activated abilities of creatures your opponents control can't be activated.",Creature,Angel,blue white,blue white,-,control aggro,-,FALSE
2,1,Mother of Runes,SB,White,1,{W},1,1,{T}: Target creature you control gains protection from the color of your choice until end of turn.,Creature,Human Cleric,blue white,blue white,-,control aggro,-,FALSE
2,1,Student of Warfare,SB,White,1,{W},1,1,"Level up {W} ({W}: Put a level counter on this. Level up only as a sorcery.)
LEVEL 2-6
3/3
First strike
LEVEL 7+
4/4
Double strike",Creature,Human Knight,blue white,blue white,-,control aggro,-,FALSE
2,1,Craterhoof Behemoth,SB,Green,8,{5}{G}{G}{G},5,5,"Haste
When Craterhoof Behemoth enters the battlefield, creatures you control gain trample and get +X/+X until end of turn, where X is the number of creatures you control.",Creature,Beast,blue white,blue white,-,control aggro,-,FALSE
2,1,Sower of Temptation,SB,Blue,4,{2}{U}{U},2,2,"Flying
When Sower of Temptation enters the battlefield, gain control of target creature for as long as Sower of Temptation remains on the battlefield.",Creature,Faerie Wizard,blue white,blue white,-,control aggro,-,FALSE
2,1,Sword of War and Peace,SB,Colorless,3,{3},NA,NA,"Equipped creature gets +2/+2 and has protection from red and from white.
Whenever equipped creature deals combat damage to a player, Sword of War and Peace deals damage to that player equal to the number of cards in their hand and you gain 1 life for each card in your hand.
Equip {2}",Artifact,Equipment,blue white,blue white,-,control aggro,-,FALSE
2,1,"Venser, Shaper Savant",SB,Blue,4,{2}{U}{U},2,2,"Flash
When Venser, Shaper Savant enters the battlefield, return target spell or permanent to its owner's hand.",Creature,Human Wizard,blue white,blue white,-,control aggro,-,FALSE
2,1,Archangel of Thune,SB,White,5,{3}{W}{W},3,4,"Flying
Lifelink (Damage dealt by this creature also causes you to gain that much life.)
Whenever you gain life, put a +1/+1 counter on each creature you control.",Creature,Angel,blue white,blue white,-,control aggro,-,FALSE
2,1,Mystic Snake,SB,Blue Green,4,{1}{G}{U}{U},2,2,"Flash
When Mystic Snake enters the battlefield, counter target spell.",Creature,Snake,blue white,blue white,-,control aggro,-,FALSE
2,1,Opposition,SB,Blue,4,{2}{U}{U},NA,NA,"Tap an untapped creature you control: Tap target artifact, creature, or land.",Enchantment,NA,blue white,blue white,-,control aggro,-,FALSE
2,1,"Liliana, Death's Majesty",SB,Black,5,{3}{B}{B},NA,NA,"+1: Create a 2/2 black Zombie creature token. Put the top two cards of your library into your graveyard.
−3: Return target creature card from your graveyard to the battlefield. That creature is a black Zombie in addition to its other colors and types.
−7: Destroy all non-Zombie creatures.",Planeswalker,Liliana,blue white,blue white,-,control aggro,-,FALSE
2,1,Yawgmoth's Bargain,SB,Black,6,{4}{B}{B},NA,NA,"Skip your draw step.
Pay 1 life: Draw a card.",Enchantment,NA,blue white,blue white,-,control aggro,-,FALSE
2,1,Regrowth,SB,Green,2,{1}{G},NA,NA,Return target card from your graveyard to your hand.,Sorcery,NA,blue white,blue white,-,control aggro,-,FALSE
2,1,Sword of Light and Shadow,SB,Colorless,3,{3},NA,NA,"Equipped creature gets +2/+2 and has protection from white and from black.
Whenever equipped creature deals combat damage to a player, you gain 3 life and you may return up to one target creature card from your graveyard to your hand.
Equip {2}",Artifact,Equipment,blue white,blue white,-,control aggro,-,FALSE
2,1,Trygon Predator,SB,Blue Green,3,{1}{G}{U},2,3,"Flying
Whenever Trygon Predator deals combat damage to a player, you may destroy target artifact or enchantment that player controls.",Creature,Beast,blue white,blue white,-,control aggro,-,FALSE
2,1,Duplicant,SB,Colorless,6,{6},2,4,"Imprint — When Duplicant enters the battlefield, you may exile target nontoken creature.
As long as a card exiled with Duplicant is a creature card, Duplicant has the power, toughness, and creature types of the last creature card exiled with Duplicant. It's still a Shapeshifter.",Artifact Creature,Shapeshifter,blue white,blue white,-,control aggro,-,FALSE
2,1,Honor of the Pure,SB,White,2,{1}{W},NA,NA,White creatures you control get +1/+1.,Enchantment,NA,blue white,blue white,-,control aggro,-,FALSE
2,1,Eureka,SB,Green,4,{2}{G}{G},NA,NA,"Starting with you, each player may put a permanent card from their hand onto the battlefield. Repeat this process until no one puts a card onto the battlefield.",Sorcery,NA,blue white,blue white,-,control aggro,-,FALSE
2,1,Spear of Heliod,SB,White,3,{1}{W}{W},NA,NA,"Creatures you control get +1/+1.
{1}{W}{W}, {T}: Destroy target creature that dealt damage to you this turn.",Enchantment Artifact,NA,blue white,blue white,-,control aggro,-,FALSE
3,1,Wasteland,MB,Colorless,0,NA,NA,NA,"{T}: Add {C}.
{T}, Sacrifice Wasteland: Destroy target nonbasic land.",Land,NA,green black,green black,-,midrange,-,FALSE
3,1,Go for the Throat,MB,Black,2,{1}{B},NA,NA,Destroy target nonartifact creature.,Instant,NA,green black,green black,-,midrange,-,FALSE
3,1,Carnage Tyrant,MB,Green,6,{4}{G}{G},7,6,"This spell can't be countered.
Trample, hexproof",Creature,Dinosaur,green black,green black,-,midrange,-,FALSE
3,1,Toxic Deluge,MB,Black,3,{2}{B},NA,NA,"As an additional cost to cast this spell, pay X life.
All creatures get -X/-X until end of turn.",Sorcery,NA,green black,green black,-,midrange,-,FALSE
3,1,Pack Rat,MB,Black,2,{1}{B},*,*,"Pack Rat's power and toughness are each equal to the number of Rats you control.
{2}{B}, Discard a card: Create a token that's a copy of Pack Rat.",Creature,Rat,green black,green black,-,midrange,-,FALSE
3,1,Misty Rainforest,MB,Colorless,0,NA,NA,NA,"{T}, Pay 1 life, Sacrifice Misty Rainforest: Search your library for a Forest or Island card, put it onto the battlefield, then shuffle your library.",Land,NA,green black,green black,-,midrange,-,FALSE
3,1,Sinkhole,MB,Black,2,{B}{B},NA,NA,Destroy target land.,Sorcery,NA,green black,green black,-,midrange,-,FALSE
3,1,Inquisition of Kozilek,MB,Black,1,{B},NA,NA,Target player reveals their hand. You choose a nonland card from it with converted mana cost 3 or less. That player discards that card.,Sorcery,NA,green black,green black,-,midrange,-,FALSE
3,1,Llanowar Wastes,MB,Colorless,0,NA,NA,NA,"{T}: Add {C}.
{T}: Add {B} or {G}. Llanowar Wastes deals 1 damage to you.",Land,NA,green black,green black,-,midrange,-,FALSE
3,1,Bayou,MB,Colorless,0,NA,NA,NA,({T}: Add {B} or {G}.),Land,Swamp Forest,green black,green black,-,midrange,-,FALSE
3,1,Primeval Titan,MB,Green,6,{4}{G}{G},6,6,"Trample
Whenever Primeval Titan enters the battlefield or attacks, you may search your library for up to two land cards, put them onto the battlefield tapped, then shuffle your library.",Creature,Giant,green black,green black,-,midrange,-,FALSE
3,1,Wickerbough Elder,MB,Green,4,{3}{G},4,4,"Wickerbough Elder enters the battlefield with a -1/-1 counter on it.
{G}, Remove a -1/-1 counter from Wickerbough Elder: Destroy target artifact or enchantment.",Creature,Treefolk Shaman,green black,green black,-,midrange,-,FALSE
3,1,Glint-Sleeve Siphoner,MB,Black,2,{1}{B},2,1,"Menace
Whenever Glint-Sleeve Siphoner enters the battlefield or attacks, you get {E} (an energy counter).
At the beginning of your upkeep, you may pay {E}{E}. If you do, you draw a card and you lose 1 life.",Creature,Human Rogue,green black,green black,-,midrange,-,FALSE
3,1,Sylvan Caryatid,MB,Green,2,{1}{G},0,3,"Defender, hexproof
{T}: Add one mana of any color.",Creature,Plant,green black,green black,-,midrange,-,FALSE
3,1,Liliana of the Veil,MB,Black,3,{1}{B}{B},NA,NA,"+1: Each player discards a card.
−2: Target player sacrifices a creature.
−6: Separate all permanents target player controls into two piles. That player sacrifices all permanents in the pile of their choice.",Planeswalker,Liliana,green black,green black,-,midrange,-,FALSE
3,1,Warden of the First Tree,MB,Green,1,{G},1,1,"{1}{W/B}: Warden of the First Tree becomes a Human Warrior with base power and toughness 3/3.
{2}{W/B}{W/B}: If Warden of the First Tree is a Warrior, it becomes a Human Spirit Warrior with trample and lifelink.
{3}{W/B}{W/B}{W/B}: If Warden of the First Tree is a Spirit, put five +1/+1 counters on it.",Creature,Human,green black,green black,-,midrange,-,FALSE
3,1,Assassin's Trophy,MB,Black Green,2,{B}{G},NA,NA,"Destroy target permanent an opponent controls. Its controller may search their library for a basic land card, put it onto the battlefield, then shuffle their library.",Instant,NA,green black,green black,-,midrange,-,FALSE
3,1,Ophiomancer,MB,Black,3,{2}{B},2,2,"At the beginning of each upkeep, if you control no Snakes, create a 1/1 black Snake creature token with deathtouch.",Creature,Human Shaman,green black,green black,-,midrange,-,FALSE
3,1,Maelstrom Pulse,MB,Black Green,3,{1}{B}{G},NA,NA,Destroy target nonland permanent and all other permanents with the same name as that permanent.,Sorcery,NA,green black,green black,-,midrange,-,FALSE
3,1,Farseek,MB,Green,2,{1}{G},NA,NA,"Search your library for a Plains, Island, Swamp, or Mountain card and put it onto the battlefield tapped. Then shuffle your library.",Sorcery,NA,green black,green black,-,midrange,-,FALSE
3,1,"Liliana, the Last Hope",MB,Black,3,{1}{B}{B},NA,NA,"+1: Up to one target creature gets -2/-1 until your next turn.
−2: Put the top two cards of your library into your graveyard, then you may return a creature card from your graveyard to your hand.
−7: You get an emblem with ""At the beginning of your end step, create X 2/2 black Zombie creature tokens, where X is two plus the number of Zombies you control.""",Planeswalker,Liliana,green black,green black,-,midrange,-,FALSE
3,1,Avacyn's Pilgrim,MB,Green,1,{G},1,1,{T}: Add {W}.,Creature,Human Monk,green black,green black,-,midrange,-,FALSE
3,1,Hissing Quagmire,MB,Colorless,0,NA,NA,NA,"Hissing Quagmire enters the battlefield tapped.
{T}: Add {B} or {G}.
{1}{B}{G}: Hissing Quagmire becomes a 2/2 black and green Elemental creature with deathtouch until end of turn. It's still a land.",Land,NA,green black,green black,-,midrange,-,FALSE
3,1,Elvish Mystic,MB,Green,1,{G},1,1,{T}: Add {G}.,Creature,Elf Druid,green black,green black,-,midrange,-,FALSE
3,1,Hero's Downfall,MB,Black,3,{1}{B}{B},NA,NA,Destroy target creature or planeswalker.,Instant,NA,green black,green black,-,midrange,-,FALSE
3,1,Duress,MB,Black,1,{B},NA,NA,"Target opponent reveals their hand. You choose a noncreature, nonland card from it. That player discards that card.",Sorcery,NA,green black,green black,-,midrange,-,FALSE
3,1,Treetop Village,MB,Colorless,0,NA,NA,NA,"Treetop Village enters the battlefield tapped.
{T}: Add {G}.
{1}{G}: Treetop Village becomes a 3/3 green Ape creature with trample until end of turn. It's still a land. (If it would assign enough damage to its blockers to destroy them, you may have it assign the rest of its damage to the player or planeswalker it's attacking.)",Land,NA,green black,green black,-,midrange,-,FALSE
