name,color,cmc,manaCost,types,count,pips,colorType,colordiff,cmcdiff,pipdiff,colortypediff,power,newcc
Balance,White,2,{1}{W},Sorcery,67,1,Monocolored,1.33224755679068,1.87898009803117,1.68535426386881,1.68552890523489,6.58211082392555,1.063167376272495
Baleful Strix,Black Blue,2,{U}{B},Artifact Creature,78,2,Multicolored,3.38351933880843,2.31480330502491,2.26213725766052,3.38351933880843,11.34397924030229,1.396929793671057
Banefire,Red,1,{X}{R},Sorcery,15,1,Monocolored,-0.232512024725197,-0.395157207928501,-0.224034519191698,-0.223885623792354,-1.0755893756377501,0.26860389189305806
Baneslayer Angel,White,5,{3}{W}{W},Creature,27,2,Monocolored,0.0681924467271134,0.358701000788454,0.285117920960748,0.216748498290855,0.9287598667671704,0.8635243305579678
Banewhip Punisher,Black,3,{2}{B},Creature,1,1,Monocolored,-0.707692693506575,-0.730386837733485,-0.738100730015682,-0.737958766222766,-2.914139027478508,0
Banisher Priest,White,3,{1}{W}{W},Creature,17,2,Monocolored,-0.247821330788777,-0.0901521011192317,-0.102532929372541,-0.150446603445153,-0.5909529647257027,1.078193466224863
Banishing Light,White,3,{2}{W},Enchantment,73,1,Monocolored,1.52185582330021,2.15066947703066,1.90566835422195,1.90584596627649,7.48403962082931,0.9150130856981139
"Baral, Chief of Compliance",Blue,2,{1}{U},Legendary Creature,18,1,Monocolored,-0.0309227280283509,-0.0624141876682399,-0.11387747401513,-0.113727093271552,-0.3209414829832728,0.8499497375542717
Baral's Expertise,Blue,5,{3}{U}{U},Sorcery,1,2,Monocolored,-0.6944940557187,-0.713963972815357,-0.722774289905804,-0.737958766222766,-2.869191084662627,0
"Barrin, Tolarian Archmage",Blue,3,{1}{U}{U},Legendary Creature,5,2,Monocolored,-0.538359625673912,-0.570328153579922,-0.567713949772488,-0.591080725528363,-2.2674824545546852,0.5997582539627655
Basalt Monolith,Colorless,3,{3},Artifact,23,0,Colorless,-0.0828140306649712,0.149935925111113,-0.12009413458905,-0.0828140306649712,-0.1357862708078794,0
Batterskull,Colorless,5,{5},Artifact,67,0,Colorless,1.57194705913601,2.00895480633278,1.49731278411983,1.57194705913601,6.65016170872463,0
Beanstalk Giant,Green,7,{6}{G} // {2}{G},Creature,1,2,Monocolored,-0.776689644040648,-0.999187049829256,-0.722774289905804,-0.737958766222766,-3.236609749998474,0
Bearer of Silence,Colorless,2,{1}{B},Creature,1,1,Colorless,-0.910194575565464,-0.735959143931299,-0.738100730015682,-0.910194575565464,-3.294449025077909,0
Beast Within,Green,3,{2}{G},Instant,18,1,Monocolored,-0.159608387332064,-0.0501374300808409,-0.11387747401513,-0.113727093271552,-0.4373503846995869,0
Bedevil,Black Red,3,{B}{B}{R},Instant,6,3,Multicolored,-0.429912615405633,-0.530313482541531,-0.359911437709086,-0.429912615405633,-1.7500501510618829,0.5893197825633107
Benalish Marshal,White,3,{W}{W}{W},Creature,7,3,Monocolored,-0.563835108304668,-0.49029881150314,-0.306716979934472,-0.517641705181161,-1.878492604923441,1.1383160245947217
Berserk,Green,1,{G},Instant,2,1,Monocolored,-0.740390746587202,-0.830027880039976,-0.701381714956826,-0.701239256049165,-2.973039597633169,0
Bident of Thassa,Blue,4,{2}{U}{U},Legendary Enchantment Artifact,1,2,Monocolored,-0.6944940557187,-0.68911774372335,-0.722774289905804,-0.737958766222766,-2.84434485557062,0
Binding Mummy,White,2,{1}{W},Creature,1,1,Monocolored,-0.753443374814202,-0.735959143931299,-0.738100730015682,-0.737958766222766,-2.9654620149839492,0.017121578168257337
Biogenic Ooze,Green,5,{3}{G}{G},Creature,31,2,Monocolored,0.312277279562735,0.523726381342886,0.440178261094064,0.363626538985259,1.639808460984944,0.9767923849609195
Birds of Paradise,Green,1,{G},Creature,102,1,Monocolored,2.88949899875741,2.51513113620213,2.97051979092877,2.97071176131092,11.345861687199228,2.793974757489512
Birthing Pod,Colorless,4,{3}{G/P},Artifact,14,0,Colorless,-0.421287889942446,-0.229852504181709,-0.450927367961322,-0.421287889942446,-1.5233556520279228,0
Bitterblossom,Black,2,{1}{B},Tribal Enchantment,83,1,Monocolored,2.51165472304254,2.51290476274934,2.27285850481051,2.2730410680125,9.57045905861489,1.9858489462623525
Black Lotus,Colorless,0,{0},Artifact,34,0,Colorless,0.330876241785275,-0.0589231295039826,0.28425759508817,0.330876241785275,0.8870869491547375,0
Blade Splicer,White,3,{2}{W},Creature,98,1,Monocolored,2.31189026708994,3.15103625299043,2.82364373069335,2.82383372061651,11.11040397139023,1.680852984022037
Blastoderm,Green,4,{2}{G}{G},Creature,1,2,Monocolored,-0.776689644040648,-0.68911774372335,-0.722774289905804,-0.737958766222766,-2.926540443892568,0.036071314821467186
Blessed Alliance,White,2,{1}{W},Instant,1,1,Monocolored,-0.753443374814202,-0.735959143931299,-0.738100730015682,-0.737958766222766,-2.9654620149839492,0
Blightning,Black Red,3,{1}{B}{R},Sorcery,1,2,Multicolored,-0.694734278892719,-0.730386837733485,-0.722774289905804,-0.694734278892721,-2.842629685424729,0.18171246247071526
Blightsteel Colossus,Colorless,12,{12},Artifact Creature,33,ramp/cheat,Colorless,0.293268035198889,0.770973181815438,0.63817166818511,0.293268035198889,1.995680920398326,0
Blink of an Eye,Blue,2,{1}{U},Instant,7,1,Monocolored,-0.460292410651518,-0.498237394661984,-0.517786639662546,-0.517641705181161,-1.993958150157209,0
Blood Artist,Black,2,{1}{B},Creature,13,1,Monocolored,-0.236568681328656,-0.260515645392669,-0.29747254930941,-0.297324644139556,-1.091881520170291,0.669908870415308
Bloodbraid Elf,Green Red,4,{2}{R}{G},Creature,64,2,Multicolored,2.64201868104458,1.53655226328614,1.71942606719392,2.64201868104458,8.54001569256922,0.9562511229510182
Bloodchief's Thirst,Black,1,{B},Sorcery,3,1,Monocolored,-0.629172024810255,-0.796576289877555,-0.66466269989797,-0.664519745875564,-2.754930760461344,0.8087363623839489
Bloodflow Connoisseur,Black,3,{2}{B},Creature,1,1,Monocolored,-0.707692693506575,-0.730386837733485,-0.738100730015682,-0.737958766222766,-2.914139027478508,0
Bloodghast,Black,2,{B}{B},Creature,41,2,Monocolored,0.862720680419824,0.848852517864135,0.827829111427353,0.730821640721267,3.270223950432579,2.112661588527784
Bloodsoaked Champion,Black,1,{B},Creature,37,1,Monocolored,0.705679343027184,0.340777775644763,0.583783812103133,0.583943600026864,2.214184530801944,1.9760491616942497
Bolas's Citadel,Black,6,{3}{B}{B}{B},Legendary Artifact,9,3,Monocolored,-0.393610018721295,-0.377918233619918,-0.200328064385246,-0.444202684833959,-1.416059001560418,0.5833158519282745
Bomat Courier,Colorless,1,{1},Artifact Creature,40,0,Colorless,0.556525481303591,0.441132546132026,0.504813084003017,0.556525481303591,2.058996592742225,0
Bond of Flourishing,Green,2,{1}{G},Sorcery,1,1,Monocolored,-0.776689644040648,-0.735959143931299,-0.738100730015682,-0.737958766222766,-2.988708284210395,0
Bone Shredder,Black,3,{2}{B},Creature,23,1,Monocolored,0.156034662152943,0.149935925111113,0.0697176012791495,0.0698704575964521,0.4455586461396576,0.5961880604594455
Bonecrusher Giant,Red,3,{2}{R} // {1}{R},Creature,30,2,Monocolored,0.352704470914972,0.430038622379849,0.401413176060735,0.326907028811658,1.5110632981672139,1.4680376678267222
Bonehoard,Colorless,4,{4},Artifact,1,0,Colorless,-0.910194575565464,-0.68911774372335,-0.928797593943491,-0.910194575565464,-3.438304488797769,0
Bonesplitter,Colorless,1,{1},Artifact,43,0,Colorless,0.66935010106275,0.541487316619289,0.615090828460441,0.66935010106275,2.49527834720523,0
Bonfire of the Damned,Red,1,{X}{X}{R},Sorcery,17,1,Monocolored,-0.154483158639841,-0.328254027603659,-0.150596489073986,-0.150446603445153,-0.7837802787626391,0.34032663725597506
Bontu's Last Reckoning,Black,3,{1}{B}{B},Sorcery,1,2,Monocolored,-0.707692693506575,-0.730386837733485,-0.722774289905804,-0.737958766222766,-2.89881258736863,0.33703751140967786
Boon of the Wish-Giver,Blue,6,{4}{U}{U},Sorcery,2,2,Monocolored,-0.655460448207503,-0.678535010363035,-0.684009204872475,-0.701239256049165,-2.719243919492178,0
Boon Satyr,Green,3,{1}{G}{G},Enchantment Creature,2,2,Monocolored,-0.740390746587202,-0.690372166695094,-0.684009204872475,-0.701239256049165,-2.8160113742039363,0.37568774179209735
Booster Tutor,Black,1,{B},Instant,1,1,Monocolored,-0.707692693506575,-0.863479470202397,-0.738100730015682,-0.737958766222766,-3.04723165994742,0.6692480273743338
Boreal Druid,Green,1,{G},Snow Creature,6,1,Monocolored,-0.595195156773417,-0.696221519390291,-0.554505654721402,-0.554361215354762,-2.400283546239872,0.9554023828342669
Boros Charm,Red White,2,{R}{W},Instant,34,2,Multicolored,1.05308870012206,0.571510477049934,0.55647351619405,1.05308870012206,3.2341613934881037,0.7075721717282535
Boros Signet,Colorless,2,{2},Artifact,53,0,Colorless,1.04543216692661,1.32429601640276,0.982683309985187,1.04543216692661,4.397843660241167,0
"Bosh, Iron Golem",Colorless,8,{8},Legendary Artifact Creature,4,ramp/cheat,Colorless,-0.797369955806306,-0.851801015392863,-0.748768163374098,-0.797369955806306,-3.195309090379573,0
"Brago, King Eternal",Blue White,4,{2}{W}{U},Legendary Creature,2,2,Multicolored,-0.641769946195301,-0.653789648373993,-0.684009204872475,-0.641769946195303,-2.621338745637072,0.08669532534757832
"Braids, Cabal Minion",Black,4,{2}{B}{B},Legendary Creature,48,2,Monocolored,1.13754302085694,0.97130273769643,1.09918470666066,0.987858211936473,4.195888677150503,1.5256093206946961
Brain Freeze,Blue,2,{1}{U},Instant,9,1,Monocolored,-0.382225195629124,-0.418996811572213,-0.444348609544834,-0.444202684833959,-1.68977330158013,0
Brain Maggot,Black,2,{1}{B},Enchantment Creature,13,1,Monocolored,-0.236568681328656,-0.260515645392669,-0.29747254930941,-0.297324644139556,-1.091881520170291,0.669908870415308
Brainstorm,Blue,1,{U},Instant,58,1,Monocolored,1.53042157241953,1.04326116905561,1.35488312833911,1.35505331367248,5.28361918348673,1.2319399700505604
Bramble Sovereign,Green,4,{2}{G}{G},Creature,1,2,Monocolored,-0.776689644040648,-0.68911774372335,-0.722774289905804,-0.737958766222766,-2.926540443892568,0.036071314821467186
Brazen Borrower,Blue,3,{1}{U}{U} // {1}{U},Creature,34,3,Monocolored,0.5936149921508,0.590097306533413,1.12953337998009,0.473785069506061,2.7870307481703636,2.052459625241267
Briarhorn,Green,4,{3}{G},Creature,3,1,Monocolored,-0.704091849133756,-0.618461553024636,-0.66466269989797,-0.664519745875564,-2.651735847931926,0
Bribery,Blue,5,{3}{U}{U},Sorcery,56,2,Monocolored,1.45235435739713,1.55513500980809,1.40930538692729,1.28161429332528,5.69840904745779,1.1173320747639843
Brightling,White,3,{1}{W}{W},Creature,24,2,Monocolored,-0.0266116865276539,0.189950596149504,0.168822665860761,0.106589967770053,0.4387515432526641,1.2880844306958998
"Brimaz, King of Oreskos",White,3,{1}{W}{W},Legendary Creature,82,2,Monocolored,1.80626822306451,2.51080151637617,2.41719759779384,2.2363215578389,8.970588895073421,2.2314892185366224
Brimstone Volley,Red,3,{2}{R},Instant,1,1,Monocolored,-0.77871408732269,-0.730386837733485,-0.738100730015682,-0.737958766222766,-2.985160421294623,0
Bring to Light,Green Blue,5,{3}{G}{U},Sorcery,7,2,Multicolored,-0.376948282708216,-0.466425901983708,-0.49018377970583,-0.376948282708216,-1.71050624710597,0
Buried Alive,Black,3,{2}{B},Sorcery,18,1,Monocolored,-0.0402670095878566,-0.0501374300808409,-0.11387747401513,-0.113727093271552,-0.3180090069553795,0.4451111566577552
Burning of Xinye,Red,6,{4}{R}{R},Sorcery,39,2,Monocolored,0.703834368299073,0.910439380993439,0.750298941360695,0.657382620374065,3.021955311027272,0.6958878354105676
Burning Prophet,Red,2,{1}{R},Creature,2,1,Monocolored,-0.739699654280012,-0.696338852386414,-0.701381714956826,-0.701239256049165,-2.838659477672417,0.07758146082472094
Burst Lightning,Red,1,{R},Instant,74,1,Monocolored,2.0693395247928,1.57848661165434,1.94238736928081,1.94256547645009,7.532778982178041,1.4297352419360785
Cabal Ritual,Black,2,{1}{B},Instant,12,1,Monocolored,-0.275829015676816,-0.300135936937555,-0.334191564368266,-0.334044154313157,-1.244200671295794,0.6301539524962405
Call of the Herd,Green,3,{2}{G},Sorcery,2,1,Monocolored,-0.740390746587202,-0.690372166695094,-0.701381714956826,-0.701239256049165,-2.8333838842882875,0
Call the Bloodline,Black,2,{1}{B},Enchantment,1,1,Monocolored,-0.707692693506575,-0.735959143931299,-0.738100730015682,-0.737958766222766,-2.919711333676322,0.03935948541034982
Callous Dismissal,Blue,2,{1}{U},Sorcery,1,1,Monocolored,-0.6944940557187,-0.735959143931299,-0.738100730015682,-0.737958766222766,-2.906512695888447,0
