deckID,number,name,location,deckName,color,cmc,manaCost,power,toughness,types,subtypes
2,1,Control Magic,MB,3-0 Esper (UBW) Psychatog Control 4.15.18.txt,Blue,4,{2}{U}{U},NA,NA,Enchantment,Aura
2,1,"Elspeth, Knight-Errant",MB,3-0 Esper (UBW) Psychatog Control 4.15.18.txt,White,4,{2}{W}{W},NA,NA,Planeswalker,Elspeth
2,1,Supreme Verdict,MB,3-0 Esper (UBW) Psychatog Control 4.15.18.txt,White Blue,4,{1}{W}{W}{U},NA,NA,Sorcery,NA
2,1,Cloudgoat Ranger,MB,3-0 Esper (UBW) Psychatog Control 4.15.18.txt,White,5,{3}{W}{W},3,3,Creature,Giant Warrior
2,1,Aetherling,MB,3-0 Esper (UBW) Psychatog Control 4.15.18.txt,Blue,6,{4}{U}{U},4,5,Creature,Shapeshifter
2,1,Catastrophe,MB,3-0 Esper (UBW) Psychatog Control 4.15.18.txt,White,6,{4}{W}{W},NA,NA,Sorcery,NA
2,1,Eternal Dragon,MB,3-0 Esper (UBW) Psychatog Control 4.15.18.txt,White,7,{5}{W}{W},5,5,Creature,Dragon Spirit
3,1,Polluted Delta,MB,Abzan (BGW) Aggro 6.16.18.txt,Colorless,0,NA,NA,NA,Land,NA
3,1,Scrubland,MB,Abzan (BGW) Aggro 6.16.18.txt,Colorless,0,NA,NA,NA,Land,Plains Swamp
3,1,Windswept Heath,MB,Abzan (BGW) Aggro 6.16.18.txt,Colorless,0,NA,NA,NA,Land,NA
3,1,Overgrown Tomb,MB,Abzan (BGW) Aggro 6.16.18.txt,Colorless,0,NA,NA,NA,Land,Swamp Forest
3,1,Wooded Foothills,MB,Abzan (BGW) Aggro 6.16.18.txt,Colorless,0,NA,NA,NA,Land,NA
3,1,Plateau,MB,Abzan (BGW) Aggro 6.16.18.txt,Colorless,0,NA,NA,NA,Land,Mountain Plains
3,1,Savannah,MB,Abzan (BGW) Aggro 6.16.18.txt,Colorless,0,NA,NA,NA,Land,Forest Plains
3,1,Chrome Mox,MB,Abzan (BGW) Aggro 6.16.18.txt,Colorless,0,{0},NA,NA,Artifact,NA
3,1,"Kytheon, Hero of Akros",MB,Abzan (BGW) Aggro 6.16.18.txt,White,1,{W},2,1,Creature,Human Soldier
3,1,Student of Warfare,MB,Abzan (BGW) Aggro 6.16.18.txt,White,1,{W},1,1,Creature,Human Knight
3,1,Mother of Runes,MB,Abzan (BGW) Aggro 6.16.18.txt,White,1,{W},1,1,Creature,Human Cleric
3,1,Dread Wanderer,MB,Abzan (BGW) Aggro 6.16.18.txt,Black,1,{B},2,1,Creature,Zombie Jackal
3,1,Swords to Plowshares,MB,Abzan (BGW) Aggro 6.16.18.txt,White,1,{W},NA,NA,Instant,NA
3,1,Thoughtseize,MB,Abzan (BGW) Aggro 6.16.18.txt,Black,1,{B},NA,NA,Sorcery,NA
3,1,Tidehollow Sculler,MB,Abzan (BGW) Aggro 6.16.18.txt,White Black,2,{W}{B},2,2,Artifact Creature,Zombie
3,1,Adanto Vanguard,MB,Abzan (BGW) Aggro 6.16.18.txt,White,2,{1}{W},1,1,Creature,Vampire Soldier
3,1,Scrapheap Scrounger,MB,Abzan (BGW) Aggro 6.16.18.txt,Colorless,2,{2},3,2,Artifact Creature,Construct
3,1,Phyrexian Revoker,MB,Abzan (BGW) Aggro 6.16.18.txt,Colorless,2,{2},2,1,Artifact Creature,Horror
3,1,Zealous Persecution,MB,Abzan (BGW) Aggro 6.16.18.txt,White Black,2,{W}{B},NA,NA,Instant,NA
3,1,Recruiter of the Guard,MB,Abzan (BGW) Aggro 6.16.18.txt,White,3,{2}{W},1,1,Creature,Human Soldier
3,1,Fiend Hunter,MB,Abzan (BGW) Aggro 6.16.18.txt,White,3,{1}{W}{W},1,3,Creature,Human Cleric
3,1,Flickerwisp,MB,Abzan (BGW) Aggro 6.16.18.txt,White,3,{1}{W}{W},3,1,Creature,Elemental
3,1,Porcelain Legionnaire,MB,Abzan (BGW) Aggro 6.16.18.txt,Colorless,3,{2}{W/P},3,1,Artifact Creature,Soldier
3,1,Tireless Tracker,MB,Abzan (BGW) Aggro 6.16.18.txt,Green,3,{2}{G},3,2,Creature,Human Scout
3,1,Tangle Wire,MB,Abzan (BGW) Aggro 6.16.18.txt,Colorless,3,{3},NA,NA,Artifact,NA
3,1,Sword of Light and Shadow,MB,Abzan (BGW) Aggro 6.16.18.txt,Colorless,3,{3},NA,NA,Artifact,Equipment
3,1,Grafted Wargear,MB,Abzan (BGW) Aggro 6.16.18.txt,Colorless,3,{3},NA,NA,Artifact,Equipment
3,1,Sword of Fire and Ice,MB,Abzan (BGW) Aggro 6.16.18.txt,Colorless,3,{3},NA,NA,Artifact,Equipment
3,1,Hero of Bladehold,MB,Abzan (BGW) Aggro 6.16.18.txt,White,4,{2}{W}{W},3,4,Creature,Human Knight
3,1,Restoration Angel,MB,Abzan (BGW) Aggro 6.16.18.txt,White,4,{3}{W},3,4,Creature,Angel
3,1,Sram's Expertise,MB,Abzan (BGW) Aggro 6.16.18.txt,White,4,{2}{W}{W},NA,NA,Sorcery,NA
3,1,Cloudgoat Ranger,MB,Abzan (BGW) Aggro 6.16.18.txt,White,5,{3}{W}{W},3,3,Creature,Giant Warrior
4,1,Bayou,MB,Abzan (BGW) Attrition Aggro.txt,Colorless,0,NA,NA,NA,Land,Swamp Forest
4,1,Caves of Koilos,MB,Abzan (BGW) Attrition Aggro.txt,Colorless,0,NA,NA,NA,Land,NA
4,1,Evolving Wilds,MB,Abzan (BGW) Attrition Aggro.txt,Colorless,0,NA,NA,NA,Land,NA
4,1,Karakas,MB,Abzan (BGW) Attrition Aggro.txt,Colorless,0,NA,NA,NA,Land,NA
4,1,Plateau,MB,Abzan (BGW) Attrition Aggro.txt,Colorless,0,NA,NA,NA,Land,Mountain Plains
4,1,Savannah,MB,Abzan (BGW) Attrition Aggro.txt,Colorless,0,NA,NA,NA,Land,Forest Plains
4,1,Shambling Vent,MB,Abzan (BGW) Attrition Aggro.txt,Colorless,0,NA,NA,NA,Land,NA
4,1,Temple Garden,MB,Abzan (BGW) Attrition Aggro.txt,Colorless,0,NA,NA,NA,Land,Forest Plains
4,1,Verdant Catacombs,MB,Abzan (BGW) Attrition Aggro.txt,Colorless,0,NA,NA,NA,Land,NA
4,1,Wasteland,MB,Abzan (BGW) Attrition Aggro.txt,Colorless,0,NA,NA,NA,Land,NA
4,1,Wooded Foothills,MB,Abzan (BGW) Attrition Aggro.txt,Colorless,0,NA,NA,NA,Land,NA
4,1,Bloodsoaked Champion,MB,Abzan (BGW) Attrition Aggro.txt,Black,1,{B},2,1,Creature,Human Warrior
4,1,Dark Ritual,MB,Abzan (BGW) Attrition Aggro.txt,Black,1,{B},NA,NA,Instant,NA
4,1,"Isamaru, Hound of Konda",MB,Abzan (BGW) Attrition Aggro.txt,White,1,{W},2,2,Creature,Hound
4,1,"Kytheon, Hero of Akros",MB,Abzan (BGW) Attrition Aggro.txt,White,1,{W},2,1,Creature,Human Soldier
4,1,Path to Exile,MB,Abzan (BGW) Attrition Aggro.txt,White,1,{W},NA,NA,Instant,NA
4,1,Rakdos Cackler,MB,Abzan (BGW) Attrition Aggro.txt,Colorless,1,{B/R},1,1,Creature,Devil
4,1,Sarcomancy,MB,Abzan (BGW) Attrition Aggro.txt,Black,1,{B},NA,NA,Enchantment,NA
4,1,Thoughtseize,MB,Abzan (BGW) Attrition Aggro.txt,Black,1,{B},NA,NA,Sorcery,NA
4,1,Hymn to Tourach,MB,Abzan (BGW) Attrition Aggro.txt,Black,2,{B}{B},NA,NA,Sorcery,NA
4,1,Journey to Nowhere,MB,Abzan (BGW) Attrition Aggro.txt,White,2,{1}{W},NA,NA,Enchantment,NA
4,1,Pack Rat,MB,Abzan (BGW) Attrition Aggro.txt,Black,2,{1}{B},*,*,Creature,Rat
4,1,Scrapheap Scrounger,MB,Abzan (BGW) Attrition Aggro.txt,Colorless,2,{2},3,2,Artifact Creature,Construct
4,1,Stoneforge Mystic,MB,Abzan (BGW) Attrition Aggro.txt,White,2,{1}{W},1,2,Creature,Kor Artificer
4,1,Sylvan Library,MB,Abzan (BGW) Attrition Aggro.txt,Green,2,{1}{G},NA,NA,Enchantment,NA
4,1,Umezawa's Jitte,MB,Abzan (BGW) Attrition Aggro.txt,Colorless,2,{2},NA,NA,Artifact,Equipment
4,1,Banishing Light,MB,Abzan (BGW) Attrition Aggro.txt,White,3,{2}{W},NA,NA,Enchantment,NA
4,1,Liliana of the Veil,MB,Abzan (BGW) Attrition Aggro.txt,Black,3,{1}{B}{B},NA,NA,Planeswalker,Liliana
4,1,"Liliana, the Last Hope",MB,Abzan (BGW) Attrition Aggro.txt,Black,3,{1}{B}{B},NA,NA,Planeswalker,Liliana
4,1,Lingering Souls,MB,Abzan (BGW) Attrition Aggro.txt,White,3,{2}{W},NA,NA,Sorcery,NA
4,1,Ophiomancer,MB,Abzan (BGW) Attrition Aggro.txt,Black,3,{2}{B},2,2,Creature,Human Shaman
4,1,Tangle Wire,MB,Abzan (BGW) Attrition Aggro.txt,Colorless,3,{3},NA,NA,Artifact,NA
4,1,Garruk Relentless,MB,Abzan (BGW) Attrition Aggro.txt,Green,4,{3}{G},NA,NA,Planeswalker,Garruk
4,1,"Gideon, Ally of Zendikar",MB,Abzan (BGW) Attrition Aggro.txt,White,4,{2}{W}{W},NA,NA,Planeswalker,Gideon
4,1,Palace Jailer,MB,Abzan (BGW) Attrition Aggro.txt,White,4,{2}{W}{W},2,2,Creature,Human Soldier
5,1,Gideon Jura,MB,Abzan (BGW) Birthing Pod Midrange.dck,White,5,{3}{W}{W},NA,NA,Planeswalker,Gideon
5,1,Unexpectedly Absent,MB,Abzan (BGW) Birthing Pod Midrange.dck,White,2,{X}{W}{W},NA,NA,Instant,NA
5,1,Blade Splicer,MB,Abzan (BGW) Birthing Pod Midrange.dck,White,3,{2}{W},1,1,Creature,Human Artificer
5,1,Imperial Seal,MB,Abzan (BGW) Birthing Pod Midrange.dck,Black,1,{B},NA,NA,Sorcery,NA
5,1,Windswept Heath,MB,Abzan (BGW) Birthing Pod Midrange.dck,Colorless,0,NA,NA,NA,Land,NA
5,1,Mox Diamond,MB,Abzan (BGW) Birthing Pod Midrange.dck,Colorless,0,{0},NA,NA,Artifact,NA
5,1,Birthing Pod,MB,Abzan (BGW) Birthing Pod Midrange.dck,Colorless,4,{3}{G/P},NA,NA,Artifact,NA
5,1,Dismember,MB,Abzan (BGW) Birthing Pod Midrange.dck,Colorless,3,{1}{B/P}{B/P},NA,NA,Instant,NA
5,1,Doom Blade,MB,Abzan (BGW) Birthing Pod Midrange.dck,Black,2,{1}{B},NA,NA,Instant,NA
5,1,Day of Judgment,MB,Abzan (BGW) Birthing Pod Midrange.dck,White,4,{2}{W}{W},NA,NA,Sorcery,NA
5,1,"Elspeth, Knight-Errant",MB,Abzan (BGW) Birthing Pod Midrange.dck,White,4,{2}{W}{W},NA,NA,Planeswalker,Elspeth
5,1,Restoration Angel,MB,Abzan (BGW) Birthing Pod Midrange.dck,White,4,{3}{W},3,4,Creature,Angel
5,1,Flesh Carver,MB,Abzan (BGW) Birthing Pod Midrange.dck,Black,3,{2}{B},2,2,Creature,Human Wizard
5,1,Flickerwisp,MB,Abzan (BGW) Birthing Pod Midrange.dck,White,3,{1}{W}{W},3,1,Creature,Elemental
5,1,Leonin Warleader,MB,Abzan (BGW) Birthing Pod Midrange.dck,White,4,{2}{W}{W},4,4,Creature,Cat Soldier
5,1,Dark Confidant,MB,Abzan (BGW) Birthing Pod Midrange.dck,Black,2,{1}{B},2,1,Creature,Human Wizard
5,1,Skinrender,MB,Abzan (BGW) Birthing Pod Midrange.dck,Black,4,{2}{B}{B},3,3,Creature,Zombie
5,1,Adorned Pouncer,MB,Abzan (BGW) Birthing Pod Midrange.dck,White,2,{1}{W},1,1,Creature,Cat
5,1,Ash Barrens,MB,Abzan (BGW) Birthing Pod Midrange.dck,Colorless,0,NA,NA,NA,Land,NA
5,1,Bayou,MB,Abzan (BGW) Birthing Pod Midrange.dck,Colorless,0,NA,NA,NA,Land,Swamp Forest
5,1,Savannah,MB,Abzan (BGW) Birthing Pod Midrange.dck,Colorless,0,NA,NA,NA,Land,Forest Plains
5,1,Vindicate,MB,Abzan (BGW) Birthing Pod Midrange.dck,White Black,3,{1}{W}{B},NA,NA,Sorcery,NA
5,1,Custodi Lich,MB,Abzan (BGW) Birthing Pod Midrange.dck,Black,5,{3}{B}{B},4,2,Creature,Zombie Cleric
5,1,Declaration in Stone,MB,Abzan (BGW) Birthing Pod Midrange.dck,White,2,{1}{W},NA,NA,Sorcery,NA
5,1,Mana Confluence,MB,Abzan (BGW) Birthing Pod Midrange.dck,Colorless,0,NA,NA,NA,Land,NA
5,1,Sylvan Library,MB,Abzan (BGW) Birthing Pod Midrange.dck,Green,2,{1}{G},NA,NA,Enchantment,NA
5,1,Shriekmaw,MB,Abzan (BGW) Birthing Pod Midrange.dck,Black,5,{4}{B},3,2,Creature,Elemental
5,1,Wurmcoil Engine,MB,Abzan (BGW) Birthing Pod Midrange.dck,Colorless,6,{6},6,6,Artifact Creature,Wurm
5,1,Student of Warfare,SB,Abzan (BGW) Birthing Pod Midrange.dck,White,1,{W},1,1,Creature,Human Knight
5,1,Devoted Druid,SB,Abzan (BGW) Birthing Pod Midrange.dck,Green,2,{1}{G},0,2,Creature,Elf Druid
5,1,Sword of War and Peace,SB,Abzan (BGW) Birthing Pod Midrange.dck,Colorless,3,{3},NA,NA,Artifact,Equipment
5,1,Creeping Tar Pit,SB,Abzan (BGW) Birthing Pod Midrange.dck,Colorless,0,NA,NA,NA,Land,NA
5,1,Avalanche Riders,SB,Abzan (BGW) Birthing Pod Midrange.dck,Red,4,{3}{R},2,2,Creature,Human Nomad
5,1,Animate Dead,SB,Abzan (BGW) Birthing Pod Midrange.dck,Black,2,{1}{B},NA,NA,Enchantment,Aura
5,1,"Kiki-Jiki, Mirror Breaker",SB,Abzan (BGW) Birthing Pod Midrange.dck,Red,5,{2}{R}{R}{R},2,2,Creature,Goblin Shaman
5,1,Unbreakable Formation,SB,Abzan (BGW) Birthing Pod Midrange.dck,NA,NA,NA,NA,NA,NA,NA
5,1,Experimental Frenzy,SB,Abzan (BGW) Birthing Pod Midrange.dck,Red,4,{3}{R},NA,NA,Enchantment,NA
5,1,Hornet Queen,SB,Abzan (BGW) Birthing Pod Midrange.dck,Green,7,{4}{G}{G}{G},2,2,Creature,Insect
5,1,Upheaval,SB,Abzan (BGW) Birthing Pod Midrange.dck,Blue,6,{4}{U}{U},NA,NA,Sorcery,NA
5,1,Gravecrawler,SB,Abzan (BGW) Birthing Pod Midrange.dck,Black,1,{B},2,1,Creature,Zombie
5,1,Hanweir Militia Captain,SB,Abzan (BGW) Birthing Pod Midrange.dck,White,2,{1}{W},2,2,Creature,Human Soldier
5,1,Fleshbag Marauder,SB,Abzan (BGW) Birthing Pod Midrange.dck,Black,3,{2}{B},3,1,Creature,Zombie Warrior
5,1,Entomb,SB,Abzan (BGW) Birthing Pod Midrange.dck,Black,1,{B},NA,NA,Instant,NA
5,1,Stoneforge Mystic,SB,Abzan (BGW) Birthing Pod Midrange.dck,White,2,{1}{W},1,2,Creature,Kor Artificer
5,1,Metallic Mimic,SB,Abzan (BGW) Birthing Pod Midrange.dck,Colorless,2,{2},2,1,Artifact Creature,Shapeshifter
6,1,Brushland,MB,Abzan (BGW) Jank Midrange 7.1.18.txt,Colorless,0,NA,NA,NA,Land,NA
6,1,Caves of Koilos,MB,Abzan (BGW) Jank Midrange 7.1.18.txt,Colorless,0,NA,NA,NA,Land,NA
6,1,Mana Confluence,MB,Abzan (BGW) Jank Midrange 7.1.18.txt,Colorless,0,NA,NA,NA,Land,NA
6,1,Marsh Flats,MB,Abzan (BGW) Jank Midrange 7.1.18.txt,Colorless,0,NA,NA,NA,Land,NA
6,1,Mishra's Factory,MB,Abzan (BGW) Jank Midrange 7.1.18.txt,Colorless,0,NA,NA,NA,Land,NA
6,1,Shambling Vent,MB,Abzan (BGW) Jank Midrange 7.1.18.txt,Colorless,0,NA,NA,NA,Land,NA
6,1,Stirring Wildwood,MB,Abzan (BGW) Jank Midrange 7.1.18.txt,Colorless,0,NA,NA,NA,Land,NA
6,1,Strip Mine,MB,Abzan (BGW) Jank Midrange 7.1.18.txt,Colorless,0,NA,NA,NA,Land,NA
6,1,Temple Garden,MB,Abzan (BGW) Jank Midrange 7.1.18.txt,Colorless,0,NA,NA,NA,Land,Forest Plains
6,1,Windswept Heath,MB,Abzan (BGW) Jank Midrange 7.1.18.txt,Colorless,0,NA,NA,NA,Land,NA
6,1,Chrome Mox,MB,Abzan (BGW) Jank Midrange 7.1.18.txt,Colorless,0,{0},NA,NA,Artifact,NA
6,1,Mox Diamond,MB,Abzan (BGW) Jank Midrange 7.1.18.txt,Colorless,0,{0},NA,NA,Artifact,NA
6,1,Balance,MB,Abzan (BGW) Jank Midrange 7.1.18.txt,White,2,{1}{W},NA,NA,Sorcery,NA
6,1,Simic Signet,MB,Abzan (BGW) Jank Midrange 7.1.18.txt,Colorless,2,{2},NA,NA,Artifact,NA
6,1,Sylvan Library,MB,Abzan (BGW) Jank Midrange 7.1.18.txt,Green,2,{1}{G},NA,NA,Enchantment,NA
6,1,Talisman of Progress,MB,Abzan (BGW) Jank Midrange 7.1.18.txt,Colorless,2,{2},NA,NA,Artifact,NA
6,1,Talisman of Unity,MB,Abzan (BGW) Jank Midrange 7.1.18.txt,Colorless,2,{2},NA,NA,Artifact,NA
6,1,Unexpectedly Absent,MB,Abzan (BGW) Jank Midrange 7.1.18.txt,White,2,{X}{W}{W},NA,NA,Instant,NA
6,1,"Brimaz, King of Oreskos",MB,Abzan (BGW) Jank Midrange 7.1.18.txt,White,3,{1}{W}{W},3,4,Creature,Cat Soldier
6,1,Council's Judgment,MB,Abzan (BGW) Jank Midrange 7.1.18.txt,White,3,{1}{W}{W},NA,NA,Sorcery,NA
6,1,Gideon of the Trials,MB,Abzan (BGW) Jank Midrange 7.1.18.txt,White,3,{1}{W}{W},NA,NA,Planeswalker,Gideon
6,1,Pernicious Deed,MB,Abzan (BGW) Jank Midrange 7.1.18.txt,Black Green,3,{1}{B}{G},NA,NA,Enchantment,NA
6,1,Phyrexian Arena,MB,Abzan (BGW) Jank Midrange 7.1.18.txt,Black,3,{1}{B}{B},NA,NA,Enchantment,NA
6,1,Ramunap Excavator,MB,Abzan (BGW) Jank Midrange 7.1.18.txt,Green,3,{2}{G},2,3,Creature,Naga Cleric
6,1,Toxic Deluge,MB,Abzan (BGW) Jank Midrange 7.1.18.txt,Black,3,{2}{B},NA,NA,Sorcery,NA
6,1,Day of Judgment,MB,Abzan (BGW) Jank Midrange 7.1.18.txt,White,4,{2}{W}{W},NA,NA,Sorcery,NA
6,1,Hero of Bladehold,MB,Abzan (BGW) Jank Midrange 7.1.18.txt,White,4,{2}{W}{W},3,4,Creature,Human Knight
