deckID,number,name,location,color,cmc,manaCost,power,toughness,text,types,subtypes,key,colors,baseColors,splashes,sphere,archetype,powered
250,1,Show and Tell,MB,Blue,3,{2}{U},NA,NA,"Each player may put an artifact, creature, enchantment, or land card from their hand onto the battlefield.",Sorcery,NA,TGSSAMUMSDSVWKFTBMBCMWCSEBOTJSDEUDSSSDEFSRBCSSIIMM, red blue black, blue black, red,combo control,reanimator artifacts,FALSE
250,1,Verdant Catacombs,MB,Colorless,0,NA,NA,NA,"{T}, Pay 1 life, Sacrifice Verdant Catacombs: Search your library for a Swamp or Forest card, put it onto the battlefield, then shuffle your library.",Land,NA,TGSSAMUMSDSVWKFTBMBCMWCSEBOTJSDEUDSSSDEFSRBCSSIIMM, red blue black, blue black, red,combo control,reanimator artifacts,FALSE
250,1,Wandering Fumarole,MB,Colorless,0,NA,NA,NA,"Wandering Fumarole enters the battlefield tapped.
{T}: Add {U} or {R}.
{2}{U}{R}: Until end of turn, Wandering Fumarole becomes a 1/4 blue and red Elemental creature with ""{0}: Switch this creature's power and toughness until end of turn."" It's still a land.",Land,NA,TGSSAMUMSDSVWKFTBMBCMWCSEBOTJSDEUDSSSDEFSRBCSSIIMM, red blue black, blue black, red,combo control,reanimator artifacts,FALSE
250,1,Kolaghan's Command,MB,Black Red,3,{1}{B}{R},NA,NA,"Choose two —
• Return target creature card from your graveyard to your hand.
• Target player discards a card.
• Destroy target artifact.
• Kolaghan's Command deals 2 damage to any target.",Instant,NA,TGSSAMUMSDSVWKFTBMBCMWCSEBOTJSDEUDSSSDEFSRBCSSIIMM, red blue black, blue black, red,combo control,reanimator artifacts,FALSE
250,1,Fact or Fiction,MB,Blue,4,{3}{U},NA,NA,Reveal the top five cards of your library. An opponent separates those cards into two piles. Put one pile into your hand and the other into your graveyard.,Instant,NA,TGSSAMUMSDSVWKFTBMBCMWCSEBOTJSDEUDSSSDEFSRBCSSIIMM, red blue black, blue black, red,combo control,reanimator artifacts,FALSE
250,1,Thoughtseize,MB,Black,1,{B},NA,NA,Target player reveals their hand. You choose a nonland card from it. That player discards that card. You lose 2 life.,Sorcery,NA,TGSSAMUMSDSVWKFTBMBCMWCSEBOTJSDEUDSSSDEFSRBCSSIIMM, red blue black, blue black, red,combo control,reanimator artifacts,FALSE
250,1,Boros Signet,MB,Colorless,2,{2},NA,NA,"{1}, {T}: Add {R}{W}.",Artifact,NA,TGSSAMUMSDSVWKFTBMBCMWCSEBOTJSDEUDSSSDEFSRBCSSIIMM, red blue black, blue black, red,combo control,reanimator artifacts,FALSE
250,1,Miscalculation,MB,Blue,2,{1}{U},NA,NA,"Counter target spell unless its controller pays {2}.
Cycling {2} ({2}, Discard this card: Draw a card.)",Instant,NA,TGSSAMUMSDSVWKFTBMBCMWCSEBOTJSDEUDSSSDEFSRBCSSIIMM, red blue black, blue black, red,combo control,reanimator artifacts,FALSE
250,1,Blightsteel Colossus,MB,Colorless,12,{12},11,11,"Trample, infect, indestructible
If Blightsteel Colossus would be put into a graveyard from anywhere, reveal Blightsteel Colossus and shuffle it into its owner's library instead.",Artifact Creature,Golem,TGSSAMUMSDSVWKFTBMBCMWCSEBOTJSDEUDSSSDEFSRBCSSIIMM, red blue black, blue black, red,combo control,reanimator artifacts,FALSE
250,1,Creeping Tar Pit,MB,Colorless,0,NA,NA,NA,"Creeping Tar Pit enters the battlefield tapped.
{T}: Add {U} or {B}.
{1}{U}{B}: Creeping Tar Pit becomes a 3/2 blue and black Elemental creature until end of turn and can't be blocked this turn. It's still a land.",Land,NA,TGSSAMUMSDSVWKFTBMBCMWCSEBOTJSDEUDSSSDEFSRBCSSIIMM, red blue black, blue black, red,combo control,reanimator artifacts,FALSE
250,1,Mind Twist,MB,Black,1,{X}{B},NA,NA,Target player discards X cards at random.,Sorcery,NA,TGSSAMUMSDSVWKFTBMBCMWCSEBOTJSDEUDSSSDEFSRBCSSIIMM, red blue black, blue black, red,combo control,reanimator artifacts,FALSE
250,1,Watery Grave,MB,Colorless,0,NA,NA,NA,"({T}: Add {U} or {B}.)
As Watery Grave enters the battlefield, you may pay 2 life. If you don't, it enters the battlefield tapped.",Land,Island Swamp,TGSSAMUMSDSVWKFTBMBCMWCSEBOTJSDEUDSSSDEFSRBCSSIIMM, red blue black, blue black, red,combo control,reanimator artifacts,FALSE
250,1,Control Magic,MB,Blue,4,{2}{U}{U},NA,NA,"Enchant creature
You control enchanted creature.",Enchantment,Aura,TGSSAMUMSDSVWKFTBMBCMWCSEBOTJSDEUDSSSDEFSRBCSSIIMM, red blue black, blue black, red,combo control,reanimator artifacts,FALSE
250,1,Spellskite,MB,Colorless,2,{2},0,4,{U/P}: Change a target of target spell or ability to Spellskite. ({U/P} can be paid with either {U} or 2 life.),Artifact Creature,Horror,TGSSAMUMSDSVWKFTBMBCMWCSEBOTJSDEUDSSSDEFSRBCSSIIMM, red blue black, blue black, red,combo control,reanimator artifacts,FALSE
250,1,"Emrakul, the Promised End",MB,Colorless,13,{13},13,13,"This spell costs {1} less to cast for each card type among cards in your graveyard.
When you cast this spell, you gain control of target opponent during that player's next turn. After that turn, that player takes an extra turn.
Flying, trample, protection from instants",Creature,Eldrazi,TGSSAMUMSDSVWKFTBMBCMWCSEBOTJSDEUDSSSDEFSRBCSSIIMM, red blue black, blue black, red,combo control,reanimator artifacts,FALSE
250,1,Blood Crypt,MB,Colorless,0,NA,NA,NA,"({T}: Add {B} or {R}.)
As Blood Crypt enters the battlefield, you may pay 2 life. If you don't, Blood Crypt enters the battlefield tapped.",Land,Swamp Mountain,TGSSAMUMSDSVWKFTBMBCMWCSEBOTJSDEUDSSSDEFSRBCSSIIMM, red blue black, blue black, red,combo control,reanimator artifacts,FALSE
250,1,Orzhov Signet,MB,Colorless,2,{2},NA,NA,"{1}, {T}: Add {W}{B}.",Artifact,NA,TGSSAMUMSDSVWKFTBMBCMWCSEBOTJSDEUDSSSDEFSRBCSSIIMM, red blue black, blue black, red,combo control,reanimator artifacts,FALSE
250,1,Thirst for Knowledge,MB,Blue,3,{2}{U},NA,NA,Draw three cards. Then discard two cards unless you discard an artifact card.,Instant,NA,TGSSAMUMSDSVWKFTBMBCMWCSEBOTJSDEUDSSSDEFSRBCSSIIMM, red blue black, blue black, red,combo control,reanimator artifacts,FALSE
250,1,"Jace, Vryn's Prodigy",MB,Blue,2,{1}{U},0,2,"{T}: Draw a card, then discard a card. If there are five or more cards in your graveyard, exile Jace, Vryn's Prodigy, then return him to the battlefield transformed under his owner's control.",Creature,Human Wizard,TGSSAMUMSDSVWKFTBMBCMWCSEBOTJSDEUDSSSDEFSRBCSSIIMM, red blue black, blue black, red,combo control,reanimator artifacts,FALSE
250,1,Swords to Plowshares,SB,White,1,{W},NA,NA,Exile target creature. Its controller gains life equal to its power.,Instant,NA,TGSSAMUMSDSVWKFTBMBCMWCSEBOTJSDEUDSSSDEFSRBCSSIIMM, red blue black, blue black, red,combo control,reanimator artifacts,FALSE
250,1,Dire Fleet Daredevil,SB,Red,2,{1}{R},2,1,"First strike
When Dire Fleet Daredevil enters the battlefield, exile target instant or sorcery card from an opponent's graveyard. You may cast that card this turn, and you may spend mana as though it were mana of any type to cast that spell. If that card would be put into a graveyard this turn, exile it instead.",Creature,Human Pirate,TGSSAMUMSDSVWKFTBMBCMWCSEBOTJSDEUDSSSDEFSRBCSSIIMM, red blue black, blue black, red,combo control,reanimator artifacts,FALSE
250,1,Engineered Explosives,SB,Colorless,0,{X},NA,NA,"Sunburst (This enters the battlefield with a charge counter on it for each color of mana spent to cast it.)
{2}, Sacrifice Engineered Explosives: Destroy each nonland permanent with converted mana cost equal to the number of charge counters on Engineered Explosives.",Artifact,NA,TGSSAMUMSDSVWKFTBMBCMWCSEBOTJSDEUDSSSDEFSRBCSSIIMM, red blue black, blue black, red,combo control,reanimator artifacts,FALSE
250,1,Umezawa's Jitte,SB,Colorless,2,{2},NA,NA,"Whenever equipped creature deals combat damage, put two charge counters on Umezawa's Jitte.
Remove a charge counter from Umezawa's Jitte: Choose one —
• Equipped creature gets +2/+2 until end of turn.
• Target creature gets -1/-1 until end of turn.
• You gain 2 life.
Equip {2}",Artifact,Equipment,TGSSAMUMSDSVWKFTBMBCMWCSEBOTJSDEUDSSSDEFSRBCSSIIMM, red blue black, blue black, red,combo control,reanimator artifacts,FALSE
250,1,Dismissive Pyromancer,SB,Red,2,{1}{R},2,2,"{R}, {T}, Discard a card: Draw a card.
{2}{R}, {T}, Sacrifice Dismissive Pyromancer: It deals 4 damage to target creature.",Creature,Human Wizard,TGSSAMUMSDSVWKFTBMBCMWCSEBOTJSDEUDSSSDEFSRBCSSIIMM, red blue black, blue black, red,combo control,reanimator artifacts,FALSE
250,1,Savannah,SB,Colorless,0,NA,NA,NA,({T}: Add {G} or {W}.),Land,Forest Plains,TGSSAMUMSDSVWKFTBMBCMWCSEBOTJSDEUDSSSDEFSRBCSSIIMM, red blue black, blue black, red,combo control,reanimator artifacts,FALSE
250,1,Sword of Light and Shadow,SB,Colorless,3,{3},NA,NA,"Equipped creature gets +2/+2 and has protection from white and from black.
Whenever equipped creature deals combat damage to a player, you gain 3 life and you may return up to one target creature card from your graveyard to your hand.
Equip {2}",Artifact,Equipment,TGSSAMUMSDSVWKFTBMBCMWCSEBOTJSDEUDSSSDEFSRBCSSIIMM, red blue black, blue black, red,combo control,reanimator artifacts,FALSE
250,1,Selvala's Stampede,SB,Green,6,{4}{G}{G},NA,NA,"Council's dilemma — Starting with you, each player votes for wild or free. Reveal cards from the top of your library until you reveal a creature card for each wild vote. Put those creature cards onto the battlefield, then shuffle the rest into your library. You may put a permanent card from your hand onto the battlefield for each free vote.",Sorcery,NA,TGSSAMUMSDSVWKFTBMBCMWCSEBOTJSDEUDSSSDEFSRBCSSIIMM, red blue black, blue black, red,combo control,reanimator artifacts,FALSE
250,1,Deceiver Exarch,SB,Blue,3,{2}{U},1,4,"Flash (You may cast this spell any time you could cast an instant.)
When Deceiver Exarch enters the battlefield, choose one —
• Untap target permanent you control.
• Tap target permanent an opponent controls.",Creature,Cleric,TGSSAMUMSDSVWKFTBMBCMWCSEBOTJSDEUDSSSDEFSRBCSSIIMM, red blue black, blue black, red,combo control,reanimator artifacts,FALSE
250,1,"Elesh Norn, Grand Cenobite",SB,White,7,{5}{W}{W},4,7,"Vigilance
Other creatures you control get +2/+2.
Creatures your opponents control get -2/-2.",Creature,Praetor,TGSSAMUMSDSVWKFTBMBCMWCSEBOTJSDEUDSSSDEFSRBCSSIIMM, red blue black, blue black, red,combo control,reanimator artifacts,FALSE
250,1,Faithless Looting,SB,Red,1,{R},NA,NA,"Draw two cards, then discard two cards.
Flashback {2}{R} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",Sorcery,NA,TGSSAMUMSDSVWKFTBMBCMWCSEBOTJSDEUDSSSDEFSRBCSSIIMM, red blue black, blue black, red,combo control,reanimator artifacts,FALSE
250,1,Selesnya Signet,SB,Colorless,2,{2},NA,NA,"{1}, {T}: Add {G}{W}.",Artifact,NA,TGSSAMUMSDSVWKFTBMBCMWCSEBOTJSDEUDSSSDEFSRBCSSIIMM, red blue black, blue black, red,combo control,reanimator artifacts,FALSE
250,1,Ral Zarek,SB,Blue Red,4,{2}{U}{R},NA,NA,"+1: Tap target permanent, then untap another target permanent.
−2: Ral Zarek deals 3 damage to any target.
−7: Flip five coins. Take an extra turn after this one for each coin that comes up heads.",Planeswalker,Ral,TGSSAMUMSDSVWKFTBMBCMWCSEBOTJSDEUDSSSDEFSRBCSSIIMM, red blue black, blue black, red,combo control,reanimator artifacts,FALSE
250,1,Bonesplitter,SB,Colorless,1,{1},NA,NA,"Equipped creature gets +2/+0.
Equip {1}",Artifact,Equipment,TGSSAMUMSDSVWKFTBMBCMWCSEBOTJSDEUDSSSDEFSRBCSSIIMM, red blue black, blue black, red,combo control,reanimator artifacts,FALSE
250,1,Crystal Shard,SB,Colorless,3,{3},NA,NA,"{3}, {T} or {U}, {T}: Return target creature to its owner's hand unless its controller pays {1}.",Artifact,NA,TGSSAMUMSDSVWKFTBMBCMWCSEBOTJSDEUDSSSDEFSRBCSSIIMM, red blue black, blue black, red,combo control,reanimator artifacts,FALSE
250,1,Soldier of the Pantheon,SB,White,1,{W},2,1,"Protection from multicolored
Whenever an opponent casts a multicolored spell, you gain 1 life.",Creature,Human Soldier,TGSSAMUMSDSVWKFTBMBCMWCSEBOTJSDEUDSSSDEFSRBCSSIIMM, red blue black, blue black, red,combo control,reanimator artifacts,FALSE
250,3,Swamp,MB,Colorless,0,NA,NA,NA,NA,Land,Swamp,TGSSAMUMSDSVWKFTBMBCMWCSEBOTJSDEUDSSSDEFSRBCSSIIMM, red blue black, blue black, red,combo control,reanimator artifacts,FALSE
250,5,Island,MB,Colorless,0,NA,NA,NA,NA,Land,Island,TGSSAMUMSDSVWKFTBMBCMWCSEBOTJSDEUDSSSDEFSRBCSSIIMM, red blue black, blue black, red,combo control,reanimator artifacts,FALSE
250,1,Island,SB,Colorless,0,NA,NA,NA,NA,Land,Island,TGSSAMUMSDSVWKFTBMBCMWCSEBOTJSDEUDSSSDEFSRBCSSIIMM, red blue black, blue black, red,combo control,reanimator artifacts,FALSE
250,3,Mountain,MB,Colorless,0,NA,NA,NA,NA,Land,Mountain,TGSSAMUMSDSVWKFTBMBCMWCSEBOTJSDEUDSSSDEFSRBCSSIIMM, red blue black, blue black, red,combo control,reanimator artifacts,FALSE
250,1,Mountain,SB,Colorless,0,NA,NA,NA,NA,Land,Mountain,TGSSAMUMSDSVWKFTBMBCMWCSEBOTJSDEUDSSSDEFSRBCSSIIMM, red blue black, blue black, red,combo control,reanimator artifacts,FALSE
251,1,Yavimaya Coast,MB,Colorless,0,NA,NA,NA,"{T}: Add {C}.
{T}: Add {G} or {U}. Yavimaya Coast deals 1 damage to you.",Land,NA,YWTSSRMLFECPLSTRBOBSSTHTCPRB, red green blue white, blue white, red green,midrange,,FALSE
251,1,Wandering Fumarole,MB,Colorless,0,NA,NA,NA,"Wandering Fumarole enters the battlefield tapped.
{T}: Add {U} or {R}.
{2}{U}{R}: Until end of turn, Wandering Fumarole becomes a 1/4 blue and red Elemental creature with ""{0}: Switch this creature's power and toughness until end of turn."" It's still a land.",Land,NA,YWTSSRMLFECPLSTRBOBSSTHTCPRB, red green blue white, blue white, red green,midrange,,FALSE
251,1,Treetop Village,MB,Colorless,0,NA,NA,NA,"Treetop Village enters the battlefield tapped.
{T}: Add {G}.
{1}{G}: Treetop Village becomes a 3/3 green Ape creature with trample until end of turn. It's still a land. (If it would assign enough damage to its blockers to destroy them, you may have it assign the rest of its damage to the player or planeswalker it's attacking.)",Land,NA,YWTSSRMLFECPLSTRBOBSSTHTCPRB, red green blue white, blue white, red green,midrange,,FALSE
251,1,Strip Mine,MB,Colorless,0,NA,NA,NA,"{T}: Add {C}.
{T}, Sacrifice Strip Mine: Destroy target land.",Land,NA,YWTSSRMLFECPLSTRBOBSSTHTCPRB, red green blue white, blue white, red green,midrange,,FALSE
251,1,Scalding Tarn,MB,Colorless,0,NA,NA,NA,"{T}, Pay 1 life, Sacrifice Scalding Tarn: Search your library for an Island or Mountain card, put it onto the battlefield, then shuffle your library.",Land,NA,YWTSSRMLFECPLSTRBOBSSTHTCPRB, red green blue white, blue white, red green,midrange,,FALSE
251,1,Raging Ravine,MB,Colorless,0,NA,NA,NA,"Raging Ravine enters the battlefield tapped.
{T}: Add {R} or {G}.
{2}{R}{G}: Until end of turn, Raging Ravine becomes a 3/3 red and green Elemental creature with ""Whenever this creature attacks, put a +1/+1 counter on it."" It's still a land.",Land,NA,YWTSSRMLFECPLSTRBOBSSTHTCPRB, red green blue white, blue white, red green,midrange,,FALSE
251,1,Mishra's Factory,MB,Colorless,0,NA,NA,NA,"{T}: Add {C}.
{1}: Mishra's Factory becomes a 2/2 Assembly-Worker artifact creature until end of turn. It's still a land.
{T}: Target Assembly-Worker creature gets +1/+1 until end of turn.",Land,NA,YWTSSRMLFECPLSTRBOBSSTHTCPRB, red green blue white, blue white, red green,midrange,,FALSE
251,1,Lumbering Falls,MB,Colorless,0,NA,NA,NA,"Lumbering Falls enters the battlefield tapped.
{T}: Add {G} or {U}.
{2}{G}{U}: Lumbering Falls becomes a 3/3 green and blue Elemental creature with hexproof until end of turn. It's still a land.",Land,NA,YWTSSRMLFECPLSTRBOBSSTHTCPRB, red green blue white, blue white, red green,midrange,,FALSE
251,1,Faerie Conclave,MB,Colorless,0,NA,NA,NA,"Faerie Conclave enters the battlefield tapped.
{T}: Add {U}.
{1}{U}: Faerie Conclave becomes a 2/1 blue Faerie creature with flying until end of turn. It's still a land.",Land,NA,YWTSSRMLFECPLSTRBOBSSTHTCPRB, red green blue white, blue white, red green,midrange,,FALSE
251,1,Elvish Mystic,MB,Green,1,{G},1,1,{T}: Add {G}.,Creature,Elf Druid,YWTSSRMLFECPLSTRBOBSSTHTCPRB, red green blue white, blue white, red green,midrange,,FALSE
251,1,Chain Lightning,MB,Red,1,{R},NA,NA,"Chain Lightning deals 3 damage to any target. Then that player or that permanent's controller may pay {R}{R}. If the player does, they may copy this spell and may choose a new target for that copy.",Sorcery,NA,YWTSSRMLFECPLSTRBOBSSTHTCPRB, red green blue white, blue white, red green,midrange,,FALSE
251,1,Phantasmal Image,MB,Blue,2,{1}{U},0,0,"You may have Phantasmal Image enter the battlefield as a copy of any creature on the battlefield, except it's an Illusion in addition to its other types and it has ""When this creature becomes the target of a spell or ability, sacrifice it.""",Creature,Illusion,YWTSSRMLFECPLSTRBOBSSTHTCPRB, red green blue white, blue white, red green,midrange,,FALSE
251,1,Looter il-Kor,MB,Blue,2,{1}{U},1,1,"Shadow (This creature can block or be blocked by only creatures with shadow.)
Whenever Looter il-Kor deals damage to an opponent, draw a card, then discard a card.",Creature,Kor Rogue,YWTSSRMLFECPLSTRBOBSSTHTCPRB, red green blue white, blue white, red green,midrange,,FALSE
251,1,Stoneforge Mystic,MB,White,2,{1}{W},1,2,"When Stoneforge Mystic enters the battlefield, you may search your library for an Equipment card, reveal it, put it into your hand, then shuffle your library.
{1}{W}, {T}: You may put an Equipment card from your hand onto the battlefield.",Creature,Kor Artificer,YWTSSRMLFECPLSTRBOBSSTHTCPRB, red green blue white, blue white, red green,midrange,,FALSE
251,1,True-Name Nemesis,MB,Blue,3,{1}{U}{U},3,1,"As True-Name Nemesis enters the battlefield, choose a player.
True-Name Nemesis has protection from the chosen player. (This creature can't be blocked, targeted, dealt damage, or enchanted by anything controlled by that player.)",Creature,Merfolk Rogue,YWTSSRMLFECPLSTRBOBSSTHTCPRB, red green blue white, blue white, red green,midrange,,FALSE
251,1,Reflector Mage,MB,White Blue,3,{1}{W}{U},2,3,"When Reflector Mage enters the battlefield, return target creature an opponent controls to its owner's hand. That creature's owner can't cast spells with the same name as that creature until your next turn.",Creature,Human Wizard,YWTSSRMLFECPLSTRBOBSSTHTCPRB, red green blue white, blue white, red green,midrange,,FALSE
251,1,Blade Splicer,MB,White,3,{2}{W},1,1,"When Blade Splicer enters the battlefield, create a 3/3 colorless Golem artifact creature token.
Golem creatures you control have first strike.",Creature,Human Artificer,YWTSSRMLFECPLSTRBOBSSTHTCPRB, red green blue white, blue white, red green,midrange,,FALSE
251,1,Oblivion Ring,MB,White,3,{2}{W},NA,NA,"When Oblivion Ring enters the battlefield, exile another target nonland permanent.
When Oblivion Ring leaves the battlefield, return the exiled card to the battlefield under its owner's control.",Enchantment,NA,YWTSSRMLFECPLSTRBOBSSTHTCPRB, red green blue white, blue white, red green,midrange,,FALSE
251,1,Banishing Light,MB,White,3,{2}{W},NA,NA,"When Banishing Light enters the battlefield, exile target nonland permanent an opponent controls until Banishing Light leaves the battlefield. (That permanent returns under its owner's control.)",Enchantment,NA,YWTSSRMLFECPLSTRBOBSSTHTCPRB, red green blue white, blue white, red green,midrange,,FALSE
251,1,Sword of Light and Shadow,MB,Colorless,3,{3},NA,NA,"Equipped creature gets +2/+2 and has protection from white and from black.
Whenever equipped creature deals combat damage to a player, you gain 3 life and you may return up to one target creature card from your graveyard to your hand.
Equip {2}",Artifact,Equipment,YWTSSRMLFECPLSTRBOBSSTHTCPRB, red green blue white, blue white, red green,midrange,,FALSE
251,1,Sword of Body and Mind,MB,Colorless,3,{3},NA,NA,"Equipped creature gets +2/+2 and has protection from green and from blue.
Whenever equipped creature deals combat damage to a player, you create a 2/2 green Wolf creature token and that player puts the top ten cards of their library into their graveyard.
Equip {2}",Artifact,Equipment,YWTSSRMLFECPLSTRBOBSSTHTCPRB, red green blue white, blue white, red green,midrange,,FALSE
251,1,Tangle Wire,MB,Colorless,3,{3},NA,NA,"Fading 4 (This artifact enters the battlefield with four fade counters on it. At the beginning of your upkeep, remove a fade counter from it. If you can't, sacrifice it.)
At the beginning of each player's upkeep, that player taps an untapped artifact, creature, or land they control for each fade counter on Tangle Wire.",Artifact,NA,YWTSSRMLFECPLSTRBOBSSTHTCPRB, red green blue white, blue white, red green,midrange,,FALSE
251,1,Hanweir Garrison,MB,Red,3,{2}{R},2,3,"Whenever Hanweir Garrison attacks, create two 1/1 red Human creature tokens that are tapped and attacking.
(Melds with Hanweir Battlements.)",Creature,Human Soldier,YWTSSRMLFECPLSTRBOBSSTHTCPRB, red green blue white, blue white, red green,midrange,,FALSE
251,1,Tireless Tracker,MB,Green,3,{2}{G},3,2,"Whenever a land enters the battlefield under your control, investigate. (Create a colorless Clue artifact token with ""{2}, Sacrifice this artifact: Draw a card."")
Whenever you sacrifice a Clue, put a +1/+1 counter on Tireless Tracker.",Creature,Human Scout,YWTSSRMLFECPLSTRBOBSSTHTCPRB, red green blue white, blue white, red green,midrange,,FALSE
251,1,Control Magic,MB,Blue,4,{2}{U}{U},NA,NA,"Enchant creature
You control enchanted creature.",Enchantment,Aura,YWTSSRMLFECPLSTRBOBSSTHTCPRB, red green blue white, blue white, red green,midrange,,FALSE
251,1,Phyrexian Metamorph,MB,Colorless,4,{3}{U/P},0,0,"({U/P} can be paid with either {U} or 2 life.)
You may have Phyrexian Metamorph enter the battlefield as a copy of any artifact or creature on the battlefield, except it's an artifact in addition to its other types.",Artifact Creature,Shapeshifter,YWTSSRMLFECPLSTRBOBSSTHTCPRB, red green blue white, blue white, red green,midrange,,FALSE
251,1,Restoration Angel,MB,White,4,{3}{W},3,4,"Flash
Flying
When Restoration Angel enters the battlefield, you may exile target non-Angel creature you control, then return that card to the battlefield under your control.",Creature,Angel,YWTSSRMLFECPLSTRBOBSSTHTCPRB, red green blue white, blue white, red green,midrange,,FALSE
251,1,Bloodbraid Elf,MB,Red Green,4,{2}{R}{G},3,2,"Haste
Cascade (When you cast this spell, exile cards from the top of your library until you exile a nonland card that costs less. You may cast it without paying its mana cost. Put the exiled cards on the bottom of your library in a random order.)",Creature,Elf Berserker,YWTSSRMLFECPLSTRBOBSSTHTCPRB, red green blue white, blue white, red green,midrange,,FALSE
252,1,Mox Emerald,MB,Colorless,0,{0},NA,NA,{T}: Add {G}.,Artifact,NA,MMRWGADBNLWVSSTBESLABDMBET, green blue white, green white, blue,midrange,,TRUE
252,1,Mox Diamond,MB,Colorless,0,{0},NA,NA,"If Mox Diamond would enter the battlefield, you may discard a land card instead. If you do, put Mox Diamond onto the battlefield. If you don't, put it into its owner's graveyard.
{T}: Add one mana of any color.",Artifact,NA,MMRWGADBNLWVSSTBESLABDMBET, green blue white, green white, blue,midrange,,TRUE
