deckID,deckName,colors,baseColors,splashes,powered,sphere,archetype
1,(WUBRG) 5 Color Control 11.6.18.dck, red green blue black white, red blue black, green white,FALSE, control ,
1,(WUBRG) 5 Color Control 11.6.18.dck, red green blue black white, red blue black, green white,FALSE, control ,
1,(WUBRG) 5 Color Control 11.6.18.dck, red green blue black white, red blue black, green white,FALSE, control ,
1,(WUBRG) 5 Color Control 11.6.18.dck, red green blue black white, red blue black, green white,FALSE, control ,
1,(WUBRG) 5 Color Control 11.6.18.dck, red green blue black white, red blue black, green white,FALSE, control ,
1,(WUBRG) 5 Color Control 11.6.18.dck, red green blue black white, red blue black, green white,FALSE, control ,
1,(WUBRG) 5 Color Control 11.6.18.dck, red green blue black white, red blue black, green white,FALSE, control ,
1,(WUBRG) 5 Color Control 11.6.18.dck, red green blue black white, red blue black, green white,FALSE, control ,
1,(WUBRG) 5 Color Control 11.6.18.dck, red green blue black white, red blue black, green white,FALSE, control ,
1,(WUBRG) 5 Color Control 11.6.18.dck, red green blue black white, red blue black, green white,FALSE, control ,
1,(WUBRG) 5 Color Control 11.6.18.dck, red green blue black white, red blue black, green white,FALSE, control ,
1,(WUBRG) 5 Color Control 11.6.18.dck, red green blue black white, red blue black, green white,FALSE, control ,
1,(WUBRG) 5 Color Control 11.6.18.dck, red green blue black white, red blue black, green white,FALSE, control ,
1,(WUBRG) 5 Color Control 11.6.18.dck, red green blue black white, red blue black, green white,FALSE, control ,
1,(WUBRG) 5 Color Control 11.6.18.dck, red green blue black white, red blue black, green white,FALSE, control ,
1,(WUBRG) 5 Color Control 11.6.18.dck, red green blue black white, red blue black, green white,FALSE, control ,
1,(WUBRG) 5 Color Control 11.6.18.dck, red green blue black white, red blue black, green white,FALSE, control ,
1,(WUBRG) 5 Color Control 11.6.18.dck, red green blue black white, red blue black, green white,FALSE, control ,
1,(WUBRG) 5 Color Control 11.6.18.dck, red green blue black white, red blue black, green white,FALSE, control ,
2,3-0 Esper (UBW) Psychatog Control 4.15.18.txt, blue black white, blue white, black,FALSE, control ,
2,3-0 Esper (UBW) Psychatog Control 4.15.18.txt, blue black white, blue white, black,FALSE, control ,
2,3-0 Esper (UBW) Psychatog Control 4.15.18.txt, blue black white, blue white, black,FALSE, control ,
2,3-0 Esper (UBW) Psychatog Control 4.15.18.txt, blue black white, blue white, black,FALSE, control ,
2,3-0 Esper (UBW) Psychatog Control 4.15.18.txt, blue black white, blue white, black,FALSE, control ,
2,3-0 Esper (UBW) Psychatog Control 4.15.18.txt, blue black white, blue white, black,FALSE, control ,
2,3-0 Esper (UBW) Psychatog Control 4.15.18.txt, blue black white, blue white, black,FALSE, control ,
2,3-0 Esper (UBW) Psychatog Control 4.15.18.txt, blue black white, blue white, black,FALSE, control ,
2,3-0 Esper (UBW) Psychatog Control 4.15.18.txt, blue black white, blue white, black,FALSE, control ,
2,3-0 Esper (UBW) Psychatog Control 4.15.18.txt, blue black white, blue white, black,FALSE, control ,
2,3-0 Esper (UBW) Psychatog Control 4.15.18.txt, blue black white, blue white, black,FALSE, control ,
2,3-0 Esper (UBW) Psychatog Control 4.15.18.txt, blue black white, blue white, black,FALSE, control ,
2,3-0 Esper (UBW) Psychatog Control 4.15.18.txt, blue black white, blue white, black,FALSE, control ,
2,3-0 Esper (UBW) Psychatog Control 4.15.18.txt, blue black white, blue white, black,FALSE, control ,
2,3-0 Esper (UBW) Psychatog Control 4.15.18.txt, blue black white, blue white, black,FALSE, control ,
2,3-0 Esper (UBW) Psychatog Control 4.15.18.txt, blue black white, blue white, black,FALSE, control ,
2,3-0 Esper (UBW) Psychatog Control 4.15.18.txt, blue black white, blue white, black,FALSE, control ,
2,3-0 Esper (UBW) Psychatog Control 4.15.18.txt, blue black white, blue white, black,FALSE, control ,
2,3-0 Esper (UBW) Psychatog Control 4.15.18.txt, blue black white, blue white, black,FALSE, control ,
2,3-0 Esper (UBW) Psychatog Control 4.15.18.txt, blue black white, blue white, black,FALSE, control ,
2,3-0 Esper (UBW) Psychatog Control 4.15.18.txt, blue black white, blue white, black,FALSE, control ,
2,3-0 Esper (UBW) Psychatog Control 4.15.18.txt, blue black white, blue white, black,FALSE, control ,
2,3-0 Esper (UBW) Psychatog Control 4.15.18.txt, blue black white, blue white, black,FALSE, control ,
2,3-0 Esper (UBW) Psychatog Control 4.15.18.txt, blue black white, blue white, black,FALSE, control ,
2,3-0 Esper (UBW) Psychatog Control 4.15.18.txt, blue black white, blue white, black,FALSE, control ,
2,3-0 Esper (UBW) Psychatog Control 4.15.18.txt, blue black white, blue white, black,FALSE, control ,
2,3-0 Esper (UBW) Psychatog Control 4.15.18.txt, blue black white, blue white, black,FALSE, control ,
3,Abzan (BGW) Aggro 6.16.18.txt, green black white, white, green black,FALSE, aggro ,
3,Abzan (BGW) Aggro 6.16.18.txt, green black white, white, green black,FALSE, aggro ,
3,Abzan (BGW) Aggro 6.16.18.txt, green black white, white, green black,FALSE, aggro ,
3,Abzan (BGW) Aggro 6.16.18.txt, green black white, white, green black,FALSE, aggro ,
3,Abzan (BGW) Aggro 6.16.18.txt, green black white, white, green black,FALSE, aggro ,
3,Abzan (BGW) Aggro 6.16.18.txt, green black white, white, green black,FALSE, aggro ,
3,Abzan (BGW) Aggro 6.16.18.txt, green black white, white, green black,FALSE, aggro ,
3,Abzan (BGW) Aggro 6.16.18.txt, green black white, white, green black,FALSE, aggro ,
3,Abzan (BGW) Aggro 6.16.18.txt, green black white, white, green black,FALSE, aggro ,
3,Abzan (BGW) Aggro 6.16.18.txt, green black white, white, green black,FALSE, aggro ,
3,Abzan (BGW) Aggro 6.16.18.txt, green black white, white, green black,FALSE, aggro ,
3,Abzan (BGW) Aggro 6.16.18.txt, green black white, white, green black,FALSE, aggro ,
3,Abzan (BGW) Aggro 6.16.18.txt, green black white, white, green black,FALSE, aggro ,
3,Abzan (BGW) Aggro 6.16.18.txt, green black white, white, green black,FALSE, aggro ,
3,Abzan (BGW) Aggro 6.16.18.txt, green black white, white, green black,FALSE, aggro ,
3,Abzan (BGW) Aggro 6.16.18.txt, green black white, white, green black,FALSE, aggro ,
3,Abzan (BGW) Aggro 6.16.18.txt, green black white, white, green black,FALSE, aggro ,
3,Abzan (BGW) Aggro 6.16.18.txt, green black white, white, green black,FALSE, aggro ,
3,Abzan (BGW) Aggro 6.16.18.txt, green black white, white, green black,FALSE, aggro ,
3,Abzan (BGW) Aggro 6.16.18.txt, green black white, white, green black,FALSE, aggro ,
3,Abzan (BGW) Aggro 6.16.18.txt, green black white, white, green black,FALSE, aggro ,
3,Abzan (BGW) Aggro 6.16.18.txt, green black white, white, green black,FALSE, aggro ,
3,Abzan (BGW) Aggro 6.16.18.txt, green black white, white, green black,FALSE, aggro ,
3,Abzan (BGW) Aggro 6.16.18.txt, green black white, white, green black,FALSE, aggro ,
3,Abzan (BGW) Aggro 6.16.18.txt, green black white, white, green black,FALSE, aggro ,
3,Abzan (BGW) Aggro 6.16.18.txt, green black white, white, green black,FALSE, aggro ,
3,Abzan (BGW) Aggro 6.16.18.txt, green black white, white, green black,FALSE, aggro ,
3,Abzan (BGW) Aggro 6.16.18.txt, green black white, white, green black,FALSE, aggro ,
3,Abzan (BGW) Aggro 6.16.18.txt, green black white, white, green black,FALSE, aggro ,
3,Abzan (BGW) Aggro 6.16.18.txt, green black white, white, green black,FALSE, aggro ,
3,Abzan (BGW) Aggro 6.16.18.txt, green black white, white, green black,FALSE, aggro ,
3,Abzan (BGW) Aggro 6.16.18.txt, green black white, white, green black,FALSE, aggro ,
4,Abzan (BGW) Attrition Aggro.txt, green black white, black white, green,FALSE, aggro ,
4,Abzan (BGW) Attrition Aggro.txt, green black white, black white, green,FALSE, aggro ,
4,Abzan (BGW) Attrition Aggro.txt, green black white, black white, green,FALSE, aggro ,
4,Abzan (BGW) Attrition Aggro.txt, green black white, black white, green,FALSE, aggro ,
4,Abzan (BGW) Attrition Aggro.txt, green black white, black white, green,FALSE, aggro ,
4,Abzan (BGW) Attrition Aggro.txt, green black white, black white, green,FALSE, aggro ,
4,Abzan (BGW) Attrition Aggro.txt, green black white, black white, green,FALSE, aggro ,
4,Abzan (BGW) Attrition Aggro.txt, green black white, black white, green,FALSE, aggro ,
4,Abzan (BGW) Attrition Aggro.txt, green black white, black white, green,FALSE, aggro ,
4,Abzan (BGW) Attrition Aggro.txt, green black white, black white, green,FALSE, aggro ,
4,Abzan (BGW) Attrition Aggro.txt, green black white, black white, green,FALSE, aggro ,
4,Abzan (BGW) Attrition Aggro.txt, green black white, black white, green,FALSE, aggro ,
4,Abzan (BGW) Attrition Aggro.txt, green black white, black white, green,FALSE, aggro ,
4,Abzan (BGW) Attrition Aggro.txt, green black white, black white, green,FALSE, aggro ,
4,Abzan (BGW) Attrition Aggro.txt, green black white, black white, green,FALSE, aggro ,
4,Abzan (BGW) Attrition Aggro.txt, green black white, black white, green,FALSE, aggro ,
4,Abzan (BGW) Attrition Aggro.txt, green black white, black white, green,FALSE, aggro ,
4,Abzan (BGW) Attrition Aggro.txt, green black white, black white, green,FALSE, aggro ,
4,Abzan (BGW) Attrition Aggro.txt, green black white, black white, green,FALSE, aggro ,
4,Abzan (BGW) Attrition Aggro.txt, green black white, black white, green,FALSE, aggro ,
4,Abzan (BGW) Attrition Aggro.txt, green black white, black white, green,FALSE, aggro ,
4,Abzan (BGW) Attrition Aggro.txt, green black white, black white, green,FALSE, aggro ,
4,Abzan (BGW) Attrition Aggro.txt, green black white, black white, green,FALSE, aggro ,
4,Abzan (BGW) Attrition Aggro.txt, green black white, black white, green,FALSE, aggro ,
4,Abzan (BGW) Attrition Aggro.txt, green black white, black white, green,FALSE, aggro ,
4,Abzan (BGW) Attrition Aggro.txt, green black white, black white, green,FALSE, aggro ,
4,Abzan (BGW) Attrition Aggro.txt, green black white, black white, green,FALSE, aggro ,
4,Abzan (BGW) Attrition Aggro.txt, green black white, black white, green,FALSE, aggro ,
4,Abzan (BGW) Attrition Aggro.txt, green black white, black white, green,FALSE, aggro ,
4,Abzan (BGW) Attrition Aggro.txt, green black white, black white, green,FALSE, aggro ,
4,Abzan (BGW) Attrition Aggro.txt, green black white, black white, green,FALSE, aggro ,
4,Abzan (BGW) Attrition Aggro.txt, green black white, black white, green,FALSE, aggro ,
4,Abzan (BGW) Attrition Aggro.txt, green black white, black white, green,FALSE, aggro ,
4,Abzan (BGW) Attrition Aggro.txt, green black white, black white, green,FALSE, aggro ,
4,Abzan (BGW) Attrition Aggro.txt, green black white, black white, green,FALSE, aggro ,
5,Abzan (BGW) Birthing Pod Midrange.dck, green black white, black white, green,FALSE, midrange ,
5,Abzan (BGW) Birthing Pod Midrange.dck, green black white, black white, green,FALSE, midrange ,
5,Abzan (BGW) Birthing Pod Midrange.dck, green black white, black white, green,FALSE, midrange ,
5,Abzan (BGW) Birthing Pod Midrange.dck, green black white, black white, green,FALSE, midrange ,
5,Abzan (BGW) Birthing Pod Midrange.dck, green black white, black white, green,FALSE, midrange ,
5,Abzan (BGW) Birthing Pod Midrange.dck, green black white, black white, green,FALSE, midrange ,
5,Abzan (BGW) Birthing Pod Midrange.dck, green black white, black white, green,FALSE, midrange ,
5,Abzan (BGW) Birthing Pod Midrange.dck, green black white, black white, green,FALSE, midrange ,
5,Abzan (BGW) Birthing Pod Midrange.dck, green black white, black white, green,FALSE, midrange ,
5,Abzan (BGW) Birthing Pod Midrange.dck, green black white, black white, green,FALSE, midrange ,
5,Abzan (BGW) Birthing Pod Midrange.dck, green black white, black white, green,FALSE, midrange ,
5,Abzan (BGW) Birthing Pod Midrange.dck, green black white, black white, green,FALSE, midrange ,
5,Abzan (BGW) Birthing Pod Midrange.dck, green black white, black white, green,FALSE, midrange ,
5,Abzan (BGW) Birthing Pod Midrange.dck, green black white, black white, green,FALSE, midrange ,
5,Abzan (BGW) Birthing Pod Midrange.dck, green black white, black white, green,FALSE, midrange ,
5,Abzan (BGW) Birthing Pod Midrange.dck, green black white, black white, green,FALSE, midrange ,
5,Abzan (BGW) Birthing Pod Midrange.dck, green black white, black white, green,FALSE, midrange ,
5,Abzan (BGW) Birthing Pod Midrange.dck, green black white, black white, green,FALSE, midrange ,
5,Abzan (BGW) Birthing Pod Midrange.dck, green black white, black white, green,FALSE, midrange ,
5,Abzan (BGW) Birthing Pod Midrange.dck, green black white, black white, green,FALSE, midrange ,
5,Abzan (BGW) Birthing Pod Midrange.dck, green black white, black white, green,FALSE, midrange ,
5,Abzan (BGW) Birthing Pod Midrange.dck, green black white, black white, green,FALSE, midrange ,
5,Abzan (BGW) Birthing Pod Midrange.dck, green black white, black white, green,FALSE, midrange ,
5,Abzan (BGW) Birthing Pod Midrange.dck, green black white, black white, green,FALSE, midrange ,
5,Abzan (BGW) Birthing Pod Midrange.dck, green black white, black white, green,FALSE, midrange ,
5,Abzan (BGW) Birthing Pod Midrange.dck, green black white, black white, green,FALSE, midrange ,
5,Abzan (BGW) Birthing Pod Midrange.dck, green black white, black white, green,FALSE, midrange ,
5,Abzan (BGW) Birthing Pod Midrange.dck, green black white, black white, green,FALSE, midrange ,
5,Abzan (BGW) Birthing Pod Midrange.dck, green black white, black white, green,FALSE, midrange ,
5,Abzan (BGW) Birthing Pod Midrange.dck, green black white, black white, green,FALSE, midrange ,
5,Abzan (BGW) Birthing Pod Midrange.dck, green black white, black white, green,FALSE, midrange ,
5,Abzan (BGW) Birthing Pod Midrange.dck, green black white, black white, green,FALSE, midrange ,
5,Abzan (BGW) Birthing Pod Midrange.dck, green black white, black white, green,FALSE, midrange ,
5,Abzan (BGW) Birthing Pod Midrange.dck, green black white, black white, green,FALSE, midrange ,
5,Abzan (BGW) Birthing Pod Midrange.dck, green black white, black white, green,FALSE, midrange ,
5,Abzan (BGW) Birthing Pod Midrange.dck, green black white, black white, green,FALSE, midrange ,
5,Abzan (BGW) Birthing Pod Midrange.dck, green black white, black white, green,FALSE, midrange ,
5,Abzan (BGW) Birthing Pod Midrange.dck, green black white, black white, green,FALSE, midrange ,
5,Abzan (BGW) Birthing Pod Midrange.dck, green black white, black white, green,FALSE, midrange ,
5,Abzan (BGW) Birthing Pod Midrange.dck, green black white, black white, green,FALSE, midrange ,
5,Abzan (BGW) Birthing Pod Midrange.dck, green black white, black white, green,FALSE, midrange ,
5,Abzan (BGW) Birthing Pod Midrange.dck, green black white, black white, green,FALSE, midrange ,
5,Abzan (BGW) Birthing Pod Midrange.dck, green black white, black white, green,FALSE, midrange ,
5,Abzan (BGW) Birthing Pod Midrange.dck, green black white, black white, green,FALSE, midrange ,
5,Abzan (BGW) Birthing Pod Midrange.dck, green black white, black white, green,FALSE, midrange ,
6,Abzan (BGW) Jank Midrange 7.1.18.txt, green black white, white, green black,FALSE, midrange ,
6,Abzan (BGW) Jank Midrange 7.1.18.txt, green black white, white, green black,FALSE, midrange ,
6,Abzan (BGW) Jank Midrange 7.1.18.txt, green black white, white, green black,FALSE, midrange ,
6,Abzan (BGW) Jank Midrange 7.1.18.txt, green black white, white, green black,FALSE, midrange ,
6,Abzan (BGW) Jank Midrange 7.1.18.txt, green black white, white, green black,FALSE, midrange ,
6,Abzan (BGW) Jank Midrange 7.1.18.txt, green black white, white, green black,FALSE, midrange ,
6,Abzan (BGW) Jank Midrange 7.1.18.txt, green black white, white, green black,FALSE, midrange ,
6,Abzan (BGW) Jank Midrange 7.1.18.txt, green black white, white, green black,FALSE, midrange ,
6,Abzan (BGW) Jank Midrange 7.1.18.txt, green black white, white, green black,FALSE, midrange ,
6,Abzan (BGW) Jank Midrange 7.1.18.txt, green black white, white, green black,FALSE, midrange ,
6,Abzan (BGW) Jank Midrange 7.1.18.txt, green black white, white, green black,FALSE, midrange ,
6,Abzan (BGW) Jank Midrange 7.1.18.txt, green black white, white, green black,FALSE, midrange ,
6,Abzan (BGW) Jank Midrange 7.1.18.txt, green black white, white, green black,FALSE, midrange ,
6,Abzan (BGW) Jank Midrange 7.1.18.txt, green black white, white, green black,FALSE, midrange ,
6,Abzan (BGW) Jank Midrange 7.1.18.txt, green black white, white, green black,FALSE, midrange ,
6,Abzan (BGW) Jank Midrange 7.1.18.txt, green black white, white, green black,FALSE, midrange ,
6,Abzan (BGW) Jank Midrange 7.1.18.txt, green black white, white, green black,FALSE, midrange ,
6,Abzan (BGW) Jank Midrange 7.1.18.txt, green black white, white, green black,FALSE, midrange ,
6,Abzan (BGW) Jank Midrange 7.1.18.txt, green black white, white, green black,FALSE, midrange ,
6,Abzan (BGW) Jank Midrange 7.1.18.txt, green black white, white, green black,FALSE, midrange ,
6,Abzan (BGW) Jank Midrange 7.1.18.txt, green black white, white, green black,FALSE, midrange ,
6,Abzan (BGW) Jank Midrange 7.1.18.txt, green black white, white, green black,FALSE, midrange ,
6,Abzan (BGW) Jank Midrange 7.1.18.txt, green black white, white, green black,FALSE, midrange ,
6,Abzan (BGW) Jank Midrange 7.1.18.txt, green black white, white, green black,FALSE, midrange ,
6,Abzan (BGW) Jank Midrange 7.1.18.txt, green black white, white, green black,FALSE, midrange ,
6,Abzan (BGW) Jank Midrange 7.1.18.txt, green black white, white, green black,FALSE, midrange ,
6,Abzan (BGW) Jank Midrange 7.1.18.txt, green black white, white, green black,FALSE, midrange ,
6,Abzan (BGW) Jank Midrange 7.1.18.txt, green black white, white, green black,FALSE, midrange ,
6,Abzan (BGW) Jank Midrange 7.1.18.txt, green black white, white, green black,FALSE, midrange ,
6,Abzan (BGW) Jank Midrange 7.1.18.txt, green black white, white, green black,FALSE, midrange ,
6,Abzan (BGW) Jank Midrange 7.1.18.txt, green black white, white, green black,FALSE, midrange ,
6,Abzan (BGW) Jank Midrange 7.1.18.txt, green black white, white, green black,FALSE, midrange ,
6,Abzan (BGW) Jank Midrange 7.1.18.txt, green black white, white, green black,FALSE, midrange ,
6,Abzan (BGW) Jank Midrange 7.1.18.txt, green black white, white, green black,FALSE, midrange ,
7,Abzan (BGW) Loam Excavator Stax Aggro.txt, green black white, black, green white,FALSE, aggro ,
7,Abzan (BGW) Loam Excavator Stax Aggro.txt, green black white, black, green white,FALSE, aggro ,
7,Abzan (BGW) Loam Excavator Stax Aggro.txt, green black white, black, green white,FALSE, aggro ,
7,Abzan (BGW) Loam Excavator Stax Aggro.txt, green black white, black, green white,FALSE, aggro ,
7,Abzan (BGW) Loam Excavator Stax Aggro.txt, green black white, black, green white,FALSE, aggro ,
7,Abzan (BGW) Loam Excavator Stax Aggro.txt, green black white, black, green white,FALSE, aggro ,
7,Abzan (BGW) Loam Excavator Stax Aggro.txt, green black white, black, green white,FALSE, aggro ,
7,Abzan (BGW) Loam Excavator Stax Aggro.txt, green black white, black, green white,FALSE, aggro ,
7,Abzan (BGW) Loam Excavator Stax Aggro.txt, green black white, black, green white,FALSE, aggro ,
7,Abzan (BGW) Loam Excavator Stax Aggro.txt, green black white, black, green white,FALSE, aggro ,
7,Abzan (BGW) Loam Excavator Stax Aggro.txt, green black white, black, green white,FALSE, aggro ,
7,Abzan (BGW) Loam Excavator Stax Aggro.txt, green black white, black, green white,FALSE, aggro ,
7,Abzan (BGW) Loam Excavator Stax Aggro.txt, green black white, black, green white,FALSE, aggro ,
7,Abzan (BGW) Loam Excavator Stax Aggro.txt, green black white, black, green white,FALSE, aggro ,
7,Abzan (BGW) Loam Excavator Stax Aggro.txt, green black white, black, green white,FALSE, aggro ,
7,Abzan (BGW) Loam Excavator Stax Aggro.txt, green black white, black, green white,FALSE, aggro ,
7,Abzan (BGW) Loam Excavator Stax Aggro.txt, green black white, black, green white,FALSE, aggro ,
7,Abzan (BGW) Loam Excavator Stax Aggro.txt, green black white, black, green white,FALSE, aggro ,
7,Abzan (BGW) Loam Excavator Stax Aggro.txt, green black white, black, green white,FALSE, aggro ,
7,Abzan (BGW) Loam Excavator Stax Aggro.txt, green black white, black, green white,FALSE, aggro ,
7,Abzan (BGW) Loam Excavator Stax Aggro.txt, green black white, black, green white,FALSE, aggro ,
7,Abzan (BGW) Loam Excavator Stax Aggro.txt, green black white, black, green white,FALSE, aggro ,
7,Abzan (BGW) Loam Excavator Stax Aggro.txt, green black white, black, green white,FALSE, aggro ,
7,Abzan (BGW) Loam Excavator Stax Aggro.txt, green black white, black, green white,FALSE, aggro ,
7,Abzan (BGW) Loam Excavator Stax Aggro.txt, green black white, black, green white,FALSE, aggro ,
7,Abzan (BGW) Loam Excavator Stax Aggro.txt, green black white, black, green white,FALSE, aggro ,
7,Abzan (BGW) Loam Excavator Stax Aggro.txt, green black white, black, green white,FALSE, aggro ,
7,Abzan (BGW) Loam Excavator Stax Aggro.txt, green black white, black, green white,FALSE, aggro ,
7,Abzan (BGW) Loam Excavator Stax Aggro.txt, green black white, black, green white,FALSE, aggro ,
7,Abzan (BGW) Loam Excavator Stax Aggro.txt, green black white, black, green white,FALSE, aggro ,
7,Abzan (BGW) Loam Excavator Stax Aggro.txt, green black white, black, green white,FALSE, aggro ,
7,Abzan (BGW) Loam Excavator Stax Aggro.txt, green black white, black, green white,FALSE, aggro ,
7,Abzan (BGW) Loam Excavator Stax Aggro.txt, green black white, black, green white,FALSE, aggro ,
8,Abzan (BGW) Midrange 2.txt, green black white, green white, black,FALSE, midrange ,
8,Abzan (BGW) Midrange 2.txt, green black white, green white, black,FALSE, midrange ,
8,Abzan (BGW) Midrange 2.txt, green black white, green white, black,FALSE, midrange ,
8,Abzan (BGW) Midrange 2.txt, green black white, green white, black,FALSE, midrange ,
8,Abzan (BGW) Midrange 2.txt, green black white, green white, black,FALSE, midrange ,
8,Abzan (BGW) Midrange 2.txt, green black white, green white, black,FALSE, midrange ,
8,Abzan (BGW) Midrange 2.txt, green black white, green white, black,FALSE, midrange ,
8,Abzan (BGW) Midrange 2.txt, green black white, green white, black,FALSE, midrange ,
8,Abzan (BGW) Midrange 2.txt, green black white, green white, black,FALSE, midrange ,
8,Abzan (BGW) Midrange 2.txt, green black white, green white, black,FALSE, midrange ,
8,Abzan (BGW) Midrange 2.txt, green black white, green white, black,FALSE, midrange ,
8,Abzan (BGW) Midrange 2.txt, green black white, green white, black,FALSE, midrange ,
8,Abzan (BGW) Midrange 2.txt, green black white, green white, black,FALSE, midrange ,
8,Abzan (BGW) Midrange 2.txt, green black white, green white, black,FALSE, midrange ,
8,Abzan (BGW) Midrange 2.txt, green black white, green white, black,FALSE, midrange ,
8,Abzan (BGW) Midrange 2.txt, green black white, green white, black,FALSE, midrange ,
8,Abzan (BGW) Midrange 2.txt, green black white, green white, black,FALSE, midrange ,
8,Abzan (BGW) Midrange 2.txt, green black white, green white, black,FALSE, midrange ,
8,Abzan (BGW) Midrange 2.txt, green black white, green white, black,FALSE, midrange ,
8,Abzan (BGW) Midrange 2.txt, green black white, green white, black,FALSE, midrange ,
8,Abzan (BGW) Midrange 2.txt, green black white, green white, black,FALSE, midrange ,
8,Abzan (BGW) Midrange 2.txt, green black white, green white, black,FALSE, midrange ,
8,Abzan (BGW) Midrange 2.txt, green black white, green white, black,FALSE, midrange ,
8,Abzan (BGW) Midrange 2.txt, green black white, green white, black,FALSE, midrange ,
8,Abzan (BGW) Midrange 2.txt, green black white, green white, black,FALSE, midrange ,
8,Abzan (BGW) Midrange 2.txt, green black white, green white, black,FALSE, midrange ,
8,Abzan (BGW) Midrange 2.txt, green black white, green white, black,FALSE, midrange ,
8,Abzan (BGW) Midrange 2.txt, green black white, green white, black,FALSE, midrange ,
8,Abzan (BGW) Midrange 2.txt, green black white, green white, black,FALSE, midrange ,
8,Abzan (BGW) Midrange 2.txt, green black white, green white, black,FALSE, midrange ,
9,Abzan (BGW) Midrange.txt, green black white, green, black white,FALSE, midrange ,
9,Abzan (BGW) Midrange.txt, green black white, green, black white,FALSE, midrange ,
9,Abzan (BGW) Midrange.txt, green black white, green, black white,FALSE, midrange ,
9,Abzan (BGW) Midrange.txt, green black white, green, black white,FALSE, midrange ,
9,Abzan (BGW) Midrange.txt, green black white, green, black white,FALSE, midrange ,
9,Abzan (BGW) Midrange.txt, green black white, green, black white,FALSE, midrange ,
9,Abzan (BGW) Midrange.txt, green black white, green, black white,FALSE, midrange ,
9,Abzan (BGW) Midrange.txt, green black white, green, black white,FALSE, midrange ,
9,Abzan (BGW) Midrange.txt, green black white, green, black white,FALSE, midrange ,
9,Abzan (BGW) Midrange.txt, green black white, green, black white,FALSE, midrange ,
9,Abzan (BGW) Midrange.txt, green black white, green, black white,FALSE, midrange ,
9,Abzan (BGW) Midrange.txt, green black white, green, black white,FALSE, midrange ,
9,Abzan (BGW) Midrange.txt, green black white, green, black white,FALSE, midrange ,
9,Abzan (BGW) Midrange.txt, green black white, green, black white,FALSE, midrange ,
9,Abzan (BGW) Midrange.txt, green black white, green, black white,FALSE, midrange ,
9,Abzan (BGW) Midrange.txt, green black white, green, black white,FALSE, midrange ,
9,Abzan (BGW) Midrange.txt, green black white, green, black white,FALSE, midrange ,
9,Abzan (BGW) Midrange.txt, green black white, green, black white,FALSE, midrange ,
9,Abzan (BGW) Midrange.txt, green black white, green, black white,FALSE, midrange ,
9,Abzan (BGW) Midrange.txt, green black white, green, black white,FALSE, midrange ,
