deckID, location, number, name,
1,SB,1,"Student of Warfare",
1,SB,1,"Craterhoof Behemoth",
1,SB,1,"Sower of Temptation",
1,SB,1,"Sword of War and Peace",
1,SB,1,"Venser, Shaper Savant",
1,SB,1,"Archangel of Thune",
1,SB,1,"Mystic Snake",
1,SB,1,"Opposition",
1,SB,1,"Liliana, Deaths Majesty",
1,SB,1,"Yawgmoths Bargain",
1,SB,1,"Island",
1,SB,1,"Regrowth",
1,SB,1,"Sword of Light and Shadow",
1,SB,1,"Trygon Predator",
1,SB,1,"Duplicant",
1,SB,1,"Honor of the Pure",
1,SB,1,"Eureka",
1,SB,1,"Spear of Heliod",
2,MB,1,"Wasteland",
2,MB,1,"Go for the Throat",
2,MB,1,"Carnage Tyrant",
2,MB,1,"Toxic Deluge",
2,MB,1,"Pack Rat",
2,MB,1,"Misty Rainforest",
2,MB,1,"Sinkhole",
2,MB,1,"Inquisition of Kozilek",
2,MB,1,"Llanowar Wastes",
2,MB,1,"Bayou",
2,MB,1,"Primeval Titan",
2,MB,1,"Wickerbough Elder",
2,MB,1,"Glint-Sleeve Siphoner",
2,MB,1,"Sylvan Caryatid",
2,MB,1,"Liliana of the Veil",
2,MB,1,"Warden of the First Tree",
2,MB,1,"Assassins Trophy",
2,MB,1,"Ophiomancer",
2,MB,1,"Maelstrom Pulse",
2,MB,5,"Forest",
2,MB,1,"Farseek",
2,MB,1,"Liliana, the Last Hope",
2,MB,6,"Swamp",
2,MB,1,"Avacyns Pilgrim",
2,MB,1,"Hissing Quagmire",
2,MB,1,"Elvish Mystic",
2,MB,1,"Heros Downfall",
2,MB,1,"Duress",
2,MB,1,"Treetop Village",
2,MB,1,"Vraska, Golgari Queen",
2,MB,1,"Tombstalker",
2,SB,1,"Living Death",
2,SB,1,"Sorcerous Spyglass",
2,SB,1,"Ratchet Bomb",
2,SB,1,"Life  Death",
2,SB,1,"Smokestack",
2,SB,1,"Thing in the Ice",
2,SB,1,"Alesha, Who Smiles at Death",
2,SB,1,"Time Spiral",
2,SB,1,"Ramunap Excavator",
2,SB,1,"Fleetwheel Cruiser",
2,SB,1,"Gravecrawler",
2,SB,1,"Soul-Scar Mage",
2,SB,1,"Manglehorn",
2,SB,1,"The Abyss",
2,SB,1,"Eureka",
2,SB,1,"Earthshaker Khenra",
3,MB,1,"Wasteland",
3,MB,1,"Lightning Strike",
3,MB,1,"Firedrinker Satyr",
3,MB,1,"Lightning Bolt",
3,MB,1,"Searing Spear",
3,MB,1,"Umezawas Jitte",
3,MB,1,"Grim Lavamancer",
3,MB,1,"Rakdos Cackler",
3,MB,1,"Sulfuric Vortex",
3,MB,1,"Hellrider",
3,MB,1,"Strip Mine",
3,MB,1,"Goblin Guide",
3,MB,1,"Falkenrath Gorger",
3,MB,1,"Kari Zev, Skyship Raider",
3,MB,1,"Flametongue Kavu",
3,MB,1,"Earthshaker Khenra",
3,MB,1,"Rishadan Port",
3,MB,1,"Monastery Swiftspear",
3,MB,1,"Fiery Confluence",
3,MB,1,"Cursed Scroll",
3,MB,1,"Experimental Frenzy",
3,MB,13,"Mountain",
3,MB,1,"Wheel of Fortune",
3,MB,1,"Faithless Looting",
3,MB,1,"Chain Lightning",
3,MB,1,"Koth of the Hammer",
3,MB,1,"Smugglers Copter",
3,MB,1,"Fireblast",
3,SB,1,"Shelldock Isle",
3,SB,1,"Sorcerous Spyglass",
3,SB,1,"Grafted Wargear",
3,SB,1,"Edric, Spymaster of Trest",
3,SB,1,"Dire Fleet Daredevil",
3,SB,1,"Kiki-Jiki, Mirror Breaker",
3,SB,1,"Siege-Gang Commander",
3,SB,1,"Wall of Omens",
3,SB,1,"Taiga",
3,SB,3,"Mountain",
3,SB,1,"Show and Tell",
3,SB,1,"Diregraf Ghoul",
3,SB,1,"Phyrexian Revoker",
3,SB,1,"Winter Orb",
3,SB,1,"Selvalas Stampede",
3,SB,1,"Nights Whisper",
3,SB,1,"Balance",
3,SB,1,"Horizon Canopy",
3,SB,1,"Gnarled Scarhide",
4,MB,1,"Glen Elendra Archmage",
4,MB,3,"Mountain",
4,MB,1,"Consecrated Sphinx",
4,MB,1,"Dack Fayden",
4,MB,2,"Mountain",
4,MB,2,"Mountain",
4,MB,1,"Sower of Temptation",
4,MB,1,"Plains",
4,MB,1,"Volcanic Island",
4,MB,1,"Birthing Pod",
4,MB,1,"Ash Barrens",
4,MB,1,"Firebolt",
4,MB,1,"Reveillark",
4,MB,1,"Battlefield Forge",
4,MB,1,"Phyrexian Revoker",
4,MB,1,"Deceiver Exarch",
4,MB,1,"Kari Zev, Skyship Raider",
4,MB,1,"Char",
4,MB,1,"Kiki-Jiki, Mirror Breaker",
4,MB,1,"Pestermite",
4,MB,1,"Polluted Delta",
4,MB,2,"Island",
4,MB,3,"Island",
4,MB,1,"Incinerate",
4,MB,1,"Imperial Recruiter",
4,MB,1,"Dig Through Time",
4,MB,1,"Splinter Twin",
4,MB,1,"Meloku the Clouded Mirror",
4,MB,1,"Hanweir Garrison",
4,MB,1,"Pia and Kiran Nalaar",
4,MB,1,"Koth of the Hammer",
4,MB,1,"Jace, the Mind Sculptor",
4,MB,1,"Simic Signet",
4,SB,1,"Sun Titan",
4,SB,1,"Ajani Vengeant",
4,SB,1,"Flickerwisp",
4,SB,1,"Goblin Bombardment",
4,SB,1,"Wrath of God",
4,SB,1,"Island",
4,SB,1,"Siege-Gang Commander",
4,SB,1,"Fractured Identity",
4,SB,1,"Batterskull",
4,SB,1,"Smokestack",
4,SB,1,"Oracle of Mul Daya",
4,SB,1,"Wheel of Fortune",
4,SB,1,"Brushland",
4,SB,1,"Nissa, Steward of Elements",
4,SB,1,"Nights Whisper",
4,SB,1,"Gnarled Scarhide",
4,SB,1,"Sorin, Lord of Innistrad",
4,SB,1,"Burning of Xinye",
4,SB,1,"Glint-Sleeve Siphoner",
5,MB,1,"Arid Mesa",
5,MB,1,"City of Brass",
5,MB,1,"Horizon Canopy",
5,MB,1,"Temple Garden",
5,MB,1,"Treetop Village",
5,MB,1,"Verdant Catacombs",
5,MB,1,"Mox Diamond",
5,MB,1,"Llanowar Elves",
5,MB,1,"Path to Exile",
5,MB,1,"Warden of the First Tree",
5,MB,1,"Journey to Nowhere",
5,MB,1,"Survival of the Fittest",
5,MB,1,"Talisman of Impulse",
5,MB,1,"Wall of Roots",
5,MB,1,"Banishing Light",
5,MB,1,"Coalition Relic",
5,MB,1,"Worn Powerstone",
5,MB,1,"Elsepth, Knight-Errant",
5,MB,1,"Garruk Relentless",
5,MB,1,"Palace Jailer",
5,MB,1,"Acidic Slime",
5,MB,1,"Archangel Avacyn",
5,MB,1,"Deranged Hermit",
5,MB,1,"Plow Under",
5,MB,1,"Sun Titan",
6,MB,1,"Grand Coliseum",
6,MB,1,"Horizon Canopy",
6,MB,1,"Marsh Flats",
6,MB,1,"Windswept Heath",
6,MB,1,"Mox Diamond",
6,MB,1,"Land Tax",
6,MB,1,"Mardu Woe-Reaper",
6,MB,1,"Steppe Lynx",
6,MB,1,"Swords to Plowshares",
6,MB,1,"Arcane Denial",
6,MB,1,"Journey to Nowhere",
6,MB,1,"Seal of Cleansing",
6,MB,1,"Soltari Trooper",
6,MB,1,"Brimaz, King of Oreskos",
6,MB,1,"Geist of Saint Taft",
6,MB,1,"Porcelain Legionnaire",
6,MB,1,"Vendilion Clique",
6,MB,1,"Control Magic",
6,MB,1,"Fact or Fiction",
6,MB,1,"Gideon, Ally of Zendikar",
6,MB,1,"Jace, the Mind Sculptor",
6,MB,1,"Parallax Wave",
6,MB,1,"Fractured Identity",
7,MB,1,"Celestial Colonnade",
7,MB,1,"Hallowed Fountain",
7,MB,1,"Mana Confluence",
7,MB,1,"Marsh Flats",
7,MB,1,"Windswept Heath",
7,MB,1,"Chrome Mox",
7,MB,1,"Bloodsoaked Champion",
7,MB,1,"Inquisition of Kozilek",
7,MB,1,"Rakdos Cackler",
7,MB,1,"Glint-Sleeve Siphoner",
7,MB,1,"Looter il-Kor",
7,MB,1,"Scrapheap Scrounger",
7,MB,1,"Smugglers Copter",
7,MB,1,"Stoneforge Mystic",
7,MB,1,"Umezawas Jitte",
7,MB,1,"Flesh Carver",
7,MB,1,"Lingering Souls",
7,MB,1,"Vendilion Clique",
7,MB,1,"Phyrexian Metamorph",
7,MB,1,"Ravenous Chupacabra",
7,MB,1,"Sower of Temptation",
7,MB,1,"Venser, Shaper Savant",
7,MB,1,"Custodi Lich",
7,MB,1,"Fractured Identity",
8,MB,1,"Lightning Strike",
8,MB,1,"Grafted Wargear",
8,MB,1,"Firedrinker Satyr",
8,MB,1,"Dire Fleet Daredevil",
8,MB,1,"Mountain",
8,MB,1,"Dismissive Pyromancer",
8,MB,1,"Plated Geopede",
8,MB,1,"Goblin Rabblemaster",
8,MB,1,"Firebolt",
8,MB,2,"Mountain",
8,MB,1,"Sulfuric Vortex",
8,MB,1,"Rakdos Cackler",
8,MB,7,"Mountain",
8,MB,1,"Zurgo Bellstriker",
8,MB,1,"Hellrider",
8,MB,1,"Goblin Guide",
8,MB,1,"Falkenrath Gorger",
8,MB,1,"Arc Trail",
8,MB,5,"Mountain",
8,MB,1,"Keldon Marauders",
8,MB,1,"Lightning Bolt",
8,MB,1,"Rishadan Port",
8,MB,1,"Jackal Pup",
8,MB,1,"Burst Lightning",
8,MB,1,"Fleetwheel Cruiser",
8,MB,1,"Incinerate",
8,MB,1,"Koth of the Hammer",
8,MB,1,"Chain Lightning",
8,MB,1,"Fireblast",
8,SB,1,"Vedalken Shackles",
8,SB,1,"Languish",
8,SB,1,"Grim Lavamancer",
8,SB,1,"Sylvan Advocate",
8,SB,1,"Opposition",
8,SB,1,"Sneak Attack",
8,SB,1,"Terramorphic Expanse",
8,SB,1,"Temple Garden",
8,SB,1,"Lavaclaw Reaches",
8,SB,1,"Siege-Gang Commander",
8,SB,1,"Needle Spires",
8,SB,1,"Feldon of the Third Path",
8,SB,1,"Kor Haven",
8,SB,1,"Battlefield Forge",
8,SB,1,"Sphinx of the Steel Wind",
8,SB,1,"Karplusan Forest",
8,SB,1,"Qasali Pridemage",
8,SB,1,"Pia and Kiran Nalaar",
8,SB,1,"Pia Nalaar",
8,SB,1,"Arc Lightning",
9,MB,1,"Faerie Conclave",
9,MB,1,"Grand Coliseum",
9,MB,1,"City of Brass",
9,MB,1,"Ash Barrens",
9,MB,1,"Battlefield Forge",
9,MB,1,"Karplusan Forest",
9,MB,1,"Flooded Strand",
9,MB,1,"Steam Vents",
9,MB,1,"Swords to Plowshare",
9,MB,1,"Mother of Runes",
9,MB,1,"Pithing Needle",
9,MB,1,"Magma Jet",
9,MB,1,"Nissa, Steward of the Elements",
9,MB,1,"Thought Vessel",
9,MB,1,"Talisman of Dominance",
9,MB,1,"Recruiter of the Guard",
9,MB,1,"True-Name Nemesis",
9,MB,1,"Reclamation Sage",
9,MB,1,"Mystic Snake",
9,MB,1,"Flametongue Kavu",
9,MB,1,"Restoration Angel",
9,MB,1,"Sower of Temptation",
9,MB,1,"Kiki-Jiki, Mirror Breaker",
9,MB,1,"Thundermaw Hellkite",
9,MB,1,"Sarkhan, the Dragonspeaker",
9,MB,1,"Zealous Conscripts",
9,MB,1,"Greater Gargadon",
10,MB,1,"Kodamas Reach",
10,MB,1,"Plow Under",
10,MB,1,"Stirring Wildwood",
10,MB,1,"Knight of Autumn",
10,MB,2,"Forest",
10,MB,1,"Angel of Serenity",
10,MB,1,"Inferno Titan",
10,MB,1,"Cultivate",
10,MB,1,"Catastrophe",
10,MB,1,"Damnation",
10,MB,1,"Mountain",
10,MB,1,"Bayou",
10,MB,1,"Path to Exile",
10,MB,1,"Thragtusk",
10,MB,1,"Sulfurous Springs",
10,MB,1,"Evolving Wilds",
10,MB,1,"Nissa, Vastwood Seer",
10,MB,1,"Elspeth, Suns Champion",
10,MB,1,"Sorin, Lord of Innistrad",
10,MB,3,"Plains",
10,MB,1,"Lightning Bolt",
10,MB,1,"Sylvan Caryatid",
10,MB,1,"Swamp",
10,MB,1,"Warden of the First Tree",
10,MB,1,"Assassins Trophy",
10,MB,1,"Rampant Growth",
10,MB,1,"Windswept Heath",
10,MB,1,"Arid Mesa",
10,MB,1,"Temple Garden",
10,MB,1,"Lavaclaw Reaches",
10,MB,1,"Darigaaz Reincarnated",
10,MB,1,"Angel of Invention",
10,MB,1,"Master of the Wild Hunt",
10,MB,1,"Incinerate",
10,MB,1,"Lightning Greaves",
10,MB,1,"Coldsteel Heart",
10,MB,1,"Taiga",
10,SB,1,"Wasteland",
10,SB,1,"Scavenging Ooze",
10,SB,1,"Student of Warfare",
10,SB,1,"Firedrinker Satyr",
10,SB,4,"Forest",
10,SB,1,"Searing Spear",
10,SB,1,"Flames of the Firebrand",
10,SB,1,"Nissa, Worldwaker",
10,SB,1,"Mountain",
10,SB,1,"Hellrider",
10,SB,1,"Harsh Mentor",
10,SB,1,"Char",
10,SB,1,"Duress",
10,SB,1,"Soul-Scar Mage",
10,SB,3,"Plains",
10,SB,1,"Swamp",
11,MB,1,"Thought Vessel",
11,MB,1,"Consecrated Sphinx",
11,MB,1,"Joraga Treespeaker",
11,MB,1,"Inferno Titan",
11,MB,1,"Yavimaya Coast",
11,MB,1,"Karn Liberated",
11,MB,1,"Orzhov Signet",
11,MB,1,"Teferi, Hero of Dominaria",
11,MB,1,"Garruk Relentless",
11,MB,1,"Wall of Roots",
11,MB,1,"Sulfurous Springs",
11,MB,1,"Ugin, the Spirit Dragon",
11,MB,1,"Ramunap Excavator",
11,MB,1,"Diabolic Edict",
11,MB,1,"The Scarab God",
11,MB,1,"Plains",
11,MB,1,"Undiscovered Paradise",
11,MB,1,"Island",
11,MB,1,"Solemn Simulacrum",
11,MB,1,"Eureka",
11,MB,1,"Polluted Delta",
11,MB,1,"Ulamog, the Infinite Gyre",
11,MB,1,"Lumbering Falls",
11,MB,1,"Mountain",
11,MB,1,"Celestial Colonnade",
11,MB,5,"Forest",
11,MB,1,"Oracle of Mul Daya",
11,MB,1,"Sneak Attack",
11,MB,1,"Farseek",
11,MB,1,"Courser of Kruphix",
11,MB,1,"Tolarian Academy",
11,MB,1,"Talisman of Progress",
11,MB,1,"Wooded Foothills",
11,MB,1,"Regal Behemoth",
11,MB,1,"Hedron Archive",
11,MB,1,"Coldsteel Heart",
11,SB,1,"Mimic Vat",
11,SB,1,"Mutavault",
11,SB,1,"Dark Confidant",
11,SB,1,"Oath of Druids",
11,SB,1,"Carnage Tyrant",
11,SB,1,"Mountain",
11,SB,4,"Forest",
11,SB,1,"Timetwister",
11,SB,1,"Tangle Wire",
11,SB,1,"Wall of Omens",
11,SB,1,"Burst Lightning",
11,SB,1,"Disenchant",
11,SB,1,"Glory-Bound Initiate",
11,SB,1,"Looter il-Kor",
11,SB,1,"Figure of Destiny",
11,SB,2,"Island",
11,SB,1,"Swamp",
12,MB,1,"Aether Hub",
12,MB,1,"Arid Mesa",
12,MB,1,"City of Brass",
12,MB,1,"Lumbering Falls",
12,MB,1,"Senseis Divining Top",
12,MB,1,"Serum Visions",
12,MB,1,"Subterranean Tremors",
12,MB,1,"Grim Monolith",
12,MB,1,"Prismatic Lens",
12,MB,1,"Scroll Rack",
12,MB,1,"Sylvan Library",
12,MB,1,"Talisman of Impulse",
12,MB,1,"Coalition Relic",
12,MB,1,"Show and Tell",
12,MB,1,"Chandra, Torch of Defiance",
12,MB,1,"Sneak Attack",
12,MB,1,"Mystic Confluence",
12,MB,1,"Thundermaw Hellkite",
12,MB,1,"Inferno Titan",
12,MB,1,"Selvalas Stampede",
12,MB,1,"Angel of Serenity",
12,MB,1,"Dragonlord Atarka",
12,MB,1,"Woodfall Primus",
12,MB,1,"Emrakul, the Aeons Torn",
13,MB,1,"Battlefield Forge",
13,MB,1,"Chrome Mox",
13,MB,1,"City of Brass",
13,MB,1,"Needle Spires",
13,MB,1,"Sacred Foundry",
13,MB,1,"Chain Lightning",
13,MB,1,"Falkenrath Gorger",
13,MB,1,"Goblin Guide",
13,MB,1,"Jackal Pup",
13,MB,1,"Monastery Swiftspear",
13,MB,1,"Zurgo Bellstriker",
13,MB,1,"Abbot of the Keral Keep",
13,MB,1,"Earthshaker Khenra",
13,MB,1,"Harsh Mentor",
13,MB,1,"Kari Zev, Skyship Raider",
13,MB,1,"Keldon Marauders",
13,MB,1,"Plated Geopede",
13,MB,1,"Searing Spear",
13,MB,1,"Alesha, Who Smiles at Death",
13,MB,1,"Gideon of the Trials",
13,MB,1,"Goblin Rabblemaster",
13,MB,1,"Hanweir Garrison",
13,MB,1,"Sword of Feast and Famine",
13,MB,1,"Thalia, Heretic Cathar",
13,MB,1,"Fleetwheel Cruiser",
13,MB,1,"Gisela, the Broken Blade",
14,MB,1,"Windswept Heath",
14,MB,1,"Blood Crypt",
14,MB,1,"Temple Garden",
14,MB,1,"Stirring Wildwood",
14,MB,1,"Verdant Catacomb",
14,MB,1,"Raging Ravine",
14,MB,1,"Needle Spires",
14,MB,1,"Marsh Flats",
14,MB,1,"Walking Ballista",
14,MB,1,"Land Tax",
14,MB,1,"Grim Lavamancer",
14,MB,1,"Devils Play",
14,MB,1,"Swords to Plowshares",
14,MB,1,"Gerrards Verdict",
14,MB,1,"Abrupt Decay",
14,MB,1,"Wall of Omens",
14,MB,1,"Mizzium Mortars",
14,MB,1,"Young Pyromancer",
14,MB,1,"Sylvan Library",
14,MB,1,"Pernicious Deed",
14,MB,1,"Kolaghans Command",
14,MB,1,"Chandra, Torch of Defiance",
14,MB,1,"Fiery Confluence",
14,MB,1,"Angel of Sanctions",
14,MB,1,"Thundermaw Hellkite",
15,MB,1,"Marsh Flats",
15,MB,1,"Flooded Strand",
15,MB,1,"Polluted Delta",
15,MB,1,"Overgrown Tomb",
15,MB,1,"Swords to Plowshares",
15,MB,1,"Thraben Inspector",
15,MB,1,"Voice of Resurgence",
15,MB,1,"Selfless Spirit",
15,MB,1,"Jace, Vryns Prodigy",
15,MB,1,"Umezawas Jitte",
15,MB,1,"Looter il-Kor",
15,MB,1,"Hangarback Walker",
15,MB,1,"Thalia, Heretic Cathar",
15,MB,1,"Blade Splicer",
15,MB,1,"Geist of Saint Traft",
15,MB,1,"Vendilion Clique",
15,MB,1,"Birthing Pod",
15,MB,1,"Palace Jailer",
15,MB,1,"Hero of Bladehold",
15,MB,1,"Elspeth, Knight-Errant",
15,MB,1,"Jace, the Mind Sculptor",
15,MB,1,"Gideon, Ally of Zendikar",
16,MB,1,"Caves of Koilos",
16,MB,1,"Creeping Tar Pit",
16,MB,1,"Grand Coliseum",
16,MB,1,"Shambling Vent",
16,MB,1,"Chrome Mox",
16,MB,1,"Mox Diamond",
16,MB,1,"Land Tax",
16,MB,1,"Mystical Tutor",
16,MB,1,"Serum Visions",
16,MB,1,"Arcane Denial",
16,MB,1,"Demonic Tutor",
16,MB,1,"Jace, Vryns Prodigy",
16,MB,1,"Pack Rat",
16,MB,1,"Search for Azcanta",
16,MB,1,"Thought Vessel",
16,MB,1,"Unexpectedly Absent",
16,MB,1,"Jace Beleren",
16,MB,1,"Monastery Mentor",
16,MB,1,"Toxic Deluge",
16,MB,1,"Day of Judgment",
16,MB,1,"Gideon, Ally of Zendikar",
16,MB,1,"Palace Jailer",
16,MB,1,"Fractured Identity",
16,MB,1,"Mystic Confluence",
16,MB,1,"Elspeth, Suns Champion",
17,MB,1,"Polluted Delta",
17,MB,1,"Windswept Heath",
17,MB,1,"Overgrown Tomb",
17,MB,1,"Wooded Foothills",
17,MB,1,"Chrome Mox",
17,MB,1,"Kytheon, Hero of Akros",
17,MB,1,"Student of Warfare",
17,MB,1,"Mother of Runes",
17,MB,1,"Dread Wanderer",
17,MB,1,"Swords to Plowshares",
17,MB,1,"Tidehollow Sculler",
17,MB,1,"Adanto Vanguard",
17,MB,1,"Scrapheap Scrounger",
17,MB,1,"Phyrexian Revoker",
17,MB,1,"Zealous Persecution",
17,MB,1,"Recruiter of the Guard",
17,MB,1,"Fiend Hunter",
17,MB,1,"Porcelain Legionnaire",
17,MB,1,"Tireless Tracker",
17,MB,1,"Tangle Wire",
17,MB,1,"Sword of Light and Shadow",
17,MB,1,"Grafted Wargear",
17,MB,1,"Sword of Fire and Ice",
17,MB,1,"Hero of Bladehold",
17,MB,1,"Restoration Angel",
17,MB,1,"Srams Expertise",
17,MB,1,"Cloudgoat Ranger",
18,MB,1,"Blinkmoth Nexus",
18,MB,1,"Gaeas Cradle",
18,MB,1,"Misty Rainforest",
18,MB,1,"Stomping Grounds",
18,MB,1,"Birds of Paradise",
18,MB,1,"Elvish Mystic",
18,MB,1,"Green Suns Zenith",
18,MB,1,"Llanowar Elves",
18,MB,1,"Fauna Shaman",
18,MB,1,"Magma Jet",
18,MB,1,"Survival of the Fittest",
18,MB,1,"Wall of Roots",
18,MB,1,"Winter Orb",
18,MB,1,"Walking Ballista",
18,MB,1,"Kodamas Reach",
18,MB,1,"Nissa, Vastwood Seer",
18,MB,1,"Nissa, Voice of Zendikar",
18,MB,1,"Reclamation Sage",
18,MB,1,"Chandra, Torch of Defiance",
18,MB,1,"Sarkhan Vol",
18,MB,1,"Xenagos, the Reveler",
18,MB,1,"Deranged Hermit",
18,MB,1,"Plow Under",
18,MB,1,"Siege-Gang Commander",
18,MB,1,"Greater Gargadon",
19,MB,1,"Creeping Tar Pit",
19,MB,1,"Marsh Flats",
19,MB,1,"Maze of Ith",
19,MB,1,"Seachrome Coast",
19,MB,1,"Mox Diamond",
19,MB,1,"Mana Crypt",
19,MB,1,"Mind Twist",
19,MB,1,"Mystical Tutor",
19,MB,1,"Senseis Divining Top",
19,MB,1,"Izzet Signet",
19,MB,1,"Search for Azcanta",
19,MB,1,"Sorcerous Spyglass",
19,MB,1,"Unexpectedly Absent",
19,MB,1,"Oblivion Ring",
19,MB,1,"Vendilion Clique",
19,MB,1,"Day of Judgment",
19,MB,1,"Elspeth, Knight-Errant",
19,MB,1,"Gideon, Ally of Zendikar",
19,MB,1,"Jace, the Mind Sculptor",
19,MB,1,"Sower of Temptation",
19,MB,1,"Dragonlord Ojutai",
19,MB,1,"Gideon Jura",
19,MB,1,"Dig Through Time",
20,MB,1,"Sacred Foundry",
20,MB,1,"Volcanic Island",
20,MB,1,"Celestial Colonnade",
20,MB,1,"Hallowed Fountain",
20,MB,1,"Grand Coliseum",
20,MB,1,"Marsh Flats",
20,MB,1,"Polluted Delta",
20,MB,1,"Mystical Tutor",
20,MB,1,"Journey to Nowhere",
20,MB,1,"Snapcaster Mage",
20,MB,1,"Izzet Signet",
20,MB,1,"Izzet Charm",
20,MB,1,"Mind Stone",
20,MB,1,"Search for Azcanta",
20,MB,1,"Gruul Signet",
20,MB,1,"Lingering Souls",
20,MB,1,"Coalition Relic",
20,MB,1,"Monastery Mentor",
20,MB,1,"Dack Fayden",
20,MB,1,"Toxic Deluge",
20,MB,1,"Jace, the Mind Sculptor",
20,MB,1,"Ajani Vengeant",
20,MB,1,"Meloku the Clouded Mirror",
20,MB,1,"Keranos, God of Storms",
20,MB,1,"Wurmcoil Engine",
20,MB,1,"Nicol Bolas, Planeswalker",
21,MB,1,"Temple Garden",
21,MB,1,"Horizon Canopy",
21,MB,1,"Arid Mesa",
21,MB,1,"Needle Spires",
21,MB,1,"Battlefield Forge",
21,MB,1,"Raging Ravine",
21,MB,1,"Rakdos Cackler",
21,MB,1,"Mardu Woe-Reaper",
21,MB,1,"Grim Lavamancer",
21,MB,1,"Chain Lightning",
21,MB,1,"Burst Lightning",
21,MB,1,"Student of Warfare",
21,MB,1,"Experiment One",
21,MB,1,"Wild Nacatl",
21,MB,1,"Stoneforge Mystic",
21,MB,1,"Lightning Helix",
21,MB,1,"Journey to Nowhere",
21,MB,1,"Young Pyromancer",
21,MB,1,"Stormblood Berserker",
21,MB,1,"Soltari Trooper",
21,MB,1,"Arc Trail",
21,MB,1,"Boros Charm",
21,MB,1,"Harsh Mentor",
21,MB,1,"Sword of Light and Shadow",
21,MB,1,"Sword of Fire and Ice",
21,MB,1,"Wheel of Fortune",
21,MB,1,"Banishing Light",
21,MB,1,"Thundermaw Hellkite",
22,MB,1,"Blackcleave Cliffs",
22,MB,1,"Blood Crypt",
22,MB,1,"Bloodstained Mire",
22,MB,1,"Creeping Tar Pit",
22,MB,1,"Flooded Strand",
22,MB,1,"Steam Vents",
22,MB,1,"Underground Sea",
22,MB,1,"Volcanic Island",
22,MB,1,"Watery Grave",
22,MB,1,"Mystical Tutor",
22,MB,1,"Senseis Divining Top",
22,MB,1,"Arc Trail",
22,MB,1,"Boros Signet",
22,MB,1,"Young Pyromancer",
22,MB,1,"Dack Fayden",
22,MB,1,"Jace Beleren",
22,MB,1,"Kolaghans Command",
22,MB,1,"Shadowmage Infiltrator",
22,MB,1,"Cryptic Command",
22,MB,1,"Fact or Fiction",
22,MB,1,"Phyrexian Metamorph",
22,MB,1,"Venser, Shaper Savant",
22,MB,1,"Custodi Lich",
22,MB,1,"Inferno Titan",
22,MB,1,"Tasigur, the Golden Fang",
