deckID, location, number, name, deckName, date
1,MB,1,"Aetherling", 3-0 Esper (UBW) Psychatog Control 4.15.18.txt, 4.15.18
1,MB,1,"Catastrophe", 3-0 Esper (UBW) Psychatog Control 4.15.18.txt, 4.15.18
1,MB,1,"Eternal Dragon", 3-0 Esper (UBW) Psychatog Control 4.15.18.txt, 4.15.18
2,MB,5,"Plains", Abzan (BGW) Aggro 6.16.18.txt, 6.16.18
2,MB,3,"Swamp", Abzan (BGW) Aggro 6.16.18.txt, 6.16.18
2,MB,1,"Polluted Delta", Abzan (BGW) Aggro 6.16.18.txt, 6.16.18
2,MB,1,"Scrubland", Abzan (BGW) Aggro 6.16.18.txt, 6.16.18
2,MB,1,"Windswept Heath", Abzan (BGW) Aggro 6.16.18.txt, 6.16.18
2,MB,1,"Overgrown Tomb", Abzan (BGW) Aggro 6.16.18.txt, 6.16.18
2,MB,1,"Wooded Foothills", Abzan (BGW) Aggro 6.16.18.txt, 6.16.18
2,MB,1,"Plateau", Abzan (BGW) Aggro 6.16.18.txt, 6.16.18
2,MB,1,"Savannah", Abzan (BGW) Aggro 6.16.18.txt, 6.16.18
2,MB,1,"Chrome Mox", Abzan (BGW) Aggro 6.16.18.txt, 6.16.18
2,MB,1,"Kytheon, Hero of Akros", Abzan (BGW) Aggro 6.16.18.txt, 6.16.18
2,MB,1,"Student of Warfare", Abzan (BGW) Aggro 6.16.18.txt, 6.16.18
2,MB,1,"Mother of Runes", Abzan (BGW) Aggro 6.16.18.txt, 6.16.18
2,MB,1,"Dread Wanderer", Abzan (BGW) Aggro 6.16.18.txt, 6.16.18
2,MB,1,"Swords to Plowshares", Abzan (BGW) Aggro 6.16.18.txt, 6.16.18
2,MB,1,"Thoughtseize", Abzan (BGW) Aggro 6.16.18.txt, 6.16.18
2,MB,1,"Tidehollow Sculler", Abzan (BGW) Aggro 6.16.18.txt, 6.16.18
2,MB,1,"Adanto Vanguard", Abzan (BGW) Aggro 6.16.18.txt, 6.16.18
2,MB,1,"Scrapheap Scrounger", Abzan (BGW) Aggro 6.16.18.txt, 6.16.18
2,MB,1,"Phyrexian Revoker", Abzan (BGW) Aggro 6.16.18.txt, 6.16.18
2,MB,1,"Zealous Persecution", Abzan (BGW) Aggro 6.16.18.txt, 6.16.18
2,MB,1,"Recruiter of the Guard", Abzan (BGW) Aggro 6.16.18.txt, 6.16.18
2,MB,1,"Fiend Hunter", Abzan (BGW) Aggro 6.16.18.txt, 6.16.18
2,MB,1,"Flickerwisp", Abzan (BGW) Aggro 6.16.18.txt, 6.16.18
2,MB,1,"Porcelain Legionnaire", Abzan (BGW) Aggro 6.16.18.txt, 6.16.18
2,MB,1,"Tireless Tracker", Abzan (BGW) Aggro 6.16.18.txt, 6.16.18
2,MB,1,"Tangle Wire", Abzan (BGW) Aggro 6.16.18.txt, 6.16.18
2,MB,1,"Sword of Light and Shadow", Abzan (BGW) Aggro 6.16.18.txt, 6.16.18
2,MB,1,"Grafted Wargear", Abzan (BGW) Aggro 6.16.18.txt, 6.16.18
2,MB,1,"Sword of Fire and Ice", Abzan (BGW) Aggro 6.16.18.txt, 6.16.18
2,MB,1,"Hero of Bladehold", Abzan (BGW) Aggro 6.16.18.txt, 6.16.18
2,MB,1,"Restoration Angel", Abzan (BGW) Aggro 6.16.18.txt, 6.16.18
2,MB,1,"Sram's Expertise", Abzan (BGW) Aggro 6.16.18.txt, 6.16.18
2,MB,1,"Cloudgoat Ranger", Abzan (BGW) Aggro 6.16.18.txt, 6.16.18
3,MB,1,"Champion of the Parish", Abzan (BGW) Aggro.txt, 10.12.19
3,MB,1,"Figure of Destiny", Abzan (BGW) Aggro.txt, 10.12.19
3,MB,1,"Skymarcher Aspirant", Abzan (BGW) Aggro.txt, 10.12.19
3,MB,1,"Dauntless Bodyguard", Abzan (BGW) Aggro.txt, 10.12.19
3,MB,1,"Mana Tithe", Abzan (BGW) Aggro.txt, 10.12.19
3,MB,1,"Mardu Woe-Reaper", Abzan (BGW) Aggro.txt, 10.12.19
3,MB,1,"Swords to Plowshares", Abzan (BGW) Aggro.txt, 10.12.19
3,MB,1,"Smuggler's Copter", Abzan (BGW) Aggro.txt, 10.12.19
3,MB,1,"Accorder Paladin", Abzan (BGW) Aggro.txt, 10.12.19
3,MB,1,"Phyrexian Revoker", Abzan (BGW) Aggro.txt, 10.12.19
3,MB,1,"Adanto Vanguard", Abzan (BGW) Aggro.txt, 10.12.19
3,MB,1,"Unbreakable Formation", Abzan (BGW) Aggro.txt, 10.12.19
3,MB,1,"Gideon Blackblade", Abzan (BGW) Aggro.txt, 10.12.19
3,MB,1,"Mirror Entity", Abzan (BGW) Aggro.txt, 10.12.19
3,MB,1,"Porcelain Legionnaire", Abzan (BGW) Aggro.txt, 10.12.19
3,MB,1,"Brimaz, King of Oreskos", Abzan (BGW) Aggro.txt, 10.12.19
3,MB,1,"Serra the Benevolent", Abzan (BGW) Aggro.txt, 10.12.19
3,MB,1,"Hero of Bladehold", Abzan (BGW) Aggro.txt, 10.12.19
3,MB,1,"Fleetwheel Cruiser", Abzan (BGW) Aggro.txt, 10.12.19
3,MB,1,"Mirri, Weatherlight Duelist", Abzan (BGW) Aggro.txt, 10.12.19
3,MB,1,"Curse of Predation", Abzan (BGW) Aggro.txt, 10.12.19
3,MB,1,"Voice of Resurgence", Abzan (BGW) Aggro.txt, 10.12.19
3,MB,1,"Unexpectedly Absent", Abzan (BGW) Aggro.txt, 10.12.19
3,MB,1,"Silent Clearing", Abzan (BGW) Aggro.txt, 10.12.19
3,MB,1,"Mutavault", Abzan (BGW) Aggro.txt, 10.12.19
3,MB,1,"Chrome Mox", Abzan (BGW) Aggro.txt, 10.12.19
3,MB,1,"Horizon Canopy", Abzan (BGW) Aggro.txt, 10.12.19
3,MB,1,"Mishra's Factory", Abzan (BGW) Aggro.txt, 10.12.19
3,MB,3,"Forest", Abzan (BGW) Aggro.txt, 10.12.19
3,MB,6,"Plains", Abzan (BGW) Aggro.txt, 10.12.19
3,MB,1,"Lingering Souls", Abzan (BGW) Aggro.txt, 10.12.19
3,MB,1,"Godless Shrine", Abzan (BGW) Aggro.txt, 10.12.19
3,MB,1,"Marsh Flats", Abzan (BGW) Aggro.txt, 10.12.19
3,SB,1,"Angel of Sanctions", Abzan (BGW) Aggro.txt, 10.12.19
3,SB,1,"Assemble the Legion", Abzan (BGW) Aggro.txt, 10.12.19
3,SB,1,"Balance", Abzan (BGW) Aggro.txt, 10.12.19
3,SB,1,"Rolling Earthquake", Abzan (BGW) Aggro.txt, 10.12.19
3,SB,1,"Boros Charm", Abzan (BGW) Aggro.txt, 10.12.19
3,SB,1,"Hidden Stockpile", Abzan (BGW) Aggro.txt, 10.12.19
3,SB,1,"Batterskull", Abzan (BGW) Aggro.txt, 10.12.19
3,SB,1,"Sower of Temptation", Abzan (BGW) Aggro.txt, 10.12.19
3,SB,1,"Wrenn and Six", Abzan (BGW) Aggro.txt, 10.12.19
3,SB,1,"Signal Pest", Abzan (BGW) Aggro.txt, 10.12.19
3,SB,1,"Daretti, Ingenious Iconoclast", Abzan (BGW) Aggro.txt, 10.12.19
3,SB,1,"Falkenrath Aristocrat", Abzan (BGW) Aggro.txt, 10.12.19
3,SB,1,"Warkite Marauder", Abzan (BGW) Aggro.txt, 10.12.19
3,SB,1,"Dismember", Abzan (BGW) Aggro.txt, 10.12.19
3,SB,1,"Plains", Abzan (BGW) Aggro.txt, 10.12.19
4,MB,3,"Swamp", Abzan (BGW) Attrition Aggro.txt, 12.3.17
4,MB,1,"Plains", Abzan (BGW) Attrition Aggro.txt, 12.3.17
4,MB,1,"Forest", Abzan (BGW) Attrition Aggro.txt, 12.3.17
4,MB,1,"Bayou", Abzan (BGW) Attrition Aggro.txt, 12.3.17
4,MB,1,"Caves of Koilos", Abzan (BGW) Attrition Aggro.txt, 12.3.17
4,MB,1,"Evolving Wilds", Abzan (BGW) Attrition Aggro.txt, 12.3.17
4,MB,1,"Karakas", Abzan (BGW) Attrition Aggro.txt, 12.3.17
4,MB,1,"Plateau", Abzan (BGW) Attrition Aggro.txt, 12.3.17
4,MB,1,"Savannah", Abzan (BGW) Attrition Aggro.txt, 12.3.17
4,MB,1,"Shambling Vent", Abzan (BGW) Attrition Aggro.txt, 12.3.17
4,MB,1,"Temple Garden", Abzan (BGW) Attrition Aggro.txt, 12.3.17
4,MB,1,"Verdant Catacombs", Abzan (BGW) Attrition Aggro.txt, 12.3.17
4,MB,1,"Wasteland", Abzan (BGW) Attrition Aggro.txt, 12.3.17
4,MB,1,"Wooded Foothills", Abzan (BGW) Attrition Aggro.txt, 12.3.17
4,MB,1,"Bloodsoaked Champion", Abzan (BGW) Attrition Aggro.txt, 12.3.17
4,MB,1,"Dark Ritual", Abzan (BGW) Attrition Aggro.txt, 12.3.17
4,MB,1,"Isamaru, Hound of Konda", Abzan (BGW) Attrition Aggro.txt, 12.3.17
4,MB,1,"Kytheon, Hero of Akros", Abzan (BGW) Attrition Aggro.txt, 12.3.17
4,MB,1,"Path to Exile", Abzan (BGW) Attrition Aggro.txt, 12.3.17
4,MB,1,"Rakdos Cackler", Abzan (BGW) Attrition Aggro.txt, 12.3.17
4,MB,1,"Sarcomancy", Abzan (BGW) Attrition Aggro.txt, 12.3.17
4,MB,1,"Thoughtseize", Abzan (BGW) Attrition Aggro.txt, 12.3.17
4,MB,1,"Hymn to Tourach", Abzan (BGW) Attrition Aggro.txt, 12.3.17
4,MB,1,"Journey to Nowhere", Abzan (BGW) Attrition Aggro.txt, 12.3.17
4,MB,1,"Pack Rat", Abzan (BGW) Attrition Aggro.txt, 12.3.17
4,MB,1,"Scrapheap Scrounger", Abzan (BGW) Attrition Aggro.txt, 12.3.17
4,MB,1,"Stoneforge Mystic", Abzan (BGW) Attrition Aggro.txt, 12.3.17
4,MB,1,"Sylvan Library", Abzan (BGW) Attrition Aggro.txt, 12.3.17
4,MB,1,"Umezawa's Jitte", Abzan (BGW) Attrition Aggro.txt, 12.3.17
4,MB,1,"Banishing Light", Abzan (BGW) Attrition Aggro.txt, 12.3.17
4,MB,1,"Liliana of the Veil", Abzan (BGW) Attrition Aggro.txt, 12.3.17
4,MB,1,"Liliana, the Last Hope", Abzan (BGW) Attrition Aggro.txt, 12.3.17
4,MB,1,"Lingering Souls", Abzan (BGW) Attrition Aggro.txt, 12.3.17
4,MB,1,"Ophiomancer", Abzan (BGW) Attrition Aggro.txt, 12.3.17
4,MB,1,"Tangle Wire", Abzan (BGW) Attrition Aggro.txt, 12.3.17
4,MB,1,"Garruk Relentless", Abzan (BGW) Attrition Aggro.txt, 12.3.17
4,MB,1,"Gideon, Ally of Zendikar", Abzan (BGW) Attrition Aggro.txt, 12.3.17
4,MB,1,"Palace Jailer", Abzan (BGW) Attrition Aggro.txt, 12.3.17
5,MB,1,"Swamp", Abzan (BGW) Birthing Pod Midrange.txt, 2.17.19
5,MB,1,"Gideon Jura", Abzan (BGW) Birthing Pod Midrange.txt, 2.17.19
5,MB,1,"Unexpectedly Absent", Abzan (BGW) Birthing Pod Midrange.txt, 2.17.19
5,MB,1,"Blade Splicer", Abzan (BGW) Birthing Pod Midrange.txt, 2.17.19
5,MB,1,"Imperial Seal", Abzan (BGW) Birthing Pod Midrange.txt, 2.17.19
5,MB,1,"Windswept Heath", Abzan (BGW) Birthing Pod Midrange.txt, 2.17.19
5,MB,1,"Mox Diamond", Abzan (BGW) Birthing Pod Midrange.txt, 2.17.19
5,MB,1,"Birthing Pod", Abzan (BGW) Birthing Pod Midrange.txt, 2.17.19
5,MB,1,"Dismember", Abzan (BGW) Birthing Pod Midrange.txt, 2.17.19
5,MB,1,"Doom Blade", Abzan (BGW) Birthing Pod Midrange.txt, 2.17.19
5,MB,2,"Swamp", Abzan (BGW) Birthing Pod Midrange.txt, 2.17.19
5,MB,2,"Swamp", Abzan (BGW) Birthing Pod Midrange.txt, 2.17.19
5,MB,1,"Day of Judgment", Abzan (BGW) Birthing Pod Midrange.txt, 2.17.19
5,MB,1,"Plains", Abzan (BGW) Birthing Pod Midrange.txt, 2.17.19
5,MB,1,"Elspeth, Knight-Errant", Abzan (BGW) Birthing Pod Midrange.txt, 2.17.19
5,MB,1,"Restoration Angel", Abzan (BGW) Birthing Pod Midrange.txt, 2.17.19
5,MB,1,"Flesh Carver", Abzan (BGW) Birthing Pod Midrange.txt, 2.17.19
5,MB,1,"Plains", Abzan (BGW) Birthing Pod Midrange.txt, 2.17.19
5,MB,1,"Flickerwisp", Abzan (BGW) Birthing Pod Midrange.txt, 2.17.19
5,MB,1,"Leonin Warleader", Abzan (BGW) Birthing Pod Midrange.txt, 2.17.19
5,MB,1,"Dark Confidant", Abzan (BGW) Birthing Pod Midrange.txt, 2.17.19
5,MB,2,"Plains", Abzan (BGW) Birthing Pod Midrange.txt, 2.17.19
5,MB,2,"Plains", Abzan (BGW) Birthing Pod Midrange.txt, 2.17.19
5,MB,1,"Skinrender", Abzan (BGW) Birthing Pod Midrange.txt, 2.17.19
5,MB,1,"Adorned Pouncer", Abzan (BGW) Birthing Pod Midrange.txt, 2.17.19
5,MB,1,"Ash Barrens", Abzan (BGW) Birthing Pod Midrange.txt, 2.17.19
5,MB,1,"Bayou", Abzan (BGW) Birthing Pod Midrange.txt, 2.17.19
5,MB,1,"Savannah", Abzan (BGW) Birthing Pod Midrange.txt, 2.17.19
5,MB,1,"Vindicate", Abzan (BGW) Birthing Pod Midrange.txt, 2.17.19
5,MB,1,"Custodi Lich", Abzan (BGW) Birthing Pod Midrange.txt, 2.17.19
5,MB,1,"Declaration in Stone", Abzan (BGW) Birthing Pod Midrange.txt, 2.17.19
5,MB,1,"Mana Confluence", Abzan (BGW) Birthing Pod Midrange.txt, 2.17.19
5,MB,1,"Sylvan Library", Abzan (BGW) Birthing Pod Midrange.txt, 2.17.19
5,MB,1,"Shriekmaw", Abzan (BGW) Birthing Pod Midrange.txt, 2.17.19
5,MB,1,"Wurmcoil Engine", Abzan (BGW) Birthing Pod Midrange.txt, 2.17.19
5,MB,1,"Forest", Abzan (BGW) Birthing Pod Midrange.txt, 2.17.19
5,SB,1,"Student of Warfare", Abzan (BGW) Birthing Pod Midrange.txt, 2.17.19
5,SB,1,"Devoted Druid", Abzan (BGW) Birthing Pod Midrange.txt, 2.17.19
5,SB,1,"Sword of War and Peace", Abzan (BGW) Birthing Pod Midrange.txt, 2.17.19
5,SB,1,"Creeping Tar Pit", Abzan (BGW) Birthing Pod Midrange.txt, 2.17.19
5,SB,1,"Avalanche Riders", Abzan (BGW) Birthing Pod Midrange.txt, 2.17.19
5,SB,1,"Animate Dead", Abzan (BGW) Birthing Pod Midrange.txt, 2.17.19
5,SB,1,"Kiki-Jiki, Mirror Breaker", Abzan (BGW) Birthing Pod Midrange.txt, 2.17.19
5,SB,1,"Unbreakable Formation", Abzan (BGW) Birthing Pod Midrange.txt, 2.17.19
5,SB,1,"Experimental Frenzy", Abzan (BGW) Birthing Pod Midrange.txt, 2.17.19
5,SB,1,"Hornet Queen", Abzan (BGW) Birthing Pod Midrange.txt, 2.17.19
5,SB,1,"Upheaval", Abzan (BGW) Birthing Pod Midrange.txt, 2.17.19
5,SB,1,"Gravecrawler", Abzan (BGW) Birthing Pod Midrange.txt, 2.17.19
5,SB,1,"Hanweir Militia Captain", Abzan (BGW) Birthing Pod Midrange.txt, 2.17.19
5,SB,1,"Fleshbag Marauder", Abzan (BGW) Birthing Pod Midrange.txt, 2.17.19
5,SB,1,"Entomb", Abzan (BGW) Birthing Pod Midrange.txt, 2.17.19
5,SB,1,"Stoneforge Mystic", Abzan (BGW) Birthing Pod Midrange.txt, 2.17.19
5,SB,1,"Metallic Mimic", Abzan (BGW) Birthing Pod Midrange.txt, 2.17.19
6,MB,3,"Swamp", Abzan (BGW) Jank Midrange 7.1.18.txt, 7.1.18
6,MB,1,"Forest", Abzan (BGW) Jank Midrange 7.1.18.txt, 7.1.18
6,MB,2,"Plains", Abzan (BGW) Jank Midrange 7.1.18.txt, 7.1.18
6,MB,1,"Brushland", Abzan (BGW) Jank Midrange 7.1.18.txt, 7.1.18
6,MB,1,"Caves of Koilos", Abzan (BGW) Jank Midrange 7.1.18.txt, 7.1.18
6,MB,1,"Mana Confluence", Abzan (BGW) Jank Midrange 7.1.18.txt, 7.1.18
6,MB,1,"Marsh Flats", Abzan (BGW) Jank Midrange 7.1.18.txt, 7.1.18
6,MB,1,"Mishra's Factory", Abzan (BGW) Jank Midrange 7.1.18.txt, 7.1.18
6,MB,1,"Shambling Vent", Abzan (BGW) Jank Midrange 7.1.18.txt, 7.1.18
6,MB,1,"Stirring Wildwood", Abzan (BGW) Jank Midrange 7.1.18.txt, 7.1.18
6,MB,1,"Strip Mine", Abzan (BGW) Jank Midrange 7.1.18.txt, 7.1.18
6,MB,1,"Temple Garden", Abzan (BGW) Jank Midrange 7.1.18.txt, 7.1.18
6,MB,1,"Windswept Heath", Abzan (BGW) Jank Midrange 7.1.18.txt, 7.1.18
6,MB,1,"Chrome Mox", Abzan (BGW) Jank Midrange 7.1.18.txt, 7.1.18
6,MB,1,"Mox Diamond", Abzan (BGW) Jank Midrange 7.1.18.txt, 7.1.18
6,MB,1,"Balance", Abzan (BGW) Jank Midrange 7.1.18.txt, 7.1.18
6,MB,1,"Simic Signet", Abzan (BGW) Jank Midrange 7.1.18.txt, 7.1.18
6,MB,1,"Sylvan Library", Abzan (BGW) Jank Midrange 7.1.18.txt, 7.1.18
6,MB,1,"Talisman of Progress", Abzan (BGW) Jank Midrange 7.1.18.txt, 7.1.18
6,MB,1,"Talisman of Unity", Abzan (BGW) Jank Midrange 7.1.18.txt, 7.1.18
6,MB,1,"Unexpectedly Absent", Abzan (BGW) Jank Midrange 7.1.18.txt, 7.1.18
6,MB,1,"Brimaz, King of Oreskos", Abzan (BGW) Jank Midrange 7.1.18.txt, 7.1.18
6,MB,1,"Council's Judgment", Abzan (BGW) Jank Midrange 7.1.18.txt, 7.1.18
6,MB,1,"Gideon of the Trials", Abzan (BGW) Jank Midrange 7.1.18.txt, 7.1.18
6,MB,1,"Pernicious Deed", Abzan (BGW) Jank Midrange 7.1.18.txt, 7.1.18
6,MB,1,"Phyrexian Arena", Abzan (BGW) Jank Midrange 7.1.18.txt, 7.1.18
6,MB,1,"Ramunap Excavator", Abzan (BGW) Jank Midrange 7.1.18.txt, 7.1.18
6,MB,1,"Toxic Deluge", Abzan (BGW) Jank Midrange 7.1.18.txt, 7.1.18
6,MB,1,"Day of Judgment", Abzan (BGW) Jank Midrange 7.1.18.txt, 7.1.18
6,MB,1,"Hero of Bladehold", Abzan (BGW) Jank Midrange 7.1.18.txt, 7.1.18
6,MB,1,"Kalitas, Traitor of Ghet", Abzan (BGW) Jank Midrange 7.1.18.txt, 7.1.18
6,MB,1,"Karn, Scion of Urza", Abzan (BGW) Jank Midrange 7.1.18.txt, 7.1.18
6,MB,1,"Parallax Wave", Abzan (BGW) Jank Midrange 7.1.18.txt, 7.1.18
6,MB,1,"Ravages of War", Abzan (BGW) Jank Midrange 7.1.18.txt, 7.1.18
6,MB,1,"Gideon Jura", Abzan (BGW) Jank Midrange 7.1.18.txt, 7.1.18
6,MB,1,"Sun Titan", Abzan (BGW) Jank Midrange 7.1.18.txt, 7.1.18
6,MB,1,"Eternal Dragon", Abzan (BGW) Jank Midrange 7.1.18.txt, 7.1.18
7,MB,4,"Forest", Abzan (BGW) Junk Midrange [WOTC Vintage].dck.txt, 9.12.20
7,MB,4,"Plains", Abzan (BGW) Junk Midrange [WOTC Vintage].dck.txt, 9.12.20
7,MB,1,"Swamp", Abzan (BGW) Junk Midrange [WOTC Vintage].dck.txt, 9.12.20
7,MB,1,"Flooded Strand", Abzan (BGW) Junk Midrange [WOTC Vintage].dck.txt, 9.12.20
7,MB,1,"Godless Shrine", Abzan (BGW) Junk Midrange [WOTC Vintage].dck.txt, 9.12.20
7,MB,1,"Savannah", Abzan (BGW) Junk Midrange [WOTC Vintage].dck.txt, 9.12.20
7,MB,1,"Scrubland", Abzan (BGW) Junk Midrange [WOTC Vintage].dck.txt, 9.12.20
7,MB,1,"Verdant Catacombs", Abzan (BGW) Junk Midrange [WOTC Vintage].dck.txt, 9.12.20
