deckID,number,name,location,deckName
3,1,Swords to Plowshares,MB,Abzan (BGW) Aggro
3,1,Smuggler's Copter,MB,Abzan (BGW) Aggro
3,1,Accorder Paladin,MB,Abzan (BGW) Aggro
3,1,Phyrexian Revoker,MB,Abzan (BGW) Aggro
3,1,Adanto Vanguard,MB,Abzan (BGW) Aggro
3,1,Unbreakable Formation,MB,Abzan (BGW) Aggro
3,1,Gideon Blackblade,MB,Abzan (BGW) Aggro
3,1,Mirror Entity,MB,Abzan (BGW) Aggro
3,1,Porcelain Legionnaire,MB,Abzan (BGW) Aggro
3,1,"Brimaz, King of Oreskos",MB,Abzan (BGW) Aggro
3,1,Serra the Benevolent,MB,Abzan (BGW) Aggro
3,1,Hero of Bladehold,MB,Abzan (BGW) Aggro
3,1,Fleetwheel Cruiser,MB,Abzan (BGW) Aggro
3,1,"Mirri, Weatherlight Duelist",MB,Abzan (BGW) Aggro
3,1,Curse of Predation,MB,Abzan (BGW) Aggro
3,1,Voice of Resurgence,MB,Abzan (BGW) Aggro
3,1,Unexpectedly Absent,MB,Abzan (BGW) Aggro
3,1,Silent Clearing,MB,Abzan (BGW) Aggro
3,1,Mutavault,MB,Abzan (BGW) Aggro
3,1,Chrome Mox,MB,Abzan (BGW) Aggro
3,1,Horizon Canopy,MB,Abzan (BGW) Aggro
3,1,Mishra's Factory,MB,Abzan (BGW) Aggro
3,1,Lingering Souls,MB,Abzan (BGW) Aggro
3,1,Godless Shrine,MB,Abzan (BGW) Aggro
3,1,Marsh Flats,MB,Abzan (BGW) Aggro
3,1,Angel of Sanctions,SB,Abzan (BGW) Aggro
3,1,Assemble the Legion,SB,Abzan (BGW) Aggro
3,1,Balance,SB,Abzan (BGW) Aggro
3,1,Rolling Earthquake,SB,Abzan (BGW) Aggro
3,1,Boros Charm,SB,Abzan (BGW) Aggro
3,1,Hidden Stockpile,SB,Abzan (BGW) Aggro
3,1,Batterskull,SB,Abzan (BGW) Aggro
3,1,Sower of Temptation,SB,Abzan (BGW) Aggro
3,1,Wrenn and Six,SB,Abzan (BGW) Aggro
3,1,Signal Pest,SB,Abzan (BGW) Aggro
3,1,"Daretti, Ingenious Iconoclast",SB,Abzan (BGW) Aggro
3,1,Falkenrath Aristocrat,SB,Abzan (BGW) Aggro
3,1,Warkite Marauder,SB,Abzan (BGW) Aggro
3,1,Dismember,SB,Abzan (BGW) Aggro
4,1,Polluted Delta,MB,Abzan (BGW) Aggro 6.16.18.txt
4,1,Scrubland,MB,Abzan (BGW) Aggro 6.16.18.txt
4,1,Windswept Heath,MB,Abzan (BGW) Aggro 6.16.18.txt
4,1,Overgrown Tomb,MB,Abzan (BGW) Aggro 6.16.18.txt
4,1,Wooded Foothills,MB,Abzan (BGW) Aggro 6.16.18.txt
4,1,Plateau,MB,Abzan (BGW) Aggro 6.16.18.txt
4,1,Savannah,MB,Abzan (BGW) Aggro 6.16.18.txt
4,1,Chrome Mox,MB,Abzan (BGW) Aggro 6.16.18.txt
4,1,"Kytheon, Hero of Akros",MB,Abzan (BGW) Aggro 6.16.18.txt
4,1,Student of Warfare,MB,Abzan (BGW) Aggro 6.16.18.txt
4,1,Mother of Runes,MB,Abzan (BGW) Aggro 6.16.18.txt
4,1,Dread Wanderer,MB,Abzan (BGW) Aggro 6.16.18.txt
4,1,Swords to Plowshares,MB,Abzan (BGW) Aggro 6.16.18.txt
4,1,Thoughtseize,MB,Abzan (BGW) Aggro 6.16.18.txt
4,1,Tidehollow Sculler,MB,Abzan (BGW) Aggro 6.16.18.txt
4,1,Adanto Vanguard,MB,Abzan (BGW) Aggro 6.16.18.txt
4,1,Scrapheap Scrounger,MB,Abzan (BGW) Aggro 6.16.18.txt
4,1,Phyrexian Revoker,MB,Abzan (BGW) Aggro 6.16.18.txt
4,1,Zealous Persecution,MB,Abzan (BGW) Aggro 6.16.18.txt
4,1,Recruiter of the Guard,MB,Abzan (BGW) Aggro 6.16.18.txt
4,1,Fiend Hunter,MB,Abzan (BGW) Aggro 6.16.18.txt
4,1,Flickerwisp,MB,Abzan (BGW) Aggro 6.16.18.txt
4,1,Porcelain Legionnaire,MB,Abzan (BGW) Aggro 6.16.18.txt
4,1,Tireless Tracker,MB,Abzan (BGW) Aggro 6.16.18.txt
4,1,Tangle Wire,MB,Abzan (BGW) Aggro 6.16.18.txt
4,1,Sword of Light and Shadow,MB,Abzan (BGW) Aggro 6.16.18.txt
4,1,Grafted Wargear,MB,Abzan (BGW) Aggro 6.16.18.txt
4,1,Sword of Fire and Ice,MB,Abzan (BGW) Aggro 6.16.18.txt
4,1,Hero of Bladehold,MB,Abzan (BGW) Aggro 6.16.18.txt
4,1,Restoration Angel,MB,Abzan (BGW) Aggro 6.16.18.txt
4,1,Sram's Expertise,MB,Abzan (BGW) Aggro 6.16.18.txt
4,1,Cloudgoat Ranger,MB,Abzan (BGW) Aggro 6.16.18.txt
5,1,Bayou,MB,Abzan (BGW) Attrition Aggro.txt
5,1,Caves of Koilos,MB,Abzan (BGW) Attrition Aggro.txt
5,1,Evolving Wilds,MB,Abzan (BGW) Attrition Aggro.txt
5,1,Karakas,MB,Abzan (BGW) Attrition Aggro.txt
5,1,Plateau,MB,Abzan (BGW) Attrition Aggro.txt
5,1,Savannah,MB,Abzan (BGW) Attrition Aggro.txt
5,1,Shambling Vent,MB,Abzan (BGW) Attrition Aggro.txt
5,1,Temple Garden,MB,Abzan (BGW) Attrition Aggro.txt
5,1,Verdant Catacombs,MB,Abzan (BGW) Attrition Aggro.txt
5,1,Wasteland,MB,Abzan (BGW) Attrition Aggro.txt
5,1,Wooded Foothills,MB,Abzan (BGW) Attrition Aggro.txt
5,1,Bloodsoaked Champion,MB,Abzan (BGW) Attrition Aggro.txt
5,1,Dark Ritual,MB,Abzan (BGW) Attrition Aggro.txt
5,1,"Isamaru, Hound of Konda",MB,Abzan (BGW) Attrition Aggro.txt
5,1,"Kytheon, Hero of Akros",MB,Abzan (BGW) Attrition Aggro.txt
5,1,Path to Exile,MB,Abzan (BGW) Attrition Aggro.txt
5,1,Rakdos Cackler,MB,Abzan (BGW) Attrition Aggro.txt
5,1,Sarcomancy,MB,Abzan (BGW) Attrition Aggro.txt
5,1,Thoughtseize,MB,Abzan (BGW) Attrition Aggro.txt
5,1,Hymn to Tourach,MB,Abzan (BGW) Attrition Aggro.txt
5,1,Journey to Nowhere,MB,Abzan (BGW) Attrition Aggro.txt
5,1,Pack Rat,MB,Abzan (BGW) Attrition Aggro.txt
5,1,Scrapheap Scrounger,MB,Abzan (BGW) Attrition Aggro.txt
5,1,Stoneforge Mystic,MB,Abzan (BGW) Attrition Aggro.txt
5,1,Sylvan Library,MB,Abzan (BGW) Attrition Aggro.txt
5,1,Umezawa's Jitte,MB,Abzan (BGW) Attrition Aggro.txt
5,1,Banishing Light,MB,Abzan (BGW) Attrition Aggro.txt
5,1,Liliana of the Veil,MB,Abzan (BGW) Attrition Aggro.txt
5,1,"Liliana, the Last Hope",MB,Abzan (BGW) Attrition Aggro.txt
5,1,Lingering Souls,MB,Abzan (BGW) Attrition Aggro.txt
5,1,Ophiomancer,MB,Abzan (BGW) Attrition Aggro.txt
5,1,Tangle Wire,MB,Abzan (BGW) Attrition Aggro.txt
5,1,Garruk Relentless,MB,Abzan (BGW) Attrition Aggro.txt
5,1,"Gideon, Ally of Zendikar",MB,Abzan (BGW) Attrition Aggro.txt
5,1,Palace Jailer,MB,Abzan (BGW) Attrition Aggro.txt
6,1,Gideon Jura,MB,Abzan (BGW) Birthing Pod Midrange.dck
6,1,Unexpectedly Absent,MB,Abzan (BGW) Birthing Pod Midrange.dck
6,1,Blade Splicer,MB,Abzan (BGW) Birthing Pod Midrange.dck
6,1,Imperial Seal,MB,Abzan (BGW) Birthing Pod Midrange.dck
6,1,Windswept Heath,MB,Abzan (BGW) Birthing Pod Midrange.dck
6,1,Mox Diamond,MB,Abzan (BGW) Birthing Pod Midrange.dck
6,1,Birthing Pod,MB,Abzan (BGW) Birthing Pod Midrange.dck
6,1,Dismember,MB,Abzan (BGW) Birthing Pod Midrange.dck
6,1,Doom Blade,MB,Abzan (BGW) Birthing Pod Midrange.dck
6,1,Day of Judgment,MB,Abzan (BGW) Birthing Pod Midrange.dck
6,1,"Elspeth, Knight-Errant",MB,Abzan (BGW) Birthing Pod Midrange.dck
6,1,Restoration Angel,MB,Abzan (BGW) Birthing Pod Midrange.dck
6,1,Flesh Carver,MB,Abzan (BGW) Birthing Pod Midrange.dck
6,1,Flickerwisp,MB,Abzan (BGW) Birthing Pod Midrange.dck
6,1,Leonin Warleader,MB,Abzan (BGW) Birthing Pod Midrange.dck
6,1,Dark Confidant,MB,Abzan (BGW) Birthing Pod Midrange.dck
6,1,Skinrender,MB,Abzan (BGW) Birthing Pod Midrange.dck
6,1,Adorned Pouncer,MB,Abzan (BGW) Birthing Pod Midrange.dck
6,1,Ash Barrens,MB,Abzan (BGW) Birthing Pod Midrange.dck
6,1,Bayou,MB,Abzan (BGW) Birthing Pod Midrange.dck
6,1,Savannah,MB,Abzan (BGW) Birthing Pod Midrange.dck
6,1,Vindicate,MB,Abzan (BGW) Birthing Pod Midrange.dck
6,1,Custodi Lich,MB,Abzan (BGW) Birthing Pod Midrange.dck
6,1,Declaration in Stone,MB,Abzan (BGW) Birthing Pod Midrange.dck
6,1,Mana Confluence,MB,Abzan (BGW) Birthing Pod Midrange.dck
6,1,Sylvan Library,MB,Abzan (BGW) Birthing Pod Midrange.dck
6,1,Shriekmaw,MB,Abzan (BGW) Birthing Pod Midrange.dck
6,1,Wurmcoil Engine,MB,Abzan (BGW) Birthing Pod Midrange.dck
6,1,Student of Warfare,SB,Abzan (BGW) Birthing Pod Midrange.dck
6,1,Devoted Druid,SB,Abzan (BGW) Birthing Pod Midrange.dck
6,1,Sword of War and Peace,SB,Abzan (BGW) Birthing Pod Midrange.dck
6,1,Creeping Tar Pit,SB,Abzan (BGW) Birthing Pod Midrange.dck
6,1,Avalanche Riders,SB,Abzan (BGW) Birthing Pod Midrange.dck
6,1,Animate Dead,SB,Abzan (BGW) Birthing Pod Midrange.dck
6,1,"Kiki-Jiki, Mirror Breaker",SB,Abzan (BGW) Birthing Pod Midrange.dck
6,1,Unbreakable Formation,SB,Abzan (BGW) Birthing Pod Midrange.dck
6,1,Experimental Frenzy,SB,Abzan (BGW) Birthing Pod Midrange.dck
6,1,Hornet Queen,SB,Abzan (BGW) Birthing Pod Midrange.dck
6,1,Upheaval,SB,Abzan (BGW) Birthing Pod Midrange.dck
6,1,Gravecrawler,SB,Abzan (BGW) Birthing Pod Midrange.dck
6,1,Hanweir Militia Captain,SB,Abzan (BGW) Birthing Pod Midrange.dck
6,1,Fleshbag Marauder,SB,Abzan (BGW) Birthing Pod Midrange.dck
6,1,Entomb,SB,Abzan (BGW) Birthing Pod Midrange.dck
6,1,Stoneforge Mystic,SB,Abzan (BGW) Birthing Pod Midrange.dck
6,1,Metallic Mimic,SB,Abzan (BGW) Birthing Pod Midrange.dck
7,1,Brushland,MB,Abzan (BGW) Jank Midrange 7.1.18.txt
7,1,Caves of Koilos,MB,Abzan (BGW) Jank Midrange 7.1.18.txt
7,1,Mana Confluence,MB,Abzan (BGW) Jank Midrange 7.1.18.txt
7,1,Marsh Flats,MB,Abzan (BGW) Jank Midrange 7.1.18.txt
7,1,Mishra's Factory,MB,Abzan (BGW) Jank Midrange 7.1.18.txt
7,1,Shambling Vent,MB,Abzan (BGW) Jank Midrange 7.1.18.txt
7,1,Stirring Wildwood,MB,Abzan (BGW) Jank Midrange 7.1.18.txt
7,1,Strip Mine,MB,Abzan (BGW) Jank Midrange 7.1.18.txt
7,1,Temple Garden,MB,Abzan (BGW) Jank Midrange 7.1.18.txt
7,1,Windswept Heath,MB,Abzan (BGW) Jank Midrange 7.1.18.txt
7,1,Chrome Mox,MB,Abzan (BGW) Jank Midrange 7.1.18.txt
7,1,Mox Diamond,MB,Abzan (BGW) Jank Midrange 7.1.18.txt
7,1,Balance,MB,Abzan (BGW) Jank Midrange 7.1.18.txt
7,1,Simic Signet,MB,Abzan (BGW) Jank Midrange 7.1.18.txt
7,1,Sylvan Library,MB,Abzan (BGW) Jank Midrange 7.1.18.txt
7,1,Talisman of Progress,MB,Abzan (BGW) Jank Midrange 7.1.18.txt
7,1,Talisman of Unity,MB,Abzan (BGW) Jank Midrange 7.1.18.txt
7,1,Unexpectedly Absent,MB,Abzan (BGW) Jank Midrange 7.1.18.txt
7,1,"Brimaz, King of Oreskos",MB,Abzan (BGW) Jank Midrange 7.1.18.txt
7,1,Council's Judgment,MB,Abzan (BGW) Jank Midrange 7.1.18.txt
7,1,Gideon of the Trials,MB,Abzan (BGW) Jank Midrange 7.1.18.txt
7,1,Pernicious Deed,MB,Abzan (BGW) Jank Midrange 7.1.18.txt
7,1,Phyrexian Arena,MB,Abzan (BGW) Jank Midrange 7.1.18.txt
7,1,Ramunap Excavator,MB,Abzan (BGW) Jank Midrange 7.1.18.txt
7,1,Toxic Deluge,MB,Abzan (BGW) Jank Midrange 7.1.18.txt
7,1,Day of Judgment,MB,Abzan (BGW) Jank Midrange 7.1.18.txt
7,1,Hero of Bladehold,MB,Abzan (BGW) Jank Midrange 7.1.18.txt
7,1,"Kalitas, Traitor of Ghet",MB,Abzan (BGW) Jank Midrange 7.1.18.txt
7,1,"Karn, Scion of Urza",MB,Abzan (BGW) Jank Midrange 7.1.18.txt
7,1,Parallax Wave,MB,Abzan (BGW) Jank Midrange 7.1.18.txt
7,1,Ravages of War,MB,Abzan (BGW) Jank Midrange 7.1.18.txt
7,1,Gideon Jura,MB,Abzan (BGW) Jank Midrange 7.1.18.txt
7,1,Sun Titan,MB,Abzan (BGW) Jank Midrange 7.1.18.txt
7,1,Eternal Dragon,MB,Abzan (BGW) Jank Midrange 7.1.18.txt
8,1,Ancient Tomb,MB,Abzan (BGW) Loam Excavator Stax Aggro.txt
8,1,Bayou,MB,Abzan (BGW) Loam Excavator Stax Aggro.txt
8,1,Llanowar Wastes,MB,Abzan (BGW) Loam Excavator Stax Aggro.txt
8,1,Marsh Flats,MB,Abzan (BGW) Loam Excavator Stax Aggro.txt
8,1,Rishadan Port,MB,Abzan (BGW) Loam Excavator Stax Aggro.txt
8,1,Savannah,MB,Abzan (BGW) Loam Excavator Stax Aggro.txt
8,1,Strip Mine,MB,Abzan (BGW) Loam Excavator Stax Aggro.txt
8,1,Wasteland,MB,Abzan (BGW) Loam Excavator Stax Aggro.txt
8,1,Windswept Heath,MB,Abzan (BGW) Loam Excavator Stax Aggro.txt
8,1,Bloodsoaked Champion,MB,Abzan (BGW) Loam Excavator Stax Aggro.txt
8,1,Diregraf Ghoul,MB,Abzan (BGW) Loam Excavator Stax Aggro.txt
8,1,Duress,MB,Abzan (BGW) Loam Excavator Stax Aggro.txt
8,1,Kessig Prowler,MB,Abzan (BGW) Loam Excavator Stax Aggro.txt
8,1,Mind Twist,MB,Abzan (BGW) Loam Excavator Stax Aggro.txt
8,1,Vampiric Tutor,MB,Abzan (BGW) Loam Excavator Stax Aggro.txt
8,1,Warden of the First Tree,MB,Abzan (BGW) Loam Excavator Stax Aggro.txt
8,1,Asylum Visitor,MB,Abzan (BGW) Loam Excavator Stax Aggro.txt
8,1,Bloodghast,MB,Abzan (BGW) Loam Excavator Stax Aggro.txt
8,1,Declaration in Stone,MB,Abzan (BGW) Loam Excavator Stax Aggro.txt
8,1,Journey to Nowhere,MB,Abzan (BGW) Loam Excavator Stax Aggro.txt
8,1,Life from the Loam,MB,Abzan (BGW) Loam Excavator Stax Aggro.txt
8,1,Sinkhole,MB,Abzan (BGW) Loam Excavator Stax Aggro.txt
8,1,Umezawa's Jitte,MB,Abzan (BGW) Loam Excavator Stax Aggro.txt
8,1,Winter Orb,MB,Abzan (BGW) Loam Excavator Stax Aggro.txt
8,1,Shriekmaw,MB,Abzan (BGW) Loam Excavator Stax Aggro.txt
8,1,Kitchen Finks,MB,Abzan (BGW) Loam Excavator Stax Aggro.txt
8,1,Ramunap Excavator,MB,Abzan (BGW) Loam Excavator Stax Aggro.txt
8,1,Sword of Fire and Ice,MB,Abzan (BGW) Loam Excavator Stax Aggro.txt
8,1,Tangle Wire,MB,Abzan (BGW) Loam Excavator Stax Aggro.txt
8,1,Vindicate,MB,Abzan (BGW) Loam Excavator Stax Aggro.txt
8,1,"Braids, Cabal Minion",MB,Abzan (BGW) Loam Excavator Stax Aggro.txt
8,1,"Kalitas, Traitor of Ghet",MB,Abzan (BGW) Loam Excavator Stax Aggro.txt
8,1,Smokestack,MB,Abzan (BGW) Loam Excavator Stax Aggro.txt
9,1,Secure the Wastes,MB,Abzan (BGW) Midrange
9,1,Oath of Nissa,MB,Abzan (BGW) Midrange
9,1,Hexdrinker,MB,Abzan (BGW) Midrange
9,1,Birds of Paradise,MB,Abzan (BGW) Midrange
9,1,Warden of the First Tree,MB,Abzan (BGW) Midrange
9,1,Smuggler's Copter,MB,Abzan (BGW) Midrange
9,1,Sylvan Advocate,MB,Abzan (BGW) Midrange
9,1,Journey to Nowhere,MB,Abzan (BGW) Midrange
9,1,Talisman of Hierarchy,MB,Abzan (BGW) Midrange
9,1,Declaration in Stone,MB,Abzan (BGW) Midrange
9,1,Go for the Throat,MB,Abzan (BGW) Midrange
9,1,Scavenging Ooze,MB,Abzan (BGW) Midrange
9,1,Lingering Souls,MB,Abzan (BGW) Midrange
9,1,Gideon Blackblade,MB,Abzan (BGW) Midrange
9,1,Flickerwisp,MB,Abzan (BGW) Midrange
9,1,Toxic Deluge,MB,Abzan (BGW) Midrange
9,1,Hanged Executioner,MB,Abzan (BGW) Midrange
9,1,Knight of Autumn,MB,Abzan (BGW) Midrange
9,1,"Elspeth, Sun's Champion",MB,Abzan (BGW) Midrange
9,1,Deep Forest Hermit,MB,Abzan (BGW) Midrange
9,1,Garruk Relentless,MB,Abzan (BGW) Midrange
9,1,Ravenous Chupacabra,MB,Abzan (BGW) Midrange
9,1,Wickerbough Elder,MB,Abzan (BGW) Midrange
9,1,Shambling Vent,MB,Abzan (BGW) Midrange
9,1,Scrubland,MB,Abzan (BGW) Midrange
9,1,Horizon Canopy,MB,Abzan (BGW) Midrange
9,1,Flooded Strand,MB,Abzan (BGW) Midrange
9,1,Treetop Village,MB,Abzan (BGW) Midrange
9,1,Godless Shrine,MB,Abzan (BGW) Midrange
9,1,Stirring Wildwood,MB,Abzan (BGW) Midrange
9,1,Upheaval,SB,Abzan (BGW) Midrange
9,1,Remorseful Cleric,SB,Abzan (BGW) Midrange
9,1,Soltari Trooper,SB,Abzan (BGW) Midrange
9,1,Night's Whisper,SB,Abzan (BGW) Midrange
9,1,"Elesh Norn, Grand Cenobite",SB,Abzan (BGW) Midrange
9,1,Wildfire,SB,Abzan (BGW) Midrange
9,1,Reveillark,SB,Abzan (BGW) Midrange
9,1,Adanto Vanguard,SB,Abzan (BGW) Midrange
9,1,Phyrexian Revoker,SB,Abzan (BGW) Midrange
9,1,Hedron Archive,SB,Abzan (BGW) Midrange
9,1,Farseek,SB,Abzan (BGW) Midrange
9,1,Winter Orb,SB,Abzan (BGW) Midrange
9,1,Bloodbraid Elf,SB,Abzan (BGW) Midrange
9,1,Oath of Druids,SB,Abzan (BGW) Midrange
9,1,Geist of Saint Traft,SB,Abzan (BGW) Midrange
10,1,Arid Mesa,MB,Abzan (BGW) Midrange 2.txt
10,1,Concealed Courtyard,MB,Abzan (BGW) Midrange 2.txt
10,1,Godless Shrine,MB,Abzan (BGW) Midrange 2.txt
10,1,Hissing Quagmire,MB,Abzan (BGW) Midrange 2.txt
10,1,Overgrown Tomb,MB,Abzan (BGW) Midrange 2.txt
10,1,Razorverge Thicket,MB,Abzan (BGW) Midrange 2.txt
10,1,Strip Mine,MB,Abzan (BGW) Midrange 2.txt
10,1,Enlightened Tutor,MB,Abzan (BGW) Midrange 2.txt
10,1,Joraga Treespeaker,MB,Abzan (BGW) Midrange 2.txt
10,1,Swords to Plowshares,MB,Abzan (BGW) Midrange 2.txt
10,1,Fauna Shaman,MB,Abzan (BGW) Midrange 2.txt
10,1,Orzhov Signet,MB,Abzan (BGW) Midrange 2.txt
10,1,Sakura-Tribe Elder,MB,Abzan (BGW) Midrange 2.txt
10,1,Survival of the Fittest,MB,Abzan (BGW) Midrange 2.txt
10,1,Tarmogoyf,MB,Abzan (BGW) Midrange 2.txt
10,1,Umezawa's Jitte,MB,Abzan (BGW) Midrange 2.txt
10,1,Coalition Relic,MB,Abzan (BGW) Midrange 2.txt
10,1,Courser of Kruphix,MB,Abzan (BGW) Midrange 2.txt
10,1,Eternal Witness,MB,Abzan (BGW) Midrange 2.txt
10,1,Lingering Souls,MB,Abzan (BGW) Midrange 2.txt
10,1,Reclamation Sage,MB,Abzan (BGW) Midrange 2.txt
10,1,Recurring Nightmare,MB,Abzan (BGW) Midrange 2.txt
10,1,Sword of Fire and Ice,MB,Abzan (BGW) Midrange 2.txt
10,1,"Elspeth, Knight-Errant",MB,Abzan (BGW) Midrange 2.txt
10,1,Garruk Relentless,MB,Abzan (BGW) Midrange 2.txt
10,1,Restoration Angel,MB,Abzan (BGW) Midrange 2.txt
10,1,"Thrun, the Last Troll",MB,Abzan (BGW) Midrange 2.txt
10,1,Acidic Slime,MB,Abzan (BGW) Midrange 2.txt
10,1,Wurmcoil Engine,MB,Abzan (BGW) Midrange 2.txt
10,1,Woodfall Primus,MB,Abzan (BGW) Midrange 2.txt
